Energy CP 	 ICP 	 Energy CN 	 ICN 	 FCP 	 FCN 	 IXMCD 	 FXMCD 	 IXMCDR 	 FXMCDR 
695.254059	 0.036092	 695.384654	 0.035551	 0.000000	 0.000000	 0.000540	 0.000000	 0.007544	 nan
695.438244	 0.035793	 695.564613	 0.035194	 0.000000	 0.000000	 0.000599	 0.000000	 0.008437	 nan
695.633264	 0.035414	 695.745870	 0.034776	 0.000000	 0.000000	 0.000638	 0.000000	 0.009093	 nan
695.797575	 0.035088	 695.922136	 0.034415	 0.000000	 0.000000	 0.000673	 0.000000	 0.009686	 nan
695.956249	 0.034740	 696.102738	 0.033995	 0.000000	 0.000000	 0.000745	 0.000000	 0.010837	 nan
696.136029	 0.034359	 696.287369	 0.033585	 0.000000	 0.000000	 0.000774	 0.000000	 0.011399	 nan
696.314904	 0.033938	 696.477191	 0.033135	 0.000000	 0.000000	 0.000803	 0.000000	 0.011978	 nan
696.498438	 0.033562	 696.668901	 0.032684	 0.000000	 0.000000	 0.000878	 0.000000	 0.013261	 nan
696.682751	 0.033181	 696.852989	 0.032252	 0.000000	 0.000000	 0.000929	 0.000000	 0.014192	 nan
696.864900	 0.032745	 697.055107	 0.031710	 0.000000	 0.000000	 0.001035	 0.000000	 0.016056	 nan
697.069129	 0.032283	 697.263867	 0.031199	 0.000000	 0.000000	 0.001084	 0.000000	 0.017075	 nan
697.273844	 0.031807	 697.471014	 0.030698	 0.000000	 0.000000	 0.001109	 0.000000	 0.017746	 nan
697.473360	 0.031332	 697.670906	 0.030174	 0.000000	 0.000000	 0.001158	 0.000000	 0.018828	 nan
697.678153	 0.030893	 697.866008	 0.029674	 0.000000	 0.000000	 0.001220	 0.000000	 0.020138	 nan
697.869727	 0.030405	 698.068181	 0.029119	 0.000000	 0.000000	 0.001286	 0.000000	 0.021604	 nan
698.071427	 0.029872	 698.278176	 0.028545	 0.000000	 0.000000	 0.001326	 0.000000	 0.022705	 nan
698.280103	 0.029340	 698.475041	 0.027950	 0.000000	 0.000000	 0.001391	 0.000000	 0.024272	 nan
698.484996	 0.028812	 698.681474	 0.027388	 0.000000	 0.000000	 0.001424	 0.000000	 0.025332	 nan
698.682504	 0.028293	 698.868942	 0.026833	 0.000000	 0.000000	 0.001460	 0.000000	 0.026490	 nan
698.868121	 0.027736	 699.054553	 0.026211	 0.000000	 0.000000	 0.001525	 0.000000	 0.028274	 nan
699.059708	 0.027169	 699.253386	 0.025567	 0.000000	 0.000000	 0.001601	 0.000000	 0.030364	 nan
699.259285	 0.026602	 699.455297	 0.024925	 0.000000	 0.000000	 0.001676	 0.000000	 0.032534	 nan
699.462257	 0.025998	 699.663204	 0.024265	 0.000000	 0.000000	 0.001733	 0.000000	 0.034478	 nan
699.656286	 0.025396	 699.849127	 0.023665	 0.000000	 0.000000	 0.001731	 0.000000	 0.035277	 nan
699.851164	 0.024796	 700.033609	 0.022988	 0.000000	 0.000000	 0.001808	 0.000000	 0.037829	 nan
700.051400	 0.024198	 700.224821	 0.022362	 0.000000	 0.000000	 0.001836	 0.000000	 0.039428	 nan
700.242568	 0.023564	 700.407853	 0.021688	 0.000000	 0.000000	 0.001876	 0.000000	 0.041464	 nan
700.436017	 0.022936	 700.596877	 0.021044	 0.000000	 0.000000	 0.001892	 0.000000	 0.043027	 nan
700.626171	 0.022293	 700.751826	 0.020393	 0.000000	 0.000000	 0.001899	 0.000000	 0.044494	 nan
700.808028	 0.021687	 700.926304	 0.019762	 0.000000	 0.000000	 0.001925	 0.000000	 0.046431	 nan
700.983969	 0.021043	 701.115073	 0.019004	 0.000000	 0.000000	 0.002039	 0.000000	 0.050906	 nan
701.171758	 0.020402	 701.313844	 0.018229	 0.000000	 0.000000	 0.002173	 0.000000	 0.056259	 nan
701.356717	 0.019720	 701.509531	 0.017470	 0.000000	 0.000000	 0.002250	 0.000000	 0.060503	 nan
701.542786	 0.019043	 701.701915	 0.016747	 0.000000	 0.000000	 0.002296	 0.000000	 0.064145	 nan
701.724741	 0.018378	 701.898190	 0.016055	 0.000000	 0.000000	 0.002323	 0.000000	 0.067465	 nan
701.895327	 0.017722	 702.077821	 0.015422	 0.000000	 0.000000	 0.002300	 0.000000	 0.069400	 nan
702.094215	 0.017052	 702.285140	 0.014776	 0.000000	 0.000000	 0.002276	 0.000000	 0.071510	 nan
702.293376	 0.016331	 702.456850	 0.014193	 0.000000	 0.000000	 0.002138	 0.000000	 0.070048	 nan
702.492808	 0.015714	 702.653116	 0.013680	 0.000000	 0.000000	 0.002034	 0.000000	 0.069196	 nan
702.686047	 0.015100	 702.844731	 0.013252	 0.000000	 0.000000	 0.001848	 0.000000	 0.065176	 nan
702.858431	 0.014592	 703.023131	 0.012973	 0.000000	 0.000000	 0.001619	 0.000000	 0.058735	 nan
703.060108	 0.014084	 703.225169	 0.012818	 0.000000	 0.000000	 0.001266	 0.000000	 0.047073	 nan
703.253602	 0.013636	 703.431071	 0.012895	 0.000000	 0.000000	 0.000742	 0.000000	 0.027953	 nan
703.458609	 0.013316	 703.628251	 0.013323	 0.000000	 0.000000	 -0.000007	 0.000000	 -0.000275	 nan
703.663841	 0.013157	 703.835137	 0.014224	 0.000000	 0.000000	 -0.001067	 0.000000	 -0.038979	 nan
703.845655	 0.013228	 704.030824	 0.015782	 0.000000	 0.000000	 -0.002554	 0.000000	 -0.088023	 nan
704.060660	 0.013663	 704.232846	 0.018339	 0.000000	 0.000000	 -0.004676	 0.000000	 -0.146121	 nan
704.265221	 0.014559	 704.440460	 0.022505	 0.000000	 0.000000	 -0.007945	 0.000000	 -0.214369	 nan
704.476613	 0.016263	 704.647335	 0.028889	 0.000000	 0.000000	 -0.012626	 0.000000	 -0.279630	 nan
704.687754	 0.018989	 704.850191	 0.038472	 0.000000	 0.000000	 -0.019483	 0.000000	 -0.339066	 nan
704.863586	 0.023223	 705.043425	 0.053685	 0.000000	 0.000000	 -0.030462	 0.000000	 -0.396082	 nan
705.073451	 0.030089	 705.236173	 0.078786	 0.000000	 0.000000	 -0.048697	 0.000000	 -0.447277	 nan
705.260346	 0.041635	 705.435702	 0.118314	 0.000000	 0.000000	 -0.076678	 0.000000	 -0.479393	 nan
705.456603	 0.060344	 705.632434	 0.170136	 0.000000	 0.000000	 -0.109792	 0.000000	 -0.476364	 nan
705.662830	 0.085067	 705.827009	 0.222548	 0.000000	 0.000000	 -0.137481	 0.000000	 -0.446926	 nan
705.836772	 0.109338	 706.011119	 0.272697	 0.000000	 0.000000	 -0.163359	 0.000000	 -0.427603	 nan
706.028923	 0.130379	 706.181831	 0.320895	 0.000000	 0.000000	 -0.190516	 0.000000	 -0.422175	 nan
706.215997	 0.147037	 706.360886	 0.360085	 0.000000	 0.000000	 -0.213048	 0.000000	 -0.420111	 nan
706.408460	 0.155758	 706.558075	 0.378880	 0.000000	 0.000000	 -0.223122	 0.000000	 -0.417334	 nan
706.608538	 0.154851	 706.760184	 0.379280	 0.000000	 0.000000	 -0.224429	 0.000000	 -0.420175	 nan
706.781050	 0.149199	 706.948507	 0.371695	 0.000000	 0.000000	 -0.222496	 0.000000	 -0.427143	 nan
706.974630	 0.143616	 707.131356	 0.359825	 0.000000	 0.000000	 -0.216209	 0.000000	 -0.429463	 nan
707.160090	 0.139637	 707.321662	 0.337973	 0.000000	 0.000000	 -0.198336	 0.000000	 -0.415267	 nan
707.350302	 0.134333	 707.530000	 0.300082	 0.000000	 0.000000	 -0.165749	 0.000000	 -0.381546	 nan
707.559685	 0.124574	 707.729570	 0.249249	 0.000000	 0.000000	 -0.124675	 0.000000	 -0.333513	 nan
707.746858	 0.110467	 707.926540	 0.197863	 0.000000	 0.000000	 -0.087396	 0.000000	 -0.283450	 nan
707.975132	 0.095932	 708.116944	 0.153657	 0.000000	 0.000000	 -0.057724	 0.000000	 -0.231277	 nan
708.172725	 0.082959	 708.310816	 0.117312	 0.000000	 0.000000	 -0.034353	 0.000000	 -0.171532	 nan
708.368472	 0.071931	 708.520165	 0.090669	 0.000000	 0.000000	 -0.018738	 0.000000	 -0.115242	 nan
708.573617	 0.063017	 708.735562	 0.072037	 0.000000	 0.000000	 -0.009020	 0.000000	 -0.066786	 nan
708.764583	 0.055940	 708.940864	 0.059021	 0.000000	 0.000000	 -0.003081	 0.000000	 -0.026797	 nan
708.991766	 0.050263	 709.139645	 0.049663	 0.000000	 0.000000	 0.000599	 0.000000	 0.005997	 nan
709.186820	 0.045695	 709.342402	 0.042501	 0.000000	 0.000000	 0.003194	 0.000000	 0.036213	 nan
709.385573	 0.041792	 709.543476	 0.036631	 0.000000	 0.000000	 0.005161	 0.000000	 0.065808	 nan
709.588904	 0.038313	 709.752784	 0.031782	 0.000000	 0.000000	 0.006531	 0.000000	 0.093173	 nan
709.775834	 0.035238	 709.966306	 0.027836	 0.000000	 0.000000	 0.007402	 0.000000	 0.117348	 nan
710.002459	 0.032546	 710.177062	 0.024749	 0.000000	 0.000000	 0.007796	 0.000000	 0.136073	 nan
710.198882	 0.030056	 710.373581	 0.022320	 0.000000	 0.000000	 0.007736	 0.000000	 0.147706	 nan
710.405733	 0.027732	 710.572995	 0.020275	 0.000000	 0.000000	 0.007457	 0.000000	 0.155342	 nan
710.613524	 0.025592	 710.781156	 0.018624	 0.000000	 0.000000	 0.006968	 0.000000	 0.157600	 nan
710.806181	 0.023729	 710.973084	 0.017330	 0.000000	 0.000000	 0.006400	 0.000000	 0.155868	 nan
711.027660	 0.022155	 711.175019	 0.016424	 0.000000	 0.000000	 0.005731	 0.000000	 0.148557	 nan
711.222565	 0.020977	 711.362887	 0.015866	 0.000000	 0.000000	 0.005111	 0.000000	 0.138725	 nan
711.405145	 0.019988	 711.549648	 0.015504	 0.000000	 0.000000	 0.004484	 0.000000	 0.126344	 nan
711.600913	 0.019294	 711.740561	 0.015315	 0.000000	 0.000000	 0.003979	 0.000000	 0.114973	 nan
711.783192	 0.018838	 711.941997	 0.015309	 0.000000	 0.000000	 0.003529	 0.000000	 0.103351	 nan
711.995566	 0.018525	 712.147935	 0.015318	 0.000000	 0.000000	 0.003208	 0.000000	 0.094778	 nan
712.195497	 0.018336	 712.333127	 0.015327	 0.000000	 0.000000	 0.003009	 0.000000	 0.089376	 nan
712.379450	 0.018160	 712.514735	 0.015241	 0.000000	 0.000000	 0.002919	 0.000000	 0.087389	 nan
712.567234	 0.017906	 712.705832	 0.015052	 0.000000	 0.000000	 0.002853	 0.000000	 0.086577	 nan
712.754071	 0.017579	 712.914518	 0.014780	 0.000000	 0.000000	 0.002799	 0.000000	 0.086486	 nan
712.974279	 0.017171	 713.116446	 0.014489	 0.000000	 0.000000	 0.002681	 0.000000	 0.084690	 nan
713.171453	 0.016772	 713.310946	 0.014126	 0.000000	 0.000000	 0.002646	 0.000000	 0.085637	 nan
713.363559	 0.016356	 713.507093	 0.013766	 0.000000	 0.000000	 0.002590	 0.000000	 0.085996	 nan
713.550039	 0.015955	 713.705332	 0.013401	 0.000000	 0.000000	 0.002554	 0.000000	 0.086999	 nan
713.731985	 0.015543	 713.914818	 0.013018	 0.000000	 0.000000	 0.002525	 0.000000	 0.088425	 nan
713.955659	 0.015179	 714.129557	 0.012679	 0.000000	 0.000000	 0.002500	 0.000000	 0.089746	 nan
714.167221	 0.014829	 714.335591	 0.012396	 0.000000	 0.000000	 0.002433	 0.000000	 0.089376	 nan
714.374601	 0.014603	 714.530694	 0.012172	 0.000000	 0.000000	 0.002430	 0.000000	 0.090771	 nan
714.568897	 0.014370	 714.731762	 0.012010	 0.000000	 0.000000	 0.002361	 0.000000	 0.089490	 nan
714.769322	 0.014230	 714.943891	 0.011864	 0.000000	 0.000000	 0.002366	 0.000000	 0.090679	 nan
714.987556	 0.014143	 715.159631	 0.011783	 0.000000	 0.000000	 0.002361	 0.000000	 0.091058	 nan
715.198784	 0.014100	 715.369631	 0.011751	 0.000000	 0.000000	 0.002349	 0.000000	 0.090859	 nan
715.413457	 0.014088	 715.573272	 0.011720	 0.000000	 0.000000	 0.002367	 0.000000	 0.091732	 nan
715.614241	 0.014121	 715.773924	 0.011777	 0.000000	 0.000000	 0.002345	 0.000000	 0.090531	 nan
715.795790	 0.014227	 715.972690	 0.011814	 0.000000	 0.000000	 0.002413	 0.000000	 0.092665	 nan
716.029844	 0.014389	 716.174562	 0.011949	 0.000000	 0.000000	 0.002440	 0.000000	 0.092627	 nan
716.236020	 0.014607	 716.386596	 0.012137	 0.000000	 0.000000	 0.002470	 0.000000	 0.092364	 nan
716.440038	 0.014921	 716.577978	 0.012362	 0.000000	 0.000000	 0.002559	 0.000000	 0.093786	 nan
716.628558	 0.015303	 716.768572	 0.012672	 0.000000	 0.000000	 0.002631	 0.000000	 0.094057	 nan
716.799667	 0.015834	 716.966551	 0.013072	 0.000000	 0.000000	 0.002762	 0.000000	 0.095562	 nan
717.017740	 0.016529	 717.158796	 0.013614	 0.000000	 0.000000	 0.002916	 0.000000	 0.096729	 nan
717.209177	 0.017437	 717.350753	 0.014276	 0.000000	 0.000000	 0.003162	 0.000000	 0.099703	 nan
717.404167	 0.018648	 717.552337	 0.015130	 0.000000	 0.000000	 0.003518	 0.000000	 0.104155	 nan
717.598148	 0.020189	 717.739376	 0.016287	 0.000000	 0.000000	 0.003902	 0.000000	 0.106967	 nan
717.768155	 0.022346	 717.932534	 0.017933	 0.000000	 0.000000	 0.004413	 0.000000	 0.109559	 nan
717.980120	 0.025612	 718.133828	 0.020369	 0.000000	 0.000000	 0.005242	 0.000000	 0.114004	 nan
718.185458	 0.030633	 718.336071	 0.023885	 0.000000	 0.000000	 0.006748	 0.000000	 0.123773	 nan
718.394429	 0.037915	 718.543734	 0.028715	 0.000000	 0.000000	 0.009200	 0.000000	 0.138070	 nan
718.601789	 0.047214	 718.728490	 0.034345	 0.000000	 0.000000	 0.012869	 0.000000	 0.157787	 nan
718.797809	 0.057621	 718.926704	 0.040517	 0.000000	 0.000000	 0.017104	 0.000000	 0.174289	 nan
718.999248	 0.067817	 719.146734	 0.045725	 0.000000	 0.000000	 0.022091	 0.000000	 0.194567	 nan
719.212046	 0.075973	 719.372942	 0.048653	 0.000000	 0.000000	 0.027320	 0.000000	 0.219214	 nan
719.430624	 0.080677	 719.584671	 0.049354	 0.000000	 0.000000	 0.031323	 0.000000	 0.240889	 nan
719.650285	 0.081996	 719.805548	 0.048981	 0.000000	 0.000000	 0.033015	 0.000000	 0.252066	 nan
719.850292	 0.080998	 720.007547	 0.048072	 0.000000	 0.000000	 0.032926	 0.000000	 0.255101	 nan
720.062243	 0.078153	 720.206124	 0.046783	 0.000000	 0.000000	 0.031371	 0.000000	 0.251093	 nan
720.275945	 0.073638	 720.425188	 0.045285	 0.000000	 0.000000	 0.028354	 0.000000	 0.238421	 nan
720.494489	 0.067912	 720.632363	 0.043674	 0.000000	 0.000000	 0.024238	 0.000000	 0.217213	 nan
720.694680	 0.061865	 720.837970	 0.042177	 0.000000	 0.000000	 0.019687	 0.000000	 0.189223	 nan
720.882220	 0.055979	 721.029352	 0.040869	 0.000000	 0.000000	 0.015111	 0.000000	 0.156023	 nan
721.087236	 0.050671	 721.216559	 0.039631	 0.000000	 0.000000	 0.011040	 0.000000	 0.122257	 nan
721.284151	 0.046024	 721.431109	 0.038580	 0.000000	 0.000000	 0.007444	 0.000000	 0.087985	 nan
721.500430	 0.042406	 721.635647	 0.037813	 0.000000	 0.000000	 0.004593	 0.000000	 0.057256	 nan
721.712274	 0.039796	 721.847513	 0.037275	 0.000000	 0.000000	 0.002522	 0.000000	 0.032720	 nan
721.914093	 0.037949	 722.057868	 0.036981	 0.000000	 0.000000	 0.000968	 0.000000	 0.012915	 nan
722.111287	 0.036729	 722.244814	 0.036715	 0.000000	 0.000000	 0.000014	 0.000000	 0.000192	 nan
722.312989	 0.035880	 722.452688	 0.036731	 0.000000	 0.000000	 -0.000851	 0.000000	 -0.011725	 nan
722.519037	 0.035357	 722.666047	 0.036837	 0.000000	 0.000000	 -0.001480	 0.000000	 -0.020497	 nan
722.724524	 0.035070	 722.875065	 0.037065	 0.000000	 0.000000	 -0.001995	 0.000000	 -0.027652	 nan
722.928318	 0.035040	 723.077247	 0.037342	 0.000000	 0.000000	 -0.002302	 0.000000	 -0.031803	 nan
723.126853	 0.035180	 723.268847	 0.037761	 0.000000	 0.000000	 -0.002582	 0.000000	 -0.035392	 nan
723.326061	 0.035435	 723.469831	 0.038296	 0.000000	 0.000000	 -0.002861	 0.000000	 -0.038801	 nan
723.531380	 0.035859	 723.677555	 0.038933	 0.000000	 0.000000	 -0.003075	 0.000000	 -0.041108	 nan
723.742990	 0.036426	 723.886643	 0.039564	 0.000000	 0.000000	 -0.003138	 0.000000	 -0.041289	 nan
723.952455	 0.037041	 724.092732	 0.040297	 0.000000	 0.000000	 -0.003256	 0.000000	 -0.042103	 nan
724.152738	 0.037732	 724.293603	 0.041043	 0.000000	 0.000000	 -0.003312	 0.000000	 -0.042038	 nan
724.347910	 0.038404	 724.491745	 0.041878	 0.000000	 0.000000	 -0.003474	 0.000000	 -0.043268	 nan
724.542788	 0.039197	 724.701754	 0.042726	 0.000000	 0.000000	 -0.003529	 0.000000	 -0.043078	 nan
724.756234	 0.040048	 724.916601	 0.043486	 0.000000	 0.000000	 -0.003438	 0.000000	 -0.041159	 nan
724.968555	 0.040884	 725.118494	 0.044274	 0.000000	 0.000000	 -0.003390	 0.000000	 -0.039807	 nan
725.176050	 0.041656	 725.326189	 0.044978	 0.000000	 0.000000	 -0.003322	 0.000000	 -0.038341	 nan
725.376662	 0.042332	 725.537873	 0.045614	 0.000000	 0.000000	 -0.003283	 0.000000	 -0.037328	 nan
725.569811	 0.043072	 725.739652	 0.046217	 0.000000	 0.000000	 -0.003144	 0.000000	 -0.035217	 nan
725.780895	 0.043861	 725.947243	 0.046809	 0.000000	 0.000000	 -0.002948	 0.000000	 -0.032517	 nan
725.999625	 0.044644	 726.149591	 0.047465	 0.000000	 0.000000	 -0.002820	 0.000000	 -0.030621	 nan
726.216717	 0.045363	 726.360325	 0.048132	 0.000000	 0.000000	 -0.002768	 0.000000	 -0.029610	 nan
726.423094	 0.046084	 726.561587	 0.048779	 0.000000	 0.000000	 -0.002695	 0.000000	 -0.028411	 nan
726.621364	 0.046883	 726.763532	 0.049590	 0.000000	 0.000000	 -0.002707	 0.000000	 -0.028061	 nan
726.830825	 0.047759	 726.983364	 0.050538	 0.000000	 0.000000	 -0.002780	 0.000000	 -0.028279	 nan
727.046809	 0.048604	 727.198466	 0.051483	 0.000000	 0.000000	 -0.002879	 0.000000	 -0.028769	 nan
727.253310	 0.049474	 727.409059	 0.052368	 0.000000	 0.000000	 -0.002894	 0.000000	 -0.028414	 nan
727.453460	 0.050417	 727.615020	 0.053309	 0.000000	 0.000000	 -0.002891	 0.000000	 -0.027876	 nan
727.653204	 0.051376	 727.807920	 0.054324	 0.000000	 0.000000	 -0.002948	 0.000000	 -0.027890	 nan
727.859359	 0.052435	 728.013360	 0.055385	 0.000000	 0.000000	 -0.002950	 0.000000	 -0.027357	 nan
728.069126	 0.053451	 728.224421	 0.056361	 0.000000	 0.000000	 -0.002909	 0.000000	 -0.026492	 nan
728.272589	 0.054492	 728.437267	 0.057300	 0.000000	 0.000000	 -0.002808	 0.000000	 -0.025120	 nan
728.483626	 0.055542	 728.634791	 0.058261	 0.000000	 0.000000	 -0.002719	 0.000000	 -0.023891	 nan
728.682782	 0.056537	 728.830524	 0.059206	 0.000000	 0.000000	 -0.002669	 0.000000	 -0.023062	 nan
728.883999	 0.057581	 729.033260	 0.060122	 0.000000	 0.000000	 -0.002541	 0.000000	 -0.021587	 nan
729.094122	 0.058592	 729.263714	 0.061087	 0.000000	 0.000000	 -0.002496	 0.000000	 -0.020852	 nan
729.314201	 0.059606	 729.476990	 0.061989	 0.000000	 0.000000	 -0.002384	 0.000000	 -0.019603	 nan
729.528139	 0.060516	 729.690850	 0.062870	 0.000000	 0.000000	 -0.002354	 0.000000	 -0.019078	 nan
729.737996	 0.061403	 729.895846	 0.063641	 0.000000	 0.000000	 -0.002238	 0.000000	 -0.017901	 nan
729.939618	 0.062294	 730.109257	 0.064503	 0.000000	 0.000000	 -0.002209	 0.000000	 -0.017418	 nan
730.151382	 0.063230	 730.325561	 0.065379	 0.000000	 0.000000	 -0.002149	 0.000000	 -0.016709	 nan
730.377460	 0.064123	 730.551053	 0.066303	 0.000000	 0.000000	 -0.002180	 0.000000	 -0.016714	 nan
730.604195	 0.064995	 730.771255	 0.067156	 0.000000	 0.000000	 -0.002160	 0.000000	 -0.016349	 nan
730.823157	 0.065931	 730.985809	 0.067966	 0.000000	 0.000000	 -0.002035	 0.000000	 -0.015200	 nan
731.027685	 0.066814	 731.188231	 0.068940	 0.000000	 0.000000	 -0.002126	 0.000000	 -0.015660	 nan
731.230071	 0.067738	 731.404937	 0.069902	 0.000000	 0.000000	 -0.002164	 0.000000	 -0.015724	 nan
731.450388	 0.068670	 731.630106	 0.070886	 0.000000	 0.000000	 -0.002216	 0.000000	 -0.015882	 nan
731.681952	 0.069709	 731.838847	 0.071765	 0.000000	 0.000000	 -0.002057	 0.000000	 -0.014537	 nan
731.893387	 0.070690	 732.048575	 0.072751	 0.000000	 0.000000	 -0.002061	 0.000000	 -0.014371	 nan
732.097871	 0.071651	 732.255117	 0.073769	 0.000000	 0.000000	 -0.002118	 0.000000	 -0.014566	 nan
732.303512	 0.072664	 732.460382	 0.074818	 0.000000	 0.000000	 -0.002153	 0.000000	 -0.014601	 nan
732.509674	 0.073649	 732.672959	 0.075752	 0.000000	 0.000000	 -0.002103	 0.000000	 -0.014074	 nan
732.721117	 0.074701	 732.887343	 0.076799	 0.000000	 0.000000	 -0.002098	 0.000000	 -0.013845	 nan
732.933553	 0.075790	 733.098423	 0.077837	 0.000000	 0.000000	 -0.002047	 0.000000	 -0.013321	 nan
733.138730	 0.076767	 733.304214	 0.078879	 0.000000	 0.000000	 -0.002112	 0.000000	 -0.013571	 nan
733.342857	 0.077734	 733.507677	 0.079837	 0.000000	 0.000000	 -0.002102	 0.000000	 -0.013342	 nan
733.555999	 0.078771	 733.721963	 0.080877	 0.000000	 0.000000	 -0.002106	 0.000000	 -0.013193	 nan
733.766121	 0.079858	 733.940392	 0.081946	 0.000000	 0.000000	 -0.002089	 0.000000	 -0.012908	 nan
733.978517	 0.080921	 734.140183	 0.082944	 0.000000	 0.000000	 -0.002024	 0.000000	 -0.012349	 nan
734.187420	 0.081909	 734.342590	 0.083800	 0.000000	 0.000000	 -0.001892	 0.000000	 -0.011415	 nan
734.380579	 0.082824	 734.537522	 0.084730	 0.000000	 0.000000	 -0.001906	 0.000000	 -0.011377	 nan
734.584983	 0.083834	 734.746625	 0.085745	 0.000000	 0.000000	 -0.001910	 0.000000	 -0.011265	 nan
734.792945	 0.084872	 734.966184	 0.086766	 0.000000	 0.000000	 -0.001894	 0.000000	 -0.011037	 nan
735.008150	 0.085866	 735.178218	 0.087622	 0.000000	 0.000000	 -0.001756	 0.000000	 -0.010121	 nan
735.216933	 0.086838	 735.378384	 0.088443	 0.000000	 0.000000	 -0.001604	 0.000000	 -0.009153	 nan
735.422500	 0.087697	 735.587786	 0.089372	 0.000000	 0.000000	 -0.001675	 0.000000	 -0.009458	 nan
735.635438	 0.088566	 735.801990	 0.090236	 0.000000	 0.000000	 -0.001670	 0.000000	 -0.009341	 nan
735.851015	 0.089484	 736.023873	 0.091078	 0.000000	 0.000000	 -0.001594	 0.000000	 -0.008827	 nan
736.070290	 0.090394	 736.242900	 0.091852	 0.000000	 0.000000	 -0.001458	 0.000000	 -0.008000	 nan
736.291102	 0.091137	 736.454784	 0.092635	 0.000000	 0.000000	 -0.001497	 0.000000	 -0.008148	 nan
736.500843	 0.091889	 736.660569	 0.093322	 0.000000	 0.000000	 -0.001433	 0.000000	 -0.007734	 nan
736.706300	 0.092665	 736.868699	 0.094022	 0.000000	 0.000000	 -0.001357	 0.000000	 -0.007270	 nan
736.913222	 0.093390	 737.073890	 0.094654	 0.000000	 0.000000	 -0.001263	 0.000000	 -0.006719	 nan
737.122080	 0.094086	 737.290069	 0.095388	 0.000000	 0.000000	 -0.001303	 0.000000	 -0.006876	 nan
737.334465	 0.094770	 737.502491	 0.096082	 0.000000	 0.000000	 -0.001313	 0.000000	 -0.006877	 nan
737.550265	 0.095519	 737.718389	 0.096759	 0.000000	 0.000000	 -0.001239	 0.000000	 -0.006444	 nan
737.762953	 0.096159	 737.933352	 0.097253	 0.000000	 0.000000	 -0.001094	 0.000000	 -0.005657	 nan
