Q 	 ICP 	  ICN 	 ILH 	 ILV 	 IXMCDR  
5.34655e-07	 6.8193e-12	 1.3026e-12	 7.2624e-12	 7.4879e-12	 5.5167e-12	 0.679238
0.00125092	 9.4965e-14	 9.6734e-14	 9.9376e-14	 1.0026e-13	 -1.769e-15	 -0.00922801
0.00250128	 2.3067e-13	 2.3661e-13	 2.6465e-13	 2.6533e-13	 -5.94e-15	 -0.0127119
0.00375163	 3.6649e-13	 3.8066e-13	 3.9594e-13	 4.0099e-13	 -1.417e-14	 -0.0189654
0.00500197	 5.013e-13	 5.0818e-13	 4.9188e-13	 4.9996e-13	 -6.88e-15	 -0.00681539
0.00625236	 5.458e-13	 5.64e-13	 5.8458e-13	 6.0118e-13	 -1.82e-14	 -0.0163994
0.00750266	 6.7814e-13	 6.9114e-13	 6.5886e-13	 6.8285e-13	 -1.3e-14	 -0.00949404
0.00875294	 8.0983e-13	 8.314e-13	 7.7841e-13	 6.3113e-13	 -2.157e-14	 -0.0131426
0.0100032	 8.439e-13	 8.4719e-13	 8.1545e-13	 8.6782e-13	 -3.29e-15	 -0.00194549
0.0112534	 9.3202e-13	 9.4262e-13	 8.2515e-13	 9.5401e-13	 -1.06e-14	 -0.00565442
0.0125036	 1.0483e-12	 1.0616e-12	 1.0191e-12	 1.0725e-12	 -1.33e-14	 -0.00630362
0.0137538	 1.0463e-12	 1.0607e-12	 1.1571e-12	 1.1956e-12	 -1.44e-14	 -0.00683436
0.0150039	 1.3761e-12	 1.3898e-12	 1.348e-12	 1.3918e-12	 -1.37e-14	 -0.00495318
0.0162539	 1.3633e-12	 1.3702e-12	 1.3357e-12	 1.3696e-12	 -6.9e-15	 -0.00252424
0.017504	 1.4389e-12	 1.4382e-12	 1.4024e-12	 1.4594e-12	 7e-16	 0.000243301
0.0187539	 1.5469e-12	 1.5433e-12	 1.5108e-12	 1.5737e-12	 3.6e-15	 0.00116497
0.0200038	 1.6965e-12	 1.7132e-12	 1.6513e-12	 1.5576e-12	 -1.67e-14	 -0.00489779
0.0212537	 1.9426e-12	 1.9595e-12	 1.5202e-12	 1.9956e-12	 -1.69e-14	 -0.004331
0.0225034	 1.969e-12	 1.9899e-12	 1.9426e-12	 2.0139e-12	 -2.09e-14	 -0.00527924
0.0237532	 2.0236e-12	 2.0465e-12	 1.9951e-12	 2.0813e-12	 -2.29e-14	 -0.0056264
0.0250028	 2.0958e-12	 2.1217e-12	 2.066e-12	 2.1568e-12	 -2.59e-14	 -0.00614108
0.0262524	 2.1724e-12	 2.1989e-12	 2.158e-12	 2.2347e-12	 -2.65e-14	 -0.00606227
0.0275018	 2.3849e-12	 2.4177e-12	 2.4071e-12	 2.5227e-12	 -3.28e-14	 -0.00682963
0.0287512	 2.3678e-12	 2.3916e-12	 2.3918e-12	 2.4965e-12	 -2.38e-14	 -0.00500063
0.0300005	 2.4387e-12	 2.4546e-12	 2.3482e-12	 2.5813e-12	 -1.59e-14	 -0.00324934
0.0312498	 2.5367e-12	 2.5542e-12	 2.6314e-12	 2.6632e-12	 -1.75e-14	 -0.00343751
0.0324989	 2.6639e-12	 2.6814e-12	 2.8204e-12	 2.8251e-12	 -1.75e-14	 -0.0032739
0.0337479	 2.395e-12	 2.3876e-12	 3.1748e-12	 3.1721e-12	 7.4e-15	 0.00154728
0.0349968	 2.9242e-12	 2.9195e-12	 3.1095e-12	 3.1323e-12	 4.7e-15	 0.000804285
0.0362456	 2.9605e-12	 2.9705e-12	 3.1354e-12	 3.1861e-12	 -1e-14	 -0.00168606
0.0374944	 3.6793e-12	 3.6433e-12	 3.8462e-12	 3.9058e-12	 3.6e-14	 0.00491629
0.0387429	 3.9847e-12	 3.9065e-12	 4.0602e-12	 3.8844e-12	 7.82e-14	 0.00990977
0.0399914	 4.3613e-12	 4.278e-12	 3.6944e-12	 4.5079e-12	 8.33e-14	 0.00964198
0.0412398	 4.1771e-12	 4.1473e-12	 4.4068e-12	 4.3996e-12	 2.98e-14	 0.00357984
0.042488	 4.146e-12	 4.114e-12	 4.3649e-12	 4.3896e-12	 3.2e-14	 0.00387409
0.0437361	 4.0723e-12	 4.0883e-12	 4.3368e-12	 4.3474e-12	 -1.6e-14	 -0.00196064
0.044984	 4.0265e-12	 4.0282e-12	 4.3338e-12	 4.3543e-12	 -1.7e-15	 -0.000211057
0.0462319	 4.1729e-12	 4.2076e-12	 4.5255e-12	 4.4953e-12	 -3.47e-14	 -0.00414056
0.0474796	 3.9986e-12	 4.0435e-12	 4.3599e-12	 4.3001e-12	 -4.49e-14	 -0.00558312
0.0487271	 3.9606e-12	 4.0036e-12	 4.2886e-12	 4.2268e-12	 -4.3e-14	 -0.00539916
0.0499745	 3.9025e-12	 3.965e-12	 4.2323e-12	 4.1768e-12	 -6.25e-14	 -0.00794407
0.0512217	 3.8743e-12	 3.9688e-12	 4.1706e-12	 4.1347e-12	 -9.45e-14	 -0.0120488
0.0524688	 3.8954e-12	 4.0051e-12	 4.1874e-12	 4.1712e-12	 -1.097e-13	 -0.0138852
0.0537157	 3.6762e-12	 3.8123e-12	 3.949e-12	 3.9273e-12	 -1.361e-13	 -0.0181745
0.0549625	 3.5326e-12	 3.685e-12	 3.7862e-12	 3.7763e-12	 -1.524e-13	 -0.0211151
0.0562091	 3.4046e-12	 3.5715e-12	 3.6456e-12	 3.6567e-12	 -1.669e-13	 -0.0239245
0.0574555	 3.2944e-12	 3.4515e-12	 3.5094e-12	 3.5198e-12	 -1.571e-13	 -0.0232882
0.0587018	 3.2452e-12	 3.3907e-12	 3.446e-12	 3.4453e-12	 -1.455e-13	 -0.0219262
0.0599478	 2.9728e-12	 3.1528e-12	 3.1832e-12	 3.2119e-12	 -1.8e-13	 -0.0293849
0.0611937	 2.7956e-12	 2.9652e-12	 2.9839e-12	 3.0148e-12	 -1.696e-13	 -0.0294404
0.0624388	 2.6329e-12	 2.7938e-12	 2.7932e-12	 2.7811e-12	 -1.609e-13	 -0.0296497
0.0636843	 2.468e-12	 2.6099e-12	 2.6115e-12	 2.6454e-12	 -1.419e-13	 -0.0279446
0.0649296	 2.3367e-12	 2.4562e-12	 2.4694e-12	 2.4854e-12	 -1.195e-13	 -0.0249327
0.0661747	 2.1045e-12	 2.2231e-12	 2.2286e-12	 2.2494e-12	 -1.186e-13	 -0.0274055
0.0674196	 1.9143e-12	 2.0263e-12	 2.0354e-12	 2.0394e-12	 -1.12e-13	 -0.0284221
0.0686644	 1.7436e-12	 1.8492e-12	 1.852e-12	 1.8472e-12	 -1.056e-13	 -0.0293921
0.0699089	 1.5781e-12	 1.673e-12	 1.6774e-12	 1.6631e-12	 -9.49e-14	 -0.0291901
0.0711531	 1.4458e-12	 1.5316e-12	 1.5326e-12	 1.5108e-12	 -8.58e-14	 -0.0288171
0.0723972	 1.2689e-12	 1.3517e-12	 1.351e-12	 1.3299e-12	 -8.28e-14	 -0.0315958
0.0736411	 1.1261e-12	 1.1967e-12	 1.1984e-12	 1.1684e-12	 -7.06e-14	 -0.0303944
0.0748847	 9.9918e-13	 1.0619e-12	 1.0617e-12	 1.0352e-12	 -6.272e-14	 -0.0304306
0.0761281	 8.8551e-13	 9.4326e-13	 9.4285e-13	 9.1175e-13	 -5.775e-14	 -0.0315786
0.0773712	 7.9001e-13	 8.4742e-13	 8.4608e-13	 8.1652e-13	 -5.741e-14	 -0.035061
0.0786142	 6.9443e-13	 7.4228e-13	 7.3762e-13	 7.1219e-13	 -4.785e-14	 -0.0333053
0.0798569	 6.2811e-13	 6.6125e-13	 6.6711e-13	 6.4052e-13	 -3.314e-14	 -0.0257027
0.0810993	 5.6433e-13	 5.9382e-13	 6.0501e-13	 5.7912e-13	 -2.949e-14	 -0.025463
0.0823415	 5.1343e-13	 5.2847e-13	 5.5568e-13	 5.2952e-13	 -1.504e-14	 -0.0144352
0.0835835	 4.9302e-13	 4.9909e-13	 5.2183e-13	 4.9786e-13	 -6.07e-15	 -0.00611827
0.0848252	 4.6609e-13	 4.5992e-13	 4.8648e-13	 4.6318e-13	 6.17e-15	 0.006663
0.0860666	 4.4452e-13	 4.3583e-13	 4.6331e-13	 4.397e-13	 8.69e-15	 0.00987107
0.0873078	 4.3368e-13	 4.1578e-13	 4.4829e-13	 4.2435e-13	 1.79e-14	 0.0210722
0.0885487	 4.2166e-13	 3.9905e-13	 4.3643e-13	 4.1405e-13	 2.261e-14	 0.0275493
0.0897893	 4.2435e-13	 3.887e-13	 4.3623e-13	 4.116e-13	 3.565e-14	 0.0438472
0.0910297	 4.2008e-13	 3.7914e-13	 4.2741e-13	 4.0354e-13	 4.094e-14	 0.0512249
0.0922698	 4.1678e-13	 3.7178e-13	 4.2155e-13	 3.9915e-13	 4.5e-14	 0.057066
0.0935096	 4.1365e-13	 3.6656e-13	 4.1853e-13	 3.9465e-13	 4.709e-14	 0.0603555
0.0947491	 4.0847e-13	 3.6184e-13	 4.1077e-13	 3.8955e-13	 4.663e-14	 0.0605341
0.0959883	 4.0374e-13	 3.5923e-13	 4.03e-13	 3.8489e-13	 4.451e-14	 0.0583378
0.0972273	 3.8895e-13	 3.4778e-13	 3.913e-13	 3.7239e-13	 4.117e-14	 0.0558821
0.0984659	 3.7321e-13	 3.3841e-13	 3.755e-13	 3.5995e-13	 3.48e-14	 0.0489025
0.0997043	 3.554e-13	 3.2434e-13	 3.5922e-13	 3.4517e-13	 3.106e-14	 0.0456939
0.100942	 3.3261e-13	 3.0966e-13	 3.3972e-13	 3.226e-13	 2.295e-14	 0.0357326
0.10218	 3.0623e-13	 2.942e-13	 3.1757e-13	 3.0302e-13	 1.203e-14	 0.0200356
0.103417	 2.7773e-13	 2.7146e-13	 2.9151e-13	 2.7635e-13	 6.27e-15	 0.0114168
0.104655	 2.4914e-13	 2.4861e-13	 2.6286e-13	 2.5001e-13	 5.3e-16	 0.00106479
0.105891	 2.1933e-13	 2.2433e-13	 2.3485e-13	 2.2306e-13	 -5e-15	 -0.0112699
0.107128	 1.9086e-13	 1.995e-13	 2.0585e-13	 1.9564e-13	 -8.64e-15	 -0.0221334
0.108364	 1.6556e-13	 1.7448e-13	 1.7841e-13	 1.6971e-13	 -8.92e-15	 -0.0262322
0.1096	 1.3791e-13	 1.4828e-13	 1.4942e-13	 1.4262e-13	 -1.037e-14	 -0.0362347
0.110835	 1.1313e-13	 1.2364e-13	 1.232e-13	 1.1821e-13	 -1.051e-14	 -0.0443891
0.11207	 9.0719e-14	 1.0014e-13	 9.9583e-14	 9.5723e-14	 -9.421e-15	 -0.049361
0.113305	 7.0446e-14	 8.029e-14	 7.7316e-14	 7.4373e-14	 -9.844e-15	 -0.0653062
0.11454	 5.0951e-14	 6.3371e-14	 5.9993e-14	 5.7839e-14	 -1.242e-14	 -0.108641
0.115774	 3.7819e-14	 4.7204e-14	 4.3298e-14	 4.2419e-14	 -9.385e-15	 -0.110382
0.117007	 2.567e-14	 3.4659e-14	 3.0046e-14	 2.9843e-14	 -8.989e-15	 -0.149
0.118241	 1.6127e-14	 2.4232e-14	 1.9817e-14	 1.9913e-14	 -8.105e-15	 -0.200823
0.119474	 9.1542e-15	 1.6082e-14	 1.2291e-14	 1.2369e-14	 -6.9278e-15	 -0.274518
0.120707	 4.2066e-15	 9.998e-15	 6.3842e-15	 6.6108e-15	 -5.7914e-15	 -0.407713
0.121939	 2.0216e-15	 5.7087e-15	 3.7138e-15	 3.6535e-15	 -3.6871e-15	 -0.476967
0.123171	 1.6177e-15	 3.0884e-15	 2.6766e-15	 2.3626e-15	 -1.4707e-15	 -0.312509
0.124402	 2.8977e-15	 2.4795e-15	 3.2823e-15	 2.6617e-15	 4.182e-16	 0.0777728
0.125634	 5.5865e-15	 3.2291e-15	 5.2337e-15	 4.2826e-15	 2.3574e-15	 0.267412
0.126864	 9.5958e-15	 5.2402e-15	 8.4948e-15	 7.0065e-15	 4.3556e-15	 0.293583
0.128095	 1.4732e-14	 8.5028e-15	 1.2922e-14	 1.097e-14	 6.2292e-15	 0.268098
0.129325	 2.0395e-14	 1.2264e-14	 1.7413e-14	 1.5402e-14	 8.131e-15	 0.248967
0.130554	 2.6282e-14	 1.7184e-14	 2.3011e-14	 2.0027e-14	 9.098e-15	 0.209313
0.131784	 3.186e-14	 2.2194e-14	 2.856e-14	 2.497e-14	 9.666e-15	 0.178821
0.133012	 3.827e-14	 2.7585e-14	 3.4277e-14	 3.0084e-14	 1.0685e-14	 0.16225
0.134241	 4.2896e-14	 3.1759e-14	 3.8859e-14	 3.4218e-14	 1.1137e-14	 0.14918
0.135469	 4.7044e-14	 3.6108e-14	 4.2219e-14	 3.7595e-14	 1.0936e-14	 0.131518
0.136696	 5.0358e-14	 3.9548e-14	 4.6445e-14	 3.9966e-14	 1.081e-14	 0.120237
0.137924	 5.2895e-14	 4.225e-14	 4.8949e-14	 4.2613e-14	 1.0645e-14	 0.111882
0.13915	 5.4853e-14	 4.438e-14	 5.119e-14	 4.4368e-14	 1.0473e-14	 0.105539
