Energy LH 	 ILH 	 Energy LV 	 ILV 	 FLH 	 FLV 	 IXMCD 	 FXMCD 	 IXMCDR 	 FXMCDR 
648.705331	 0.068871	 649.162020	 0.053125	 0.000000	 0.000000	 0.015746	 0.000000	 0.129071	 nan
648.906251	 0.069221	 649.374572	 0.050780	 0.000000	 0.000000	 0.018441	 0.000000	 0.153677	 nan
649.112293	 0.067665	 649.595205	 0.047682	 0.000000	 0.000000	 0.019983	 0.000000	 0.173243	 nan
649.345255	 0.064623	 649.799078	 0.044310	 0.000000	 0.000000	 0.020313	 0.000000	 0.186474	 nan
649.548300	 0.060820	 650.004187	 0.040400	 0.000000	 0.000000	 0.020420	 0.000000	 0.201740	 nan
649.754553	 0.056696	 650.220709	 0.036012	 0.000000	 0.000000	 0.020684	 0.000000	 0.223106	 nan
649.956599	 0.051865	 650.430039	 0.031519	 0.000000	 0.000000	 0.020346	 0.000000	 0.244001	 nan
650.159299	 0.046381	 650.637184	 0.027620	 0.000000	 0.000000	 0.018761	 0.000000	 0.253531	 nan
650.395129	 0.040634	 650.831896	 0.024351	 0.000000	 0.000000	 0.016283	 0.000000	 0.250558	 nan
650.585015	 0.035523	 651.019037	 0.021613	 0.000000	 0.000000	 0.013910	 0.000000	 0.243452	 nan
650.782596	 0.031317	 651.209719	 0.019469	 0.000000	 0.000000	 0.011848	 0.000000	 0.233287	 nan
650.971207	 0.027636	 651.403706	 0.017902	 0.000000	 0.000000	 0.009734	 0.000000	 0.213760	 nan
651.165973	 0.024670	 651.585361	 0.016879	 0.000000	 0.000000	 0.007791	 0.000000	 0.187517	 nan
651.373341	 0.022552	 651.776225	 0.016180	 0.000000	 0.000000	 0.006372	 0.000000	 0.164525	 nan
651.539968	 0.021094	 651.975977	 0.015714	 0.000000	 0.000000	 0.005380	 0.000000	 0.146149	 nan
651.722425	 0.020108	 652.183854	 0.015428	 0.000000	 0.000000	 0.004679	 0.000000	 0.131680	 nan
651.922677	 0.019356	 652.378658	 0.015325	 0.000000	 0.000000	 0.004031	 0.000000	 0.116216	 nan
652.128484	 0.018982	 652.575618	 0.015269	 0.000000	 0.000000	 0.003713	 0.000000	 0.108397	 nan
652.345973	 0.018779	 652.786547	 0.015235	 0.000000	 0.000000	 0.003543	 0.000000	 0.104170	 nan
652.527274	 0.018663	 653.010209	 0.015214	 0.000000	 0.000000	 0.003450	 0.000000	 0.101832	 nan
652.727919	 0.018602	 653.234119	 0.015216	 0.000000	 0.000000	 0.003386	 0.000000	 0.100130	 nan
652.954994	 0.018574	 653.456964	 0.015160	 0.000000	 0.000000	 0.003414	 0.000000	 0.101217	 nan
653.180230	 0.018547	 653.668262	 0.015086	 0.000000	 0.000000	 0.003461	 0.000000	 0.102908	 nan
653.416333	 0.018533	 653.886328	 0.014992	 0.000000	 0.000000	 0.003541	 0.000000	 0.105620	 nan
653.613036	 0.018450	 654.108735	 0.014869	 0.000000	 0.000000	 0.003581	 0.000000	 0.107468	 nan
653.829652	 0.018334	 654.320793	 0.014800	 0.000000	 0.000000	 0.003534	 0.000000	 0.106650	 nan
654.048996	 0.018224	 654.533719	 0.014626	 0.000000	 0.000000	 0.003597	 0.000000	 0.109508	 nan
654.264629	 0.018131	 654.739107	 0.014487	 0.000000	 0.000000	 0.003644	 0.000000	 0.111717	 nan
654.494424	 0.017972	 654.944279	 0.014277	 0.000000	 0.000000	 0.003695	 0.000000	 0.114567	 nan
654.681259	 0.017792	 655.159321	 0.014071	 0.000000	 0.000000	 0.003721	 0.000000	 0.116770	 nan
654.884293	 0.017564	 655.375531	 0.013914	 0.000000	 0.000000	 0.003650	 0.000000	 0.115959	 nan
655.095185	 0.017383	 655.572716	 0.013728	 0.000000	 0.000000	 0.003655	 0.000000	 0.117467	 nan
655.314243	 0.017113	 655.781103	 0.013539	 0.000000	 0.000000	 0.003575	 0.000000	 0.116618	 nan
655.533005	 0.016902	 655.979904	 0.013350	 0.000000	 0.000000	 0.003553	 0.000000	 0.117440	 nan
655.722831	 0.016679	 656.174846	 0.013201	 0.000000	 0.000000	 0.003478	 0.000000	 0.116390	 nan
655.931951	 0.016471	 656.355900	 0.013042	 0.000000	 0.000000	 0.003429	 0.000000	 0.116188	 nan
656.126865	 0.016256	 656.538872	 0.012872	 0.000000	 0.000000	 0.003384	 0.000000	 0.116173	 nan
656.310497	 0.016071	 656.740440	 0.012707	 0.000000	 0.000000	 0.003364	 0.000000	 0.116906	 nan
656.500424	 0.015877	 656.944492	 0.012566	 0.000000	 0.000000	 0.003311	 0.000000	 0.116401	 nan
656.684165	 0.015736	 657.151232	 0.012463	 0.000000	 0.000000	 0.003273	 0.000000	 0.116060	 nan
656.890742	 0.015589	 657.354600	 0.012333	 0.000000	 0.000000	 0.003257	 0.000000	 0.116629	 nan
657.097153	 0.015443	 657.563814	 0.012245	 0.000000	 0.000000	 0.003197	 0.000000	 0.115467	 nan
657.295365	 0.015340	 657.778784	 0.012156	 0.000000	 0.000000	 0.003184	 0.000000	 0.115785	 nan
657.521897	 0.015219	 657.982834	 0.012132	 0.000000	 0.000000	 0.003087	 0.000000	 0.112863	 nan
657.716761	 0.015141	 658.180784	 0.012110	 0.000000	 0.000000	 0.003030	 0.000000	 0.111199	 nan
657.927585	 0.015084	 658.381126	 0.012074	 0.000000	 0.000000	 0.003010	 0.000000	 0.110840	 nan
658.128417	 0.015090	 658.600039	 0.012092	 0.000000	 0.000000	 0.002998	 0.000000	 0.110305	 nan
658.326356	 0.015113	 658.823105	 0.012138	 0.000000	 0.000000	 0.002975	 0.000000	 0.109179	 nan
658.558092	 0.015115	 659.044141	 0.012174	 0.000000	 0.000000	 0.002941	 0.000000	 0.107767	 nan
658.763215	 0.015164	 659.255956	 0.012214	 0.000000	 0.000000	 0.002950	 0.000000	 0.107754	 nan
658.979556	 0.015213	 659.474652	 0.012288	 0.000000	 0.000000	 0.002925	 0.000000	 0.106358	 nan
659.194899	 0.015314	 659.694532	 0.012354	 0.000000	 0.000000	 0.002960	 0.000000	 0.106967	 nan
659.408646	 0.015409	 659.916595	 0.012488	 0.000000	 0.000000	 0.002920	 0.000000	 0.104689	 nan
659.649324	 0.015528	 660.122207	 0.012560	 0.000000	 0.000000	 0.002969	 0.000000	 0.105689	 nan
659.858347	 0.015693	 660.272858	 0.012627	 0.000000	 0.000000	 0.003066	 0.000000	 0.108259	 nan
660.071178	 0.015808	 660.381502	 0.012696	 0.000000	 0.000000	 0.003111	 0.000000	 0.109144	 nan
