Energy LH 	 ILH 	 Energy LV 	 ILV 	 FLH 	 FLV 	 IXMCD 	 FXMCD 	 IXMCDR 	 FXMCDR 
723.960985	 0.043658	 723.669918	 0.030807	 0.000000	 0.000000	 0.012851	 0.000000	 0.172572	 nan
724.163484	 0.044464	 723.874298	 0.031419	 0.000000	 0.000000	 0.013045	 0.000000	 0.171911	 nan
724.362519	 0.045180	 724.078056	 0.032081	 0.000000	 0.000000	 0.013100	 0.000000	 0.169550	 nan
724.563139	 0.046083	 724.279771	 0.032796	 0.000000	 0.000000	 0.013287	 0.000000	 0.168451	 nan
724.771255	 0.047023	 724.478134	 0.033466	 0.000000	 0.000000	 0.013557	 0.000000	 0.168428	 nan
724.987903	 0.047867	 724.687455	 0.034214	 0.000000	 0.000000	 0.013652	 0.000000	 0.166328	 nan
725.199275	 0.048604	 724.904397	 0.034977	 0.000000	 0.000000	 0.013627	 0.000000	 0.163038	 nan
725.399899	 0.049411	 725.118910	 0.035740	 0.000000	 0.000000	 0.013671	 0.000000	 0.160553	 nan
725.600747	 0.050148	 725.321256	 0.036333	 0.000000	 0.000000	 0.013815	 0.000000	 0.159744	 nan
725.810081	 0.050908	 725.529807	 0.036901	 0.000000	 0.000000	 0.014007	 0.000000	 0.159521	 nan
726.018394	 0.051527	 725.725773	 0.037589	 0.000000	 0.000000	 0.013937	 0.000000	 0.156396	 nan
726.226084	 0.052251	 725.934155	 0.038209	 0.000000	 0.000000	 0.014042	 0.000000	 0.155225	 nan
726.424131	 0.053029	 726.145279	 0.038763	 0.000000	 0.000000	 0.014266	 0.000000	 0.155415	 nan
726.624571	 0.053854	 726.348193	 0.039386	 0.000000	 0.000000	 0.014468	 0.000000	 0.155169	 nan
726.841575	 0.054829	 726.553846	 0.040072	 0.000000	 0.000000	 0.014757	 0.000000	 0.155494	 nan
727.056763	 0.055698	 726.754074	 0.040863	 0.000000	 0.000000	 0.014836	 0.000000	 0.153642	 nan
727.271964	 0.056797	 726.975044	 0.041575	 0.000000	 0.000000	 0.015222	 0.000000	 0.154736	 nan
727.479105	 0.057867	 727.192774	 0.042417	 0.000000	 0.000000	 0.015450	 0.000000	 0.154060	 nan
727.682011	 0.059005	 727.398443	 0.043297	 0.000000	 0.000000	 0.015708	 0.000000	 0.153549	 nan
727.883597	 0.060124	 727.610984	 0.044199	 0.000000	 0.000000	 0.015926	 0.000000	 0.152656	 nan
728.088332	 0.061171	 727.810987	 0.044954	 0.000000	 0.000000	 0.016216	 0.000000	 0.152805	 nan
728.298860	 0.062265	 728.014193	 0.045895	 0.000000	 0.000000	 0.016370	 0.000000	 0.151354	 nan
728.507212	 0.063410	 728.224453	 0.046825	 0.000000	 0.000000	 0.016585	 0.000000	 0.150447	 nan
728.699316	 0.064527	 728.433857	 0.047726	 0.000000	 0.000000	 0.016801	 0.000000	 0.149675	 nan
728.898989	 0.065519	 728.631724	 0.048406	 0.000000	 0.000000	 0.017113	 0.000000	 0.150209	 nan
729.113834	 0.066526	 728.825389	 0.049215	 0.000000	 0.000000	 0.017311	 0.000000	 0.149566	 nan
729.329839	 0.067667	 729.035825	 0.050141	 0.000000	 0.000000	 0.017526	 0.000000	 0.148768	 nan
729.544993	 0.068772	 729.250982	 0.050967	 0.000000	 0.000000	 0.017805	 0.000000	 0.148698	 nan
729.755435	 0.069770	 729.461950	 0.051698	 0.000000	 0.000000	 0.018071	 0.000000	 0.148772	 nan
729.955221	 0.070531	 729.673959	 0.052367	 0.000000	 0.000000	 0.018164	 0.000000	 0.147799	 nan
730.171605	 0.071635	 729.881770	 0.053112	 0.000000	 0.000000	 0.018523	 0.000000	 0.148488	 nan
730.401559	 0.072734	 730.091831	 0.053852	 0.000000	 0.000000	 0.018882	 0.000000	 0.149162	 nan
730.618725	 0.073884	 730.309221	 0.054640	 0.000000	 0.000000	 0.019244	 0.000000	 0.149729	 nan
730.839311	 0.074729	 730.531357	 0.055242	 0.000000	 0.000000	 0.019487	 0.000000	 0.149930	 nan
731.041824	 0.075705	 730.760210	 0.055972	 0.000000	 0.000000	 0.019733	 0.000000	 0.149857	 nan
731.256534	 0.076870	 730.972159	 0.056715	 0.000000	 0.000000	 0.020155	 0.000000	 0.150878	 nan
731.483461	 0.077994	 731.178390	 0.057527	 0.000000	 0.000000	 0.020466	 0.000000	 0.151021	 nan
731.695244	 0.079081	 731.392372	 0.058377	 0.000000	 0.000000	 0.020704	 0.000000	 0.150620	 nan
731.909117	 0.080062	 731.615045	 0.058973	 0.000000	 0.000000	 0.021089	 0.000000	 0.151680	 nan
732.109319	 0.081217	 731.832814	 0.059840	 0.000000	 0.000000	 0.021377	 0.000000	 0.151549	 nan
732.311718	 0.082391	 732.037846	 0.060715	 0.000000	 0.000000	 0.021676	 0.000000	 0.151471	 nan
732.529372	 0.083557	 732.241947	 0.061610	 0.000000	 0.000000	 0.021948	 0.000000	 0.151189	 nan
732.739839	 0.084546	 732.447612	 0.062251	 0.000000	 0.000000	 0.022294	 0.000000	 0.151873	 nan
732.956351	 0.085719	 732.659487	 0.063133	 0.000000	 0.000000	 0.022586	 0.000000	 0.151735	 nan
733.163922	 0.086916	 732.882634	 0.064083	 0.000000	 0.000000	 0.022834	 0.000000	 0.151217	 nan
733.365793	 0.088091	 733.093421	 0.065052	 0.000000	 0.000000	 0.023040	 0.000000	 0.150444	 nan
733.577493	 0.088988	 733.295083	 0.065929	 0.000000	 0.000000	 0.023059	 0.000000	 0.148846	 nan
733.787857	 0.090202	 733.500694	 0.066944	 0.000000	 0.000000	 0.023258	 0.000000	 0.148002	 nan
