field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
-100 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-99 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-98 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-97 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-96 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-95 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-94 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-93 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-92 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-91 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-90 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-89 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-88 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-87 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-86 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-85 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-84 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-83 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-82 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-81 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-80 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-79 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-78 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-77 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-76 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-75 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-74 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-73 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-72 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-71 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-70 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-69 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-68 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-67 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-66 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-65 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-64 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-63 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-62 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-61 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-60 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-59 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-58 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-57 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-56 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-55 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-54 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-53 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-52 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-51 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-50 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-49 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-48 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-47 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-46 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-45 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-44 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-43 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-42 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-41 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-40 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
-39 , 0.0064983496 , 0.0073687946, 1.7213417e-05 , 0.0064811362 , 0.0073522334,, 1.6561191e-05 , -0.0013167116 , 0.0062752163 , 0.0075919279 
