field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
-100 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-99 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-98 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-97 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-96 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-95 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-94 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-93 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-92 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-91 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
-90 , 3.7235458e-05 , 0.0001162965, 1.5899875e-07 , 3.7076459e-05 , 0.00011522101,, 1.0754915e-06 , 3.5652011e-06 , 7.8548581e-05 , 7.498338e-05 
