field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
-100 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-99 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-98 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-97 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-96 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-95 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-94 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-93 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-92 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
-91 , 4.5808262e-09 , 6.475516e-05, 1.3426323e-41 , 4.5808262e-09 , 6.475516e-05,, 1.3357669e-41 , 0 , 3.237987e-05 , 3.237987e-05 
