field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
-100 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-99 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-98 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-97 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-96 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-95 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-94 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-93 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-92 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
-91 , 1.6444179e-06 , 1.6740745e-05, 5.6578429e-07 , 1.0786336e-06 , 1.6174518e-05,, 5.6622689e-07 , 2.6798342e-06 , 1.0532498e-05 , 7.8526642e-06 
