Q 	 ICP 	  ICN 	 IXMCDR  
0.0430707	 3.5225e-15	 4.6335e-15	 -1.111e-15	 -0.136219
0.04391	 3.8062e-15	 5.0309e-15	 -1.2247e-15	 -0.138586
0.0447491	 5.301e-15	 6.6346e-15	 -1.3336e-15	 -0.111733
0.0455878	 8.0636e-15	 9.5319e-15	 -1.4683e-15	 -0.0834475
0.0464263	 1.2222e-14	 1.3794e-14	 -1.572e-15	 -0.0604244
0.0472644	 1.6949e-14	 1.8356e-14	 -1.407e-15	 -0.0398527
0.0481022	 2.2778e-14	 2.4474e-14	 -1.696e-15	 -0.0358927
0.0489397	 2.9764e-14	 3.1376e-14	 -1.612e-15	 -0.0263657
0.0497768	 3.5822e-14	 3.738e-14	 -1.558e-15	 -0.0212836
0.0506136	 4.3062e-14	 4.4596e-14	 -1.534e-15	 -0.0174998
0.05145	 4.9977e-14	 5.1388e-14	 -1.411e-15	 -0.01392
0.0522861	 5.5637e-14	 5.7106e-14	 -1.469e-15	 -0.0130296
0.0531219	 6.0455e-14	 6.1721e-14	 -1.266e-15	 -0.0103621
0.0539572	 6.3503e-14	 6.4633e-14	 -1.13e-15	 -0.00881876
0.0547922	 6.8493e-14	 6.9485e-14	 -9.92e-16	 -0.00718955
0.0556269	 6.8875e-14	 6.9721e-14	 -8.46e-16	 -0.00610407
0.0564617	 6.9308e-14	 7.0109e-14	 -8.01e-16	 -0.00574535
0.0572955	 6.951e-14	 6.9767e-14	 -2.57e-16	 -0.00184524
0.058129	 6.616e-14	 6.6549e-14	 -3.89e-16	 -0.00293123
0.058962	 6.2791e-14	 6.3225e-14	 -4.34e-16	 -0.00344401
0.0597947	 5.8585e-14	 5.8888e-14	 -3.03e-16	 -0.00257932
0.060627	 5.3355e-14	 5.3598e-14	 -2.43e-16	 -0.00227203
0.0614588	 4.7498e-14	 4.7853e-14	 -3.55e-16	 -0.00372309
0.0622902	 4.1784e-14	 4.2007e-14	 -2.23e-16	 -0.00266138
0.0631212	 3.612e-14	 3.6422e-14	 -3.02e-16	 -0.00416311
0.0639518	 2.9938e-14	 3.0213e-14	 -2.75e-16	 -0.00457183
0.0647819	 2.472e-14	 2.5049e-14	 -3.29e-16	 -0.00661054
0.0656115	 2.0562e-14	 2.0886e-14	 -3.24e-16	 -0.00781702
0.0664408	 1.6159e-14	 1.6483e-14	 -3.24e-16	 -0.00992586
0.0672695	 1.2721e-14	 1.3114e-14	 -3.93e-16	 -0.0152119
0.0680978	 1.0755e-14	 1.1163e-14	 -4.08e-16	 -0.0186148
0.0689257	 9.3444e-15	 9.7234e-15	 -3.79e-16	 -0.0198764
0.069753	 8.7672e-15	 9.0786e-15	 -3.114e-16	 -0.0174495
0.0705799	 9.1124e-15	 9.3423e-15	 -2.299e-16	 -0.0124575
0.0714063	 1.0343e-14	 1.0439e-14	 -9.6e-17	 -0.00461938
0.0722323	 1.1842e-14	 1.1843e-14	 -1e-18	 -4.22208e-05
0.0730577	 1.4013e-14	 1.3868e-14	 1.45e-16	 0.00520067
0.0738826	 1.6019e-14	 1.5679e-14	 3.4e-16	 0.0107262
0.074707	 1.9197e-14	 1.8683e-14	 5.14e-16	 0.0135692
0.0755309	 2.2084e-14	 2.132e-14	 7.64e-16	 0.0176021
0.0763543	 2.5098e-14	 2.4116e-14	 9.82e-16	 0.0199537
0.0771772	 2.7569e-14	 2.6459e-14	 1.11e-15	 0.0205449
0.0779995	 2.9735e-14	 2.8444e-14	 1.291e-15	 0.0221901
0.0788213	 3.1645e-14	 3.0174e-14	 1.471e-15	 0.0237953
0.0796425	 3.18e-14	 3.0446e-14	 1.354e-15	 0.0217524
0.0804633	 3.3654e-14	 3.1917e-14	 1.737e-15	 0.0264904
0.0812834	 3.3965e-14	 3.2136e-14	 1.829e-15	 0.0276698
0.082103	 3.4287e-14	 3.2459e-14	 1.828e-15	 0.0273874
0.0829221	 3.297e-14	 3.1106e-14	 1.864e-15	 0.0290905
0.0837405	 3.1666e-14	 2.9815e-14	 1.851e-15	 0.0301069
0.0845584	 3.0211e-14	 2.8491e-14	 1.72e-15	 0.0293005
0.0853757	 2.811e-14	 2.6404e-14	 1.706e-15	 0.0312947
0.0861925	 2.5715e-14	 2.4103e-14	 1.612e-15	 0.0323578
0.0870086	 2.3289e-14	 2.1852e-14	 1.437e-15	 0.0318336
0.0878242	 2.1049e-14	 1.9697e-14	 1.352e-15	 0.0331812
0.0886391	 1.799e-14	 1.687e-14	 1.12e-15	 0.0321285
0.0894535	 1.5347e-14	 1.4421e-14	 9.26e-16	 0.0311072
0.0902672	 1.2975e-14	 1.2224e-14	 7.51e-16	 0.0298028
0.0910803	 1.0366e-14	 9.7278e-15	 6.382e-16	 0.031761
0.0918928	 8.1681e-15	 7.6926e-15	 4.755e-16	 0.0299798
0.0927046	 6.1812e-15	 5.7749e-15	 4.063e-16	 0.0339827
0.0935158	 4.5711e-15	 4.364e-15	 2.071e-16	 0.0231783
0.0943264	 3.1895e-15	 3.0352e-15	 1.543e-16	 0.0247883
0.0951363	 2.0741e-15	 2.0006e-15	 7.35e-17	 0.0180381
0.0959456	 1.2397e-15	 1.212e-15	 2.77e-17	 0.0112983
0.0967542	 5.8751e-16	 5.9191e-16	 -4.4e-18	 -0.00373065
0.0975622	 2.7257e-16	 2.7363e-16	 -1.06e-18	 -0.00194068
0.0983695	 1.4158e-16	 1.2978e-16	 1.18e-17	 0.0434847
0.0991761	 1.8024e-16	 1.435e-16	 3.674e-17	 0.113486
0.099982	 3.6434e-16	 2.8898e-16	 7.536e-17	 0.115349
0.100787	 6.4892e-16	 5.4149e-16	 1.0743e-16	 0.0902462
0.101592	 1.033e-15	 8.5029e-16	 1.8271e-16	 0.0970164
0.102396	 1.4497e-15	 1.2258e-15	 2.239e-16	 0.0836853
0.103199	 1.8698e-15	 1.5971e-15	 2.727e-16	 0.0786582
0.104001	 2.3875e-15	 2.055e-15	 3.325e-16	 0.0748452
0.104803	 2.7938e-15	 2.4212e-15	 3.726e-16	 0.0714477
0.105604	 3.2865e-15	 2.8005e-15	 4.86e-16	 0.0798423
0.106404	 3.7852e-15	 3.1757e-15	 6.095e-16	 0.0875605
0.107204	 4.0403e-15	 3.5655e-15	 4.748e-16	 0.062426
0.108003	 4.3135e-15	 3.8345e-15	 4.79e-16	 0.0587874
0.108801	 4.5667e-15	 4.0741e-15	 4.926e-16	 0.0570086
0.109598	 4.7124e-15	 4.2142e-15	 4.982e-16	 0.0558107
0.110395	 4.8134e-15	 4.3249e-15	 4.885e-16	 0.0534563
0.111191	 4.9002e-15	 4.4237e-15	 4.765e-16	 0.0511052
0.111986	 4.9677e-15	 4.5239e-15	 4.438e-16	 0.0467571
0.11278	 4.8565e-15	 4.4425e-15	 4.14e-16	 0.0445209
0.113574	 4.7852e-15	 4.4073e-15	 3.779e-16	 0.0411096
0.114366	 4.7803e-15	 4.4298e-15	 3.505e-16	 0.038056
0.115158	 4.5617e-15	 4.2526e-15	 3.091e-16	 0.035068
0.115949	 4.4298e-15	 4.1482e-15	 2.816e-16	 0.0328282
0.11674	 4.3223e-15	 4.0869e-15	 2.354e-16	 0.0279932
0.117529	 4.1336e-15	 3.9191e-15	 2.145e-16	 0.026637
0.118318	 3.918e-15	 3.7365e-15	 1.815e-16	 0.0237115
0.119106	 3.738e-15	 3.5683e-15	 1.697e-16	 0.0232265
0.119893	 3.5811e-15	 3.4361e-15	 1.45e-16	 0.0206635
0.12068	 3.2755e-15	 3.1443e-15	 1.312e-16	 0.0204368
0.121465	 3.0477e-15	 2.9364e-15	 1.113e-16	 0.0185993
0.12225	 2.8579e-15	 2.7557e-15	 1.022e-16	 0.0182058
0.123034	 2.5446e-15	 2.4628e-15	 8.18e-17	 0.0163358
0.123817	 2.2922e-15	 2.2101e-15	 8.21e-17	 0.0182351
0.124599	 2.0686e-15	 1.9809e-15	 8.77e-17	 0.021657
0.12538	 1.8155e-15	 1.7291e-15	 8.64e-17	 0.0243751
0.126161	 1.5579e-15	 1.4846e-15	 7.33e-17	 0.024092
0.12694	 1.3291e-15	 1.2565e-15	 7.26e-17	 0.0280786
0.127719	 1.1169e-15	 1.0511e-15	 6.58e-17	 0.0303506
0.128497	 8.8436e-16	 8.2421e-16	 6.015e-17	 0.0352049
0.129274	 6.969e-16	 6.4608e-16	 5.082e-17	 0.0378412
0.13005	 4.9526e-16	 4.4704e-16	 4.822e-17	 0.0511727
0.130825	 3.7311e-16	 3.3159e-16	 4.152e-17	 0.0589187
0.131599	 2.6552e-16	 2.2983e-16	 3.569e-17	 0.0720501
0.132372	 1.8823e-16	 1.5653e-16	 3.17e-17	 0.091948
0.133145	 1.3934e-16	 1.1037e-16	 2.897e-17	 0.116015
0.133916	 1.2032e-16	 9.3616e-17	 2.6704e-17	 0.124822
0.134687	 1.3165e-16	 1.0692e-16	 2.473e-17	 0.103659
0.135457	 1.7273e-16	 1.4802e-16	 2.471e-17	 0.0770382
0.136226	 2.3493e-16	 2.0961e-16	 2.532e-17	 0.0569578
0.136993	 3.2433e-16	 2.9806e-16	 2.627e-17	 0.0422083
0.13776	 4.3779e-16	 4.0589e-16	 3.19e-17	 0.0378105
0.138526	 5.5594e-16	 5.1637e-16	 3.957e-17	 0.0369016
0.139291	 6.7832e-16	 6.3082e-16	 4.75e-17	 0.0362834
0.140055	 8.3733e-16	 7.8309e-16	 5.424e-17	 0.0334728
0.140818	 9.7757e-16	 9.15e-16	 6.257e-17	 0.0330609
0.141581	 1.1133e-15	 1.0438e-15	 6.95e-17	 0.0322192
0.142342	 1.2528e-15	 1.1766e-15	 7.62e-17	 0.0313658
0.143102	 1.3915e-15	 1.3026e-15	 8.89e-17	 0.032998
0.143861	 1.4836e-15	 1.3812e-15	 1.024e-16	 0.0357442
0.144619	 1.5514e-15	 1.4709e-15	 8.05e-17	 0.0266353
0.145377	 1.6935e-15	 1.5731e-15	 1.204e-16	 0.0368579
0.146133	 1.7142e-15	 1.5708e-15	 1.434e-16	 0.043653
0.146888	 1.7574e-15	 1.6262e-15	 1.312e-16	 0.0387753
0.147642	 1.7896e-15	 1.6546e-15	 1.35e-16	 0.0391963
0.148395	 1.7709e-15	 1.6306e-15	 1.403e-16	 0.0412465
0.149148	 1.7372e-15	 1.6023e-15	 1.349e-16	 0.0403953
0.149899	 1.6978e-15	 1.5668e-15	 1.31e-16	 0.0401274
0.150649	 1.6637e-15	 1.5262e-15	 1.375e-16	 0.0431048
0.151398	 1.5544e-15	 1.4305e-15	 1.239e-16	 0.0415089
0.152146	 1.4707e-15	 1.3547e-15	 1.16e-16	 0.0410561
0.152893	 1.4053e-15	 1.2889e-15	 1.164e-16	 0.0432039
0.153639	 1.2765e-15	 1.1681e-15	 1.084e-16	 0.0443426
0.154384	 1.1651e-15	 1.0683e-15	 9.68e-17	 0.043342
0.155128	 1.0622e-15	 9.7789e-16	 8.431e-17	 0.0413266
0.155871	 9.4719e-16	 8.7178e-16	 7.541e-17	 0.0414575
0.156612	 8.3461e-16	 7.6904e-16	 6.557e-17	 0.040888
0.157353	 7.3556e-16	 6.7619e-16	 5.937e-17	 0.0420542
0.158093	 6.4352e-16	 5.9148e-16	 5.204e-17	 0.0421377
0.158831	 5.3966e-16	 4.9867e-16	 4.099e-17	 0.0394769
0.159569	 4.591e-16	 4.2398e-16	 3.512e-17	 0.0397699
0.160305	 3.9072e-16	 3.6236e-16	 2.836e-17	 0.0376587
0.16104	 3.2142e-16	 2.8557e-16	 3.585e-17	 0.0590619
0.161774	 2.5892e-16	 2.3977e-16	 1.915e-17	 0.0384006
0.162507	 2.1543e-16	 1.9964e-16	 1.579e-17	 0.0380418
0.163239	 1.7974e-16	 1.6622e-16	 1.352e-17	 0.0390797
0.16397	 1.5257e-16	 1.3915e-16	 1.342e-17	 0.046003
0.1647	 1.3382e-16	 1.2149e-16	 1.233e-17	 0.0482942
0.165428	 1.2273e-16	 1.0989e-16	 1.284e-17	 0.0551973
0.166156	 1.1636e-16	 1.0148e-16	 1.488e-17	 0.068307
0.166882	 1.1714e-16	 1.0207e-16	 1.507e-17	 0.0687469
0.167607	 1.1221e-16	 1.0714e-16	 5.07e-18	 0.0231137
0.168331	 1.3284e-16	 1.1377e-16	 1.907e-17	 0.0773286
0.169054	 1.4646e-16	 1.2608e-16	 2.038e-17	 0.074778
0.169775	 1.6479e-16	 1.4172e-16	 2.307e-17	 0.0752667
0.170496	 1.8432e-16	 1.5862e-16	 2.57e-17	 0.0749402
0.171215	 2.0426e-16	 1.7612e-16	 2.814e-17	 0.0739787
0.171933	 2.2996e-16	 1.9884e-16	 3.112e-17	 0.0725746
0.17265	 2.5752e-16	 2.2531e-16	 3.221e-17	 0.0667109
0.173366	 2.7616e-16	 2.4699e-16	 2.917e-17	 0.0557584
0.174081	 3.0492e-16	 2.7101e-16	 3.391e-17	 0.0588787
0.174794	 3.3339e-16	 2.9617e-16	 3.722e-17	 0.0591207
0.175506	 3.6601e-16	 2.8831e-16	 7.77e-17	 0.118749
0.176217	 3.9003e-16	 3.4713e-16	 4.29e-17	 0.0581963
0.176927	 4.1746e-16	 3.8148e-16	 3.598e-17	 0.0450347
0.177636	 4.352e-16	 4.005e-16	 3.47e-17	 0.0415221
0.178343	 4.5183e-16	 4.1652e-16	 3.531e-17	 0.0406633
0.179049	 4.6973e-16	 4.37e-16	 3.273e-17	 0.0360967
0.179754	 4.9272e-16	 4.5815e-16	 3.457e-17	 0.0363562
0.180458	 4.9583e-16	 4.6131e-16	 3.452e-17	 0.0360658
0.18116	 5.0725e-16	 4.7519e-16	 3.206e-17	 0.032633
0.181861	 5.2504e-16	 4.9094e-16	 3.41e-17	 0.0335637
0.182561	 5.1356e-16	 4.8232e-16	 3.124e-17	 0.0313692
0.18326	 5.1586e-16	 4.8163e-16	 3.423e-17	 0.0343161
0.183957	 5.175e-16	 4.8415e-16	 3.335e-17	 0.0332951
0.184654	 5.0669e-16	 4.7443e-16	 3.226e-17	 0.0328808
0.185348	 4.9296e-16	 4.6059e-16	 3.237e-17	 0.0339468
0.186042	 4.8165e-16	 4.5006e-16	 3.159e-17	 0.0339054
0.186735	 4.7219e-16	 4.3925e-16	 3.294e-17	 0.0361406
0.187426	 4.4422e-16	 4.1132e-16	 3.29e-17	 0.0384552
0.188115	 4.2293e-16	 3.915e-16	 3.143e-17	 0.0385914
0.188804	 4.0521e-16	 3.7255e-16	 3.266e-17	 0.0419924
0.189491	 3.6959e-16	 3.3967e-16	 2.992e-17	 0.0421848
0.190177	 3.419e-16	 3.1319e-16	 2.871e-17	 0.043826
0.190862	 3.1783e-16	 2.9081e-16	 2.702e-17	 0.0443941
0.191545	 2.8488e-16	 2.5972e-16	 2.516e-17	 0.046199
0.192227	 2.5499e-16	 2.3026e-16	 2.473e-17	 0.0509634
0.192908	 2.2797e-16	 2.0391e-16	 2.406e-17	 0.0557099
0.193587	 2.0269e-16	 1.7935e-16	 2.334e-17	 0.0610931
0.194265	 1.7258e-16	 1.513e-16	 2.128e-17	 0.0657033
0.194942	 1.4779e-16	 1.2928e-16	 1.851e-17	 0.0668062
0.195617	 1.2698e-16	 1.0946e-16	 1.752e-17	 0.0740991
0.196291	 1.0365e-16	 8.9235e-17	 1.4415e-17	 0.0747336
0.196964	 8.6626e-17	 7.3737e-17	 1.2889e-17	 0.0803739
0.197635	 7.3111e-17	 6.5402e-17	 7.709e-18	 0.0556554
0.198305	 6.6195e-17	 4.898e-17	 1.7215e-17	 0.149468
0.198974	 4.9377e-17	 4.1887e-17	 7.49e-18	 0.0820696
0.199641	 4.4842e-17	 3.7769e-17	 7.073e-18	 0.0856181
0.200307	 4.2541e-17	 3.6344e-17	 6.197e-18	 0.0785574
0.200971	 4.2459e-17	 3.6966e-17	 5.493e-18	 0.0691596
0.201635	 4.4879e-17	 4.0208e-17	 4.671e-18	 0.0548968
0.202296	 5.0674e-17	 4.7132e-17	 3.542e-18	 0.0362145
0.202957	 5.6298e-17	 5.1723e-17	 4.575e-18	 0.0423529
0.203616	 6.5239e-17	 6.043e-17	 4.809e-18	 0.0382672
0.204273	 7.6075e-17	 7.0692e-17	 5.383e-18	 0.0366772
0.204929	 8.7613e-17	 8.0769e-17	 6.844e-18	 0.0406457
0.205584	 9.8539e-17	 9.0565e-17	 7.974e-18	 0.0421673
0.206238	 1.1215e-16	 1.0267e-16	 9.48e-18	 0.04413
0.20689	 1.2564e-16	 1.1501e-16	 1.063e-17	 0.044172
0.20754	 1.3658e-16	 1.2402e-16	 1.256e-17	 0.0481965
0.208189	 1.4652e-16	 1.3428e-16	 1.224e-17	 0.0435897
0.208837	 1.6631e-16	 1.4636e-16	 1.995e-17	 0.0638053
0.209483	 1.6665e-16	 1.5197e-16	 1.468e-17	 0.0460737
0.210128	 1.7636e-16	 1.6468e-16	 1.168e-17	 0.0342482
0.210771	 1.8587e-16	 1.6704e-16	 1.883e-17	 0.0533564
0.211413	 1.908e-16	 1.7045e-16	 2.035e-17	 0.0563322
0.212054	 1.6681e-16	 1.7506e-16	 -8.25e-18	 -0.024132
0.212693	 1.9946e-16	 1.7745e-16	 2.201e-17	 0.0583959
0.21333	 2.0206e-16	 1.7938e-16	 2.268e-17	 0.0594589
0.213967	 1.9786e-16	 1.7687e-16	 2.099e-17	 0.0560137
0.214601	 1.9825e-16	 1.7724e-16	 2.101e-17	 0.0559536
0.215234	 1.9993e-16	 1.7624e-16	 2.369e-17	 0.0629768
0.215866	 1.9292e-16	 1.6908e-16	 2.384e-17	 0.0658564
0.216496	 1.8848e-16	 1.6473e-16	 2.375e-17	 0.0672405
0.217125	 1.834e-16	 1.6223e-16	 2.117e-17	 0.0612505
0.217752	 1.7853e-16	 1.5438e-16	 2.415e-17	 0.0725421
0.218378	 1.7052e-16	 1.4796e-16	 2.256e-17	 0.0708365
0.219002	 1.6246e-16	 1.4085e-16	 2.161e-17	 0.0712472
0.219625	 1.5827e-16	 1.3722e-16	 2.105e-17	 0.0712376
0.220246	 1.4448e-16	 1.2596e-16	 1.852e-17	 0.068481
0.220866	 1.3799e-16	 1.1977e-16	 1.822e-17	 0.0706859
0.221484	 1.3095e-16	 1.1353e-16	 1.742e-17	 0.0712533
0.222101	 1.2151e-16	 1.047e-16	 1.681e-17	 0.0743115
0.222716	 1.1128e-16	 9.7785e-17	 1.3495e-17	 0.0645493
0.22333	 1.0608e-16	 9.236e-17	 1.372e-17	 0.0691393
0.223942	 9.7744e-17	 8.527e-17	 1.2474e-17	 0.0681587
0.224553	 9.0072e-17	 7.8577e-17	 1.1495e-17	 0.0681593
0.225162	 8.3768e-17	 7.3404e-17	 1.0364e-17	 0.0659405
0.225769	 7.8744e-17	 7.0078e-17	 8.666e-18	 0.0582306
0.226375	 7.1572e-17	 6.3286e-17	 8.286e-18	 0.0614424
0.226979	 6.7291e-17	 5.9782e-17	 7.509e-18	 0.059092
0.227582	 6.373e-17	 5.6552e-17	 7.178e-18	 0.0596764
0.228184	 5.8678e-17	 5.1642e-17	 7.036e-18	 0.0637781
0.228783	 5.4737e-17	 4.8721e-17	 6.016e-18	 0.0581492
0.229382	 5.1555e-17	 4.6502e-17	 5.053e-18	 0.0515313
0.229978	 4.8927e-17	 4.3595e-17	 5.332e-18	 0.0576295
0.230573	 4.6417e-17	 4.122e-17	 5.197e-18	 0.0593014
0.231167	 4.4213e-17	 3.9194e-17	 5.019e-18	 0.0601748
0.231758	 4.2577e-17	 3.8359e-17	 4.218e-18	 0.0521153
0.232349	 4.0506e-17	 3.6192e-17	 4.314e-18	 0.0562466
0.232937	 3.9881e-17	 3.5101e-17	 4.78e-18	 0.0637486
0.233524	 3.9341e-17	 3.4424e-17	 4.917e-18	 0.0666576
0.23411	 3.8315e-17	 3.296e-17	 5.355e-18	 0.0751315
0.234694	 3.7144e-17	 3.2355e-17	 4.789e-18	 0.0689075
0.235276	 3.7193e-17	 3.217e-17	 5.023e-18	 0.0724161
0.235857	 3.6914e-17	 3.2147e-17	 4.767e-18	 0.0690259
0.236436	 3.6579e-17	 3.9531e-17	 -2.952e-18	 -0.038786
0.237013	 3.6775e-17	 3.1403e-17	 5.372e-18	 0.0787937
0.237589	 3.8032e-17	 3.2352e-17	 5.68e-18	 0.0807002
0.238163	 3.7579e-17	 3.2517e-17	 5.062e-18	 0.0722152
0.238736	 3.8484e-17	 3.2686e-17	 5.798e-18	 0.0814669
0.239307	 3.9943e-17	 3.394e-17	 6.003e-18	 0.0812501
0.239876	 4.0596e-17	 3.4361e-17	 6.235e-18	 0.083181
0.240443	 4.1395e-17	 3.551e-17	 5.885e-18	 0.076523
0.241009	 4.3529e-17	 3.5545e-17	 7.984e-18	 0.100969
0.241574	 4.5532e-17	 3.9077e-17	 6.455e-18	 0.0762921
0.242136	 4.7835e-17	 4.1032e-17	 6.803e-18	 0.0765526
0.242697	 5.0732e-17	 4.4106e-17	 6.626e-18	 0.0698665
0.243257	 5.526e-17	 4.7172e-17	 8.088e-18	 0.0789597
0.243814	 5.6499e-17	 4.9401e-17	 7.098e-18	 0.0670255
0.24437	 6.0587e-17	 5.2959e-17	 7.628e-18	 0.0671798
0.244925	 6.4897e-17	 5.6889e-17	 8.008e-18	 0.0657547
0.245477	 6.6894e-17	 5.8769e-17	 8.125e-18	 0.0646571
0.246028	 6.904e-17	 6.1116e-17	 7.924e-18	 0.0608808
0.246578	 7.2868e-17	 7.2722e-17	 1.46e-19	 0.00100282
0.247125	 7.4356e-17	 6.5538e-17	 8.818e-18	 0.0630334
0.247671	 7.6928e-17	 6.7987e-17	 8.941e-18	 0.0616982
0.248215	 7.8964e-17	 7.0665e-17	 8.299e-18	 0.0554638
0.248758	 8.3095e-17	 7.3845e-17	 9.25e-18	 0.0589397
0.249298	 8.2493e-17	 7.391e-17	 8.583e-18	 0.0548775
0.249838	 8.5206e-17	 7.5092e-17	 1.0114e-17	 0.063095
0.250375	 8.7382e-17	 7.7815e-17	 9.567e-18	 0.0579127
0.250911	 8.7582e-17	 7.7432e-17	 1.015e-17	 0.0615099
0.251444	 8.7331e-17	 7.7484e-17	 9.847e-18	 0.0597458
0.251977	 8.7832e-17	 7.8335e-17	 9.497e-18	 0.0571533
0.252507	 8.8182e-17	 6.9135e-17	 1.9047e-17	 0.121074
0.253036	 8.6666e-17	 7.6853e-17	 9.813e-18	 0.0600114
0.253563	 8.67e-17	 7.7764e-17	 8.936e-18	 0.0543341
0.254088	 8.731e-17	 7.7207e-17	 1.0103e-17	 0.0614101
0.254612	 8.3357e-17	 7.4688e-17	 8.669e-18	 0.0548515
0.255133	 8.2484e-17	 7.2753e-17	 9.731e-18	 0.0626848
0.255654	 8.1147e-17	 6.5072e-17	 1.6075e-17	 0.109938
0.256172	 7.7775e-17	 6.8419e-17	 9.356e-18	 0.0639972
0.256688	 7.4607e-17	 6.5374e-17	 9.233e-18	 0.065959
0.257203	 7.1885e-17	 6.4478e-17	 7.407e-18	 0.0543183
0.257716	 6.8743e-17	 6.1278e-17	 7.465e-18	 0.0574138
0.258227	 6.4971e-17	 5.7783e-17	 7.188e-18	 0.0585561
0.258737	 6.1237e-17	 5.4447e-17	 6.79e-18	 0.0586944
0.259245	 5.8673e-17	 5.2459e-17	 6.214e-18	 0.0559155
0.25975	 5.3956e-17	 4.8571e-17	 5.385e-18	 0.0525228
0.260255	 5.084e-17	 4.5831e-17	 5.009e-18	 0.0518149
0.260757	 4.7785e-17	 4.5629e-17	 2.156e-18	 0.0230801
0.261258	 4.3485e-17	 5.1998e-17	 -8.513e-18	 -0.0891572
0.261756	 3.9559e-17	 7.9345e-17	 -3.9786e-17	 -0.334606
0.262253	 3.647e-17	 9.22e-17	 -5.573e-17	 -0.433123
0.262748	 3.2912e-17	 8.2315e-17	 -4.9403e-17	 -0.428745
