Q 	 ICP 	  ICN 	 IXMCDR  
0.0380285	 4.2681e-14	 6.0246e-14	 -1.7565e-14	 -0.170655
0.0388695	 3.1399e-14	 4.725e-14	 -1.5851e-14	 -0.201541
0.0397103	 2.4476e-14	 3.9363e-14	 -1.4887e-14	 -0.233196
0.0405508	 2.2192e-14	 3.5012e-14	 -1.282e-14	 -0.22411
0.0413911	 2.0987e-14	 3.2308e-14	 -1.1321e-14	 -0.212421
0.042231	 2.1971e-14	 3.1821e-14	 -9.85e-15	 -0.183113
0.0430707	 2.412e-14	 3.2419e-14	 -8.299e-15	 -0.146784
0.04391	 2.623e-14	 3.3024e-14	 -6.794e-15	 -0.114659
0.0447491	 2.772e-14	 3.3468e-14	 -5.748e-15	 -0.09394
0.0455878	 2.9777e-14	 3.3698e-14	 -3.921e-15	 -0.0617724
0.0464263	 3.0815e-14	 3.3396e-14	 -2.581e-15	 -0.0401956
0.0472644	 3.0301e-14	 3.1882e-14	 -1.581e-15	 -0.025425
0.0481022	 2.9338e-14	 2.9964e-14	 -6.26e-16	 -0.0105561
0.0489397	 2.7888e-14	 2.7632e-14	 2.56e-16	 0.00461095
0.0497768	 2.5326e-14	 2.4361e-14	 9.65e-16	 0.0194216
0.0506136	 2.282e-14	 2.1629e-14	 1.191e-15	 0.0267948
0.05145	 2.0231e-14	 1.8879e-14	 1.352e-15	 0.0345692
0.0522861	 1.7689e-14	 1.6415e-14	 1.274e-15	 0.0373563
0.0531219	 1.5472e-14	 1.4468e-14	 1.004e-15	 0.0335337
0.0539572	 1.3873e-14	 1.3261e-14	 6.12e-16	 0.0225547
0.0547922	 1.3003e-14	 1.2911e-14	 9.2e-17	 0.0035502
0.0556269	 1.2567e-14	 1.316e-14	 -5.93e-16	 -0.0230497
0.0564617	 1.2959e-14	 1.4307e-14	 -1.348e-15	 -0.0494389
0.0572955	 1.4167e-14	 1.622e-14	 -2.053e-15	 -0.0675618
0.058129	 1.5484e-14	 1.8329e-14	 -2.845e-15	 -0.0841392
0.058962	 1.7369e-14	 2.0924e-14	 -3.555e-15	 -0.0928368
0.0597947	 1.9482e-14	 2.3798e-14	 -4.316e-15	 -0.0997227
0.060627	 2.1538e-14	 2.6373e-14	 -4.835e-15	 -0.100916
0.0614588	 2.3357e-14	 2.8248e-14	 -4.891e-15	 -0.0947776
0.0622902	 2.5086e-14	 3.0686e-14	 -5.6e-15	 -0.100409
0.0631212	 2.6543e-14	 3.2319e-14	 -5.776e-15	 -0.0981278
0.0639518	 2.6708e-14	 3.2567e-14	 -5.859e-15	 -0.0988444
0.0647819	 2.6757e-14	 3.2505e-14	 -5.748e-15	 -0.096993
0.0656115	 2.6728e-14	 3.2473e-14	 -5.745e-15	 -0.0970423
0.0664408	 2.5097e-14	 3.0468e-14	 -5.371e-15	 -0.0966616
0.0672695	 2.3428e-14	 2.8487e-14	 -5.059e-15	 -0.0974478
0.0680978	 2.1559e-14	 2.6211e-14	 -4.652e-15	 -0.0973833
0.0689257	 1.8985e-14	 2.3288e-14	 -4.303e-15	 -0.101791
0.069753	 1.6267e-14	 2.0265e-14	 -3.998e-15	 -0.109438
0.0705799	 1.3713e-14	 1.7343e-14	 -3.63e-15	 -0.116886
0.0714063	 1.1478e-14	 1.4847e-14	 -3.369e-15	 -0.127977
0.0722323	 9.0647e-15	 1.2266e-14	 -3.2013e-15	 -0.150079
0.0730577	 7.276e-15	 1.0403e-14	 -3.127e-15	 -0.176877
0.0738826	 6.0493e-15	 9.226e-15	 -3.1767e-15	 -0.207963
0.074707	 5.0098e-15	 8.292e-15	 -3.2822e-15	 -0.246749
0.0755309	 4.8476e-15	 8.2431e-15	 -3.3955e-15	 -0.259383
0.0763543	 5.2512e-15	 8.9359e-15	 -3.6847e-15	 -0.259722
0.0771772	 5.9524e-15	 1.0092e-14	 -4.1396e-15	 -0.258009
0.0779995	 7.3103e-15	 1.1733e-14	 -4.4227e-15	 -0.232244
0.0788213	 9.0043e-15	 1.3873e-14	 -4.8687e-15	 -0.212818
0.0796425	 1.1038e-14	 1.6335e-14	 -5.297e-15	 -0.193512
0.0804633	 1.2862e-14	 1.8464e-14	 -5.602e-15	 -0.178829
0.0812834	 1.4612e-14	 2.0884e-14	 -6.272e-15	 -0.176696
0.082103	 1.7211e-14	 2.3522e-14	 -6.311e-15	 -0.154936
0.0829221	 1.8719e-14	 2.5195e-14	 -6.476e-15	 -0.14747
0.0837405	 2.024e-14	 2.6792e-14	 -6.552e-15	 -0.139309
0.0845584	 2.1576e-14	 2.8159e-14	 -6.583e-15	 -0.132362
0.0853757	 2.2278e-14	 2.8766e-14	 -6.488e-15	 -0.127106
0.0861925	 2.246e-14	 2.8806e-14	 -6.346e-15	 -0.123786
0.0870086	 2.238e-14	 2.8476e-14	 -6.096e-15	 -0.119868
0.0878242	 2.2183e-14	 2.7898e-14	 -5.715e-15	 -0.114115
0.0886391	 2.0799e-14	 2.609e-14	 -5.291e-15	 -0.112841
0.0894535	 1.9492e-14	 2.4452e-14	 -4.96e-15	 -0.112871
0.0902672	 1.8136e-14	 2.2669e-14	 -4.533e-15	 -0.111089
0.0910803	 1.6002e-14	 2e-14	 -3.998e-15	 -0.111049
0.0918928	 1.4081e-14	 1.7541e-14	 -3.46e-15	 -0.109417
0.0927046	 1.2225e-14	 1.5187e-14	 -2.962e-15	 -0.108055
0.0935158	 1.0233e-14	 1.2772e-14	 -2.539e-15	 -0.110367
0.0943264	 8.375e-15	 1.0518e-14	 -2.143e-15	 -0.113428
0.0951363	 6.7634e-15	 8.5291e-15	 -1.7657e-15	 -0.115462
0.0959456	 5.4012e-15	 6.8479e-15	 -1.4467e-15	 -0.118107
0.0967542	 4.084e-15	 5.1118e-15	 -1.0278e-15	 -0.111768
0.0975622	 3.1185e-15	 4.1703e-15	 -1.0518e-15	 -0.144304
0.0983695	 2.2637e-15	 3.3983e-15	 -1.1346e-15	 -0.200389
0.0991761	 1.8735e-15	 2.798e-15	 -9.245e-16	 -0.197902
0.099982	 1.6438e-15	 2.5255e-15	 -8.817e-16	 -0.211474
0.100787	 1.6075e-15	 2.4867e-15	 -8.792e-16	 -0.214743
0.101592	 1.7054e-15	 2.5989e-15	 -8.935e-16	 -0.207583
0.102396	 1.9109e-15	 2.8527e-15	 -9.418e-16	 -0.197708
0.103199	 2.215e-15	 3.2175e-15	 -1.0025e-15	 -0.184538
0.104001	 2.5778e-15	 3.6676e-15	 -1.0898e-15	 -0.174496
0.104803	 2.9487e-15	 4.0076e-15	 -1.0589e-15	 -0.152222
0.105604	 3.3316e-15	 4.3688e-15	 -1.0372e-15	 -0.134694
0.106404	 3.6634e-15	 4.7081e-15	 -1.0447e-15	 -0.124792
0.107204	 3.8005e-15	 4.8517e-15	 -1.0512e-15	 -0.121495
0.108003	 3.9054e-15	 4.9375e-15	 -1.0321e-15	 -0.116715
0.108801	 3.9488e-15	 4.9538e-15	 -1.005e-15	 -0.112888
0.109598	 3.8469e-15	 4.8056e-15	 -9.587e-16	 -0.1108
0.110395	 3.6997e-15	 4.5739e-15	 -8.742e-16	 -0.105661
0.111191	 3.4908e-15	 4.2793e-15	 -7.885e-16	 -0.101479
0.111986	 3.2422e-15	 3.9496e-15	 -7.074e-16	 -0.098362
0.11278	 2.8521e-15	 3.4591e-15	 -6.07e-16	 -0.0961782
0.113574	 2.504e-15	 3.0126e-15	 -5.086e-16	 -0.0921945
0.114366	 2.1667e-15	 2.5841e-15	 -4.174e-16	 -0.0878589
0.115158	 1.7646e-15	 2.103e-15	 -3.384e-16	 -0.0874961
0.115949	 1.4281e-15	 1.6935e-15	 -2.654e-16	 -0.0850205
0.11674	 1.1307e-15	 1.3287e-15	 -1.98e-16	 -0.0805074
0.117529	 8.5672e-16	 9.9361e-16	 -1.3689e-16	 -0.0739814
0.118318	 6.2933e-16	 7.1897e-16	 -8.964e-17	 -0.0664837
0.119106	 4.2516e-16	 4.8169e-16	 -5.653e-17	 -0.0623367
0.119893	 3.1025e-16	 3.4243e-16	 -3.218e-17	 -0.0493044
0.12068	 2.2114e-16	 2.3835e-16	 -1.721e-17	 -0.0374546
0.121465	 1.7478e-16	 1.8353e-16	 -8.75e-18	 -0.0244202
0.12225	 1.6064e-16	 1.664e-16	 -5.76e-18	 -0.0176125
0.123034	 1.6576e-16	 1.7326e-16	 -7.5e-18	 -0.0221226
0.123817	 1.897e-16	 2.0039e-16	 -1.069e-17	 -0.0274039
0.124599	 2.2494e-16	 2.4033e-16	 -1.539e-17	 -0.0330776
0.12538	 2.606e-16	 2.8061e-16	 -2.001e-17	 -0.0369727
0.126161	 2.922e-16	 3.1724e-16	 -2.504e-17	 -0.0410869
0.12694	 3.1851e-16	 3.4707e-16	 -2.856e-17	 -0.0429099
0.127719	 3.3722e-16	 3.6688e-16	 -2.966e-17	 -0.0421247
0.128497	 3.3385e-16	 3.6282e-16	 -2.897e-17	 -0.0415835
0.129274	 3.2375e-16	 3.515e-16	 -2.775e-17	 -0.0410959
0.13005	 3.0603e-16	 3.2992e-16	 -2.389e-17	 -0.0375658
0.130825	 2.6812e-16	 2.8849e-16	 -2.037e-17	 -0.0365965
0.131599	 2.3033e-16	 2.4413e-16	 -1.38e-17	 -0.0290857
0.132372	 1.8859e-16	 1.9738e-16	 -8.79e-18	 -0.0227738
0.133145	 1.4354e-16	 1.476e-16	 -4.06e-18	 -0.0139452
0.133916	 1.0223e-16	 1.0347e-16	 -1.24e-18	 -0.0060282
0.134687	 6.8338e-17	 6.743e-17	 9.08e-19	 0.00668788
0.135457	 4.7183e-17	 4.6852e-17	 3.31e-19	 0.00351997
0.136226	 2.751e-17	 2.8867e-17	 -1.357e-18	 -0.0240701
0.136993	 2.5007e-17	 3.0358e-17	 -5.351e-18	 -0.0966495
0.13776	 3.551e-17	 4.688e-17	 -1.137e-17	 -0.138002
0.138526	 5.7689e-17	 7.6884e-17	 -1.9195e-17	 -0.142636
0.139291	 9.1037e-17	 1.1998e-16	 -2.8943e-17	 -0.13716
0.140055	 1.4206e-16	 1.8318e-16	 -4.112e-17	 -0.12643
0.140818	 1.8638e-16	 2.3798e-16	 -5.16e-17	 -0.121595
0.141581	 2.4224e-16	 3.1438e-16	 -7.214e-17	 -0.129604
0.142342	 3.1315e-16	 3.9725e-16	 -8.41e-17	 -0.118384
0.143102	 3.8972e-16	 4.7594e-16	 -8.622e-17	 -0.0996003
0.143861	 4.4309e-16	 5.2985e-16	 -8.676e-17	 -0.089173
0.144619	 4.984e-16	 6.0502e-16	 -1.0662e-16	 -0.0966269
0.145377	 5.279e-16	 6.7009e-16	 -1.4219e-16	 -0.11869
0.146133	 5.8451e-16	 7.0233e-16	 -1.1782e-16	 -0.0915576
0.146888	 6.1456e-16	 7.3735e-16	 -1.2279e-16	 -0.0908271
0.147642	 6.3784e-16	 7.6155e-16	 -1.2371e-16	 -0.0884028
0.148395	 6.3628e-16	 7.5908e-16	 -1.228e-16	 -0.088006
0.149148	 6.2701e-16	 7.4723e-16	 -1.2022e-16	 -0.0874811
0.149899	 6.1174e-16	 7.2711e-16	 -1.1537e-16	 -0.086171
0.150649	 5.8972e-16	 7.0141e-16	 -1.1169e-16	 -0.0865056
0.151398	 5.4372e-16	 6.4663e-16	 -1.0291e-16	 -0.0864536
0.152146	 5.0075e-16	 5.953e-16	 -9.455e-17	 -0.0862643
0.152893	 4.597e-16	 5.4793e-16	 -8.823e-17	 -0.0875619
0.153639	 3.9946e-16	 4.7426e-16	 -7.48e-17	 -0.085611
0.154384	 3.4512e-16	 4.0897e-16	 -6.385e-17	 -0.0846716
0.155128	 2.9353e-16	 3.4799e-16	 -5.446e-17	 -0.0848921
0.155871	 2.4138e-16	 2.8691e-16	 -4.553e-17	 -0.0861837
0.156612	 1.9243e-16	 2.3018e-16	 -3.775e-17	 -0.0893259
0.157353	 1.5135e-16	 1.8126e-16	 -2.991e-17	 -0.0899251
0.158093	 1.177e-16	 1.3946e-16	 -2.176e-17	 -0.0846166
0.158831	 8.2386e-17	 1.0517e-16	 -2.2784e-17	 -0.121478
0.159569	 6.1218e-17	 7.529e-17	 -1.4072e-17	 -0.103086
0.160305	 4.7463e-17	 6.0052e-17	 -1.2589e-17	 -0.117091
0.16104	 3.9866e-17	 5.0951e-17	 -1.1085e-17	 -0.122059
0.161774	 3.9562e-17	 5.0474e-17	 -1.0912e-17	 -0.121196
0.162507	 4.5651e-17	 5.7766e-17	 -1.2115e-17	 -0.117147
0.163239	 5.5618e-17	 6.9991e-17	 -1.4373e-17	 -0.114427
0.16397	 6.9882e-17	 8.0588e-17	 -1.0706e-17	 -0.0711504
0.1647	 8.7907e-17	 1.0888e-16	 -2.0973e-17	 -0.106577
0.165428	 1.1028e-16	 1.4057e-16	 -3.029e-17	 -0.120749
0.166156	 1.2931e-16	 1.5699e-16	 -2.768e-17	 -0.0966818
0.166882	 1.5669e-16	 1.8559e-16	 -2.89e-17	 -0.0844338
0.167607	 1.7304e-16	 2.1322e-16	 -4.018e-17	 -0.104023
0.168331	 1.9274e-16	 2.3275e-16	 -4.001e-17	 -0.0940328
0.169054	 2.0881e-16	 2.5452e-16	 -4.571e-17	 -0.0986554
0.169775	 2.2482e-16	 2.6854e-16	 -4.372e-17	 -0.0886168
0.170496	 2.3672e-16	 2.9607e-16	 -5.935e-17	 -0.111395
0.171215	 2.4365e-16	 3.0466e-16	 -6.101e-17	 -0.111269
0.171933	 2.4931e-16	 3.1251e-16	 -6.32e-17	 -0.112492
0.17265	 2.5086e-16	 3.1747e-16	 -6.661e-17	 -0.117203
0.173366	 2.4596e-16	 3.0762e-16	 -6.166e-17	 -0.111384
0.174081	 2.3994e-16	 3.0747e-16	 -6.753e-17	 -0.123363
0.174794	 2.338e-16	 2.9197e-16	 -5.817e-17	 -0.110638
0.175506	 2.2062e-16	 2.7761e-16	 -5.699e-17	 -0.114385
0.176217	 2.0732e-16	 2.5455e-16	 -4.723e-17	 -0.102258
0.176927	 1.9446e-16	 2.3973e-16	 -4.527e-17	 -0.104263
0.177636	 1.7624e-16	 2.1689e-16	 -4.065e-17	 -0.103401
0.178343	 1.5808e-16	 1.9369e-16	 -3.561e-17	 -0.101231
0.179049	 1.4165e-16	 1.7211e-16	 -3.046e-17	 -0.0970806
0.179754	 1.2547e-16	 1.5191e-16	 -2.644e-17	 -0.0953205
0.180458	 1.0716e-16	 1.2838e-16	 -2.122e-17	 -0.0900909
0.18116	 9.1507e-17	 1.0909e-16	 -1.7583e-17	 -0.0876534
0.181861	 7.8065e-17	 9.1827e-17	 -1.3762e-17	 -0.0810044
0.182561	 6.2902e-17	 7.3244e-17	 -1.0342e-17	 -0.0759626
0.18326	 5.0801e-17	 5.8454e-17	 -7.653e-18	 -0.0700471
0.183957	 4.0656e-17	 5.0165e-17	 -9.509e-18	 -0.1047
0.184654	 3.1663e-17	 3.3876e-17	 -2.213e-18	 -0.0337662
0.185348	 3.432e-17	 2.5705e-17	 8.615e-18	 0.143524
0.186042	 1.8894e-17	 1.9503e-17	 -6.09e-19	 -0.0158606
0.186735	 1.4847e-17	 1.4985e-17	 -1.38e-19	 -0.00462591
0.187426	 1.2328e-17	 1.9608e-17	 -7.28e-18	 -0.227956
0.188115	 1.1103e-17	 1.0844e-17	 2.59e-19	 0.0118012
0.188804	 1.1003e-17	 1.0847e-17	 1.56e-19	 0.00713959
0.189491	 1.19e-17	 1.1866e-17	 3.4e-20	 0.00143062
0.190177	 1.3566e-17	 1.3888e-17	 -3.22e-19	 -0.0117287
0.190862	 1.5923e-17	 1.6659e-17	 -7.36e-19	 -0.0225892
0.191545	 1.8848e-17	 1.9777e-17	 -9.29e-19	 -0.0240518
0.192227	 2.1939e-17	 2.2944e-17	 -1.005e-18	 -0.0223916
0.192908	 2.5245e-17	 2.4803e-17	 4.42e-19	 0.00883152
0.193587	 2.9141e-17	 3.0511e-17	 -1.37e-18	 -0.0229665
0.194265	 3.2091e-17	 3.4016e-17	 -1.925e-18	 -0.0291195
0.194942	 3.5799e-17	 3.7653e-17	 -1.854e-18	 -0.025241
0.195617	 3.9064e-17	 4.117e-17	 -2.106e-18	 -0.0262482
0.196291	 4.2026e-17	 4.3768e-17	 -1.742e-18	 -0.0203045
0.196964	 4.4538e-17	 4.6614e-17	 -2.076e-18	 -0.0227751
0.197635	 4.6924e-17	 4.9516e-17	 -2.592e-18	 -0.0268768
0.198305	 4.9144e-17	 5.132e-17	 -2.176e-18	 -0.0216595
0.198974	 5.0909e-17	 5.1647e-17	 -7.38e-19	 -0.00719607
0.199641	 5.253e-17	 6.2301e-17	 -9.771e-18	 -0.0850903
0.200307	 6.1022e-17	 5.6933e-17	 4.089e-18	 0.0346658
0.200971	 5.3949e-17	 5.7822e-17	 -3.873e-18	 -0.0346512
0.201635	 5.5519e-17	 5.8937e-17	 -3.418e-18	 -0.029863
0.202296	 5.6675e-17	 6.0214e-17	 -3.539e-18	 -0.0302766
0.202957	 5.5822e-17	 6.0097e-17	 -4.275e-18	 -0.0368792
0.203616	 5.5762e-17	 6.0776e-17	 -5.014e-18	 -0.0430246
0.204273	 5.5961e-17	 6.1384e-17	 -5.423e-18	 -0.0462142
0.204929	 5.4759e-17	 6.0504e-17	 -5.745e-18	 -0.0498425
0.205584	 5.3595e-17	 5.992e-17	 -6.325e-18	 -0.0557195
0.206238	 5.2342e-17	 5.9174e-17	 -6.832e-18	 -0.0612648
0.20689	 5.1152e-17	 5.808e-17	 -6.928e-18	 -0.0634246
0.20754	 4.8331e-17	 5.5553e-17	 -7.222e-18	 -0.0695198
0.208189	 4.6654e-17	 4.7309e-17	 -6.55e-19	 -0.00697083
0.208837	 4.4625e-17	 5.2964e-17	 -8.339e-18	 -0.0854502
0.209483	 4.1551e-17	 4.9495e-17	 -7.944e-18	 -0.0872526
0.210128	 3.8988e-17	 4.6553e-17	 -7.565e-18	 -0.0884371
0.210771	 3.6079e-17	 4.3894e-17	 -7.815e-18	 -0.0977205
0.211413	 3.3238e-17	 4.0493e-17	 -7.255e-18	 -0.0983982
0.212054	 3.0064e-17	 3.6939e-17	 -6.875e-18	 -0.102607
0.212693	 2.7406e-17	 3.3968e-17	 -6.562e-18	 -0.106918
0.21333	 2.4687e-17	 3.0778e-17	 -6.091e-18	 -0.109817
0.213967	 2.1707e-17	 2.7134e-17	 -5.427e-18	 -0.111116
0.214601	 1.9164e-17	 2.4055e-17	 -4.891e-18	 -0.113168
0.215234	 1.7029e-17	 2.1533e-17	 -4.504e-18	 -0.116799
0.215866	 1.484e-17	 1.8736e-17	 -3.896e-18	 -0.116035
0.216496	 2.0682e-17	 1.6542e-17	 4.14e-18	 0.111219
0.217125	 1.2084e-17	 1.5103e-17	 -3.019e-18	 -0.111046
0.217752	 1.1328e-17	 1.3877e-17	 -2.549e-18	 -0.101131
0.218378	 1.0945e-17	 1.3317e-17	 -2.372e-18	 -0.0977661
0.219002	 1.1159e-17	 1.3307e-17	 -2.148e-18	 -0.0877953
0.219625	 1.1732e-17	 1.3803e-17	 -2.071e-18	 -0.0811044
0.220246	 1.284e-17	 1.5064e-17	 -2.224e-18	 -0.0797018
0.220866	 1.4482e-17	 1.6614e-17	 -2.132e-18	 -0.0685619
0.221484	 1.6714e-17	 1.9213e-17	 -2.499e-18	 -0.0695577
0.222101	 1.8775e-17	 2.1636e-17	 -2.861e-18	 -0.0707976
0.222716	 2.1356e-17	 2.494e-17	 -3.584e-18	 -0.0774149
0.22333	 2.4397e-17	 2.8343e-17	 -3.946e-18	 -0.0748199
0.223942	 2.7677e-17	 3.2174e-17	 -4.497e-18	 -0.0751366
0.224553	 3.0767e-17	 3.5626e-17	 -4.859e-18	 -0.0731854
0.225162	 3.4455e-17	 3.9983e-17	 -5.528e-18	 -0.0742631
0.225769	 3.7851e-17	 4.4371e-17	 -6.52e-18	 -0.0792975
0.226375	 3.9943e-17	 4.7842e-17	 -7.899e-18	 -0.0899812
0.226979	 4.3231e-17	 5.0687e-17	 -7.456e-18	 -0.0793884
0.227582	 4.6778e-17	 5.4613e-17	 -7.835e-18	 -0.0772751
0.228184	 4.7675e-17	 5.7138e-17	 -9.463e-18	 -0.0902846
0.228783	 4.944e-17	 5.9481e-17	 -1.0041e-17	 -0.0921861
0.229382	 5.3565e-17	 6.1931e-17	 -8.366e-18	 -0.0724354
0.229978	 5.224e-17	 6.3356e-17	 -1.1116e-17	 -0.0961625
0.230573	 5.5452e-17	 6.3435e-17	 -7.983e-18	 -0.0671478
0.231167	 6.0468e-17	 5.8863e-17	 1.605e-18	 0.01345
0.231758	 5.6162e-17	 6.4375e-17	 -8.213e-18	 -0.0681368
0.232349	 5.1882e-17	 5.7975e-17	 -6.093e-18	 -0.055463
0.232937	 5.4056e-17	 6.301e-17	 -8.954e-18	 -0.0764868
0.233524	 5.3077e-17	 6.1665e-17	 -8.588e-18	 -0.0748462
0.23411	 4.9676e-17	 5.8812e-17	 -9.136e-18	 -0.0842121
0.234694	 4.7802e-17	 5.68e-17	 -8.998e-18	 -0.0860213
0.235276	 4.5738e-17	 5.4219e-17	 -8.481e-18	 -0.0848465
0.235857	 4.3033e-17	 5.1388e-17	 -8.355e-18	 -0.0884867
0.236436	 4.0198e-17	 4.7482e-17	 -7.284e-18	 -0.0830748
0.237013	 3.7323e-17	 4.4864e-17	 -7.541e-18	 -0.0917542
0.237589	 3.5166e-17	 4.1424e-17	 -6.258e-18	 -0.0817078
0.238163	 3.1563e-17	 3.7793e-17	 -6.23e-18	 -0.0898264
0.238736	 2.8998e-17	 3.4478e-17	 -5.48e-18	 -0.0863318
0.239307	 2.6749e-17	 3.145e-17	 -4.701e-18	 -0.0807746
0.239876	 2.3872e-17	 2.8259e-17	 -4.387e-18	 -0.0841534
0.240443	 2.1486e-17	 2.55e-17	 -4.014e-18	 -0.0854297
0.241009	 1.7842e-17	 2.3242e-17	 -5.4e-18	 -0.131438
0.241574	 1.811e-17	 2.1277e-17	 -3.167e-18	 -0.0804072
0.242136	 1.683e-17	 1.946e-17	 -2.63e-18	 -0.0724718
0.242697	 1.594e-17	 1.8382e-17	 -2.442e-18	 -0.0711497
0.243257	 1.5246e-17	 1.7561e-17	 -2.315e-18	 -0.0705642
0.243814	 1.4658e-17	 1.6725e-17	 -2.067e-18	 -0.0658637
0.24437	 1.456e-17	 1.6374e-17	 -1.814e-18	 -0.058641
0.244925	 1.472e-17	 1.6453e-17	 -1.733e-18	 -0.055593
0.245477	 1.496e-17	 1.6636e-17	 -1.676e-18	 -0.0530447
0.246028	 1.5474e-17	 1.7171e-17	 -1.697e-18	 -0.0519835
0.246578	 1.6345e-17	 1.8008e-17	 -1.663e-18	 -0.0484092
0.247125	 1.7227e-17	 1.8937e-17	 -1.71e-18	 -0.0472846
0.247671	 1.8294e-17	 2.0006e-17	 -1.712e-18	 -0.0446997
0.248215	 1.9636e-17	 2.1461e-17	 -1.825e-18	 -0.0444071
0.248758	 2.1005e-17	 2.2933e-17	 -1.928e-18	 -0.04388
0.249298	 2.2198e-17	 2.4194e-17	 -1.996e-18	 -0.0430247
0.249838	 2.3533e-17	 2.5499e-17	 -1.966e-18	 -0.0400963
0.250375	 2.5161e-17	 2.7173e-17	 -2.012e-18	 -0.0384454
0.250911	 2.6067e-17	 2.8089e-17	 -2.022e-18	 -0.0373366
0.251444	 2.7083e-17	 2.9225e-17	 -2.142e-18	 -0.0380408
0.251977	 2.5839e-17	 3.0535e-17	 -4.696e-18	 -0.0833008
0.252507	 2.9131e-17	 3.1485e-17	 -2.354e-18	 -0.0388346
0.253036	 2.9794e-17	 3.1941e-17	 -2.147e-18	 -0.0347777
0.253563	 3.0478e-17	 3.283e-17	 -2.352e-18	 -0.0371517
0.254088	 3.1171e-17	 3.3292e-17	 -2.121e-18	 -0.0329026
0.254612	 3.1122e-17	 3.3307e-17	 -2.185e-18	 -0.0339133
0.255133	 3.1285e-17	 3.3217e-17	 -1.932e-18	 -0.0299526
0.255654	 3.1366e-17	 3.3185e-17	 -1.819e-18	 -0.0281793
0.256172	 2.8779e-17	 3.2551e-17	 -3.772e-18	 -0.0615033
