Q 	 ICP 	  ICN 	 IXMCDR  
0.0236956	 3.736e-12	 2.6405e-12	 1.0955e-12	 0.171803
0.0245402	 3.3732e-12	 2.4515e-12	 9.217e-13	 0.15824
0.0253848	 3.0237e-12	 2.2754e-12	 7.483e-13	 0.141213
0.0262291	 2.6892e-12	 2.1012e-12	 5.88e-13	 0.122745
0.0270733	 2.3811e-12	 1.9262e-12	 4.549e-13	 0.105611
0.0279173	 2.0929e-12	 1.7463e-12	 3.466e-13	 0.0902792
0.0287611	 1.824e-12	 1.5808e-12	 2.432e-13	 0.0714286
0.0296047	 1.576e-12	 1.4109e-12	 1.651e-13	 0.0552747
0.030448	 1.3576e-12	 1.24e-12	 1.176e-13	 0.0452726
0.0312912	 1.1634e-12	 1.0843e-12	 7.91e-14	 0.0351915
0.0321342	 9.8211e-13	 9.3466e-13	 4.745e-14	 0.0247552
0.032977	 8.2762e-13	 7.9161e-13	 3.601e-14	 0.022239
0.0338195	 6.9205e-13	 6.6333e-13	 2.872e-14	 0.0211896
0.0346618	 5.76e-13	 5.506e-13	 2.54e-14	 0.0225457
0.0355038	 4.7842e-13	 4.4963e-13	 2.879e-14	 0.031022
0.0363456	 3.9721e-13	 3.6399e-13	 3.322e-14	 0.0436416
0.0371872	 3.312e-13	 2.9259e-13	 3.861e-14	 0.0618958
0.0380285	 2.7787e-13	 2.37e-13	 4.087e-14	 0.0793793
0.0388695	 2.3673e-13	 1.896e-13	 4.713e-14	 0.110548
0.0397103	 2.0408e-13	 1.5618e-13	 4.79e-14	 0.13296
0.0405508	 1.7941e-13	 1.2976e-13	 4.965e-14	 0.160591
0.0413911	 1.6095e-13	 1.1614e-13	 4.481e-14	 0.161716
0.042231	 1.4717e-13	 1.0632e-13	 4.085e-14	 0.16115
0.0430707	 1.3642e-13	 1.0137e-13	 3.505e-14	 0.147399
0.04391	 1.2854e-13	 9.8963e-14	 2.9577e-14	 0.130007
0.0447491	 1.2145e-13	 9.8369e-14	 2.3081e-14	 0.105
0.0455878	 1.1512e-13	 9.8354e-14	 1.6766e-14	 0.0785388
0.0464263	 1.0917e-13	 9.8201e-14	 1.0969e-14	 0.0528955
0.0472644	 1.036e-13	 9.5863e-14	 7.737e-15	 0.0387891
0.0481022	 9.8078e-14	 9.2409e-14	 5.669e-15	 0.0297606
0.0489397	 9.2634e-14	 8.7846e-14	 4.788e-15	 0.0265293
0.0497768	 8.7897e-14	 8.0877e-14	 7.02e-15	 0.0415941
0.0506136	 8.372e-14	 7.321e-14	 1.051e-14	 0.0669725
0.05145	 8.046e-14	 6.4626e-14	 1.5834e-14	 0.109135
0.0522861	 7.8274e-14	 5.554e-14	 2.2734e-14	 0.169893
0.0531219	 7.7108e-14	 4.6449e-14	 3.0659e-14	 0.248136
0.0539572	 7.7241e-14	 3.7889e-14	 3.9352e-14	 0.341805
0.0547922	 7.868e-14	 3.0465e-14	 4.8215e-14	 0.441752
0.0556269	 8.0897e-14	 2.4126e-14	 5.6771e-14	 0.540558
0.0564617	 8.4208e-14	 1.9277e-14	 6.4931e-14	 0.627444
0.0572955	 8.7975e-14	 1.6095e-14	 7.188e-14	 0.690689
0.058129	 9.2213e-14	 1.4523e-14	 7.769e-14	 0.727871
0.058962	 9.6346e-14	 1.4407e-14	 8.1939e-14	 0.739835
0.0597947	 1.0022e-13	 1.5608e-14	 8.4612e-14	 0.730497
0.060627	 1.0346e-13	 1.7764e-14	 8.5696e-14	 0.706923
0.0614588	 1.0567e-13	 2.0595e-14	 8.5075e-14	 0.673781
0.0622902	 1.0674e-13	 2.3742e-14	 8.2998e-14	 0.636088
0.0631212	 1.0642e-13	 2.6938e-14	 7.9482e-14	 0.596005
0.0639518	 1.0472e-13	 2.9663e-14	 7.5057e-14	 0.55853
0.0647819	 1.0157e-13	 3.1876e-14	 6.9694e-14	 0.522264
0.0656115	 9.7116e-14	 3.3472e-14	 6.3644e-14	 0.487365
0.0664408	 9.1563e-14	 3.3792e-14	 5.7771e-14	 0.460859
0.0672695	 8.5098e-14	 3.3365e-14	 5.1733e-14	 0.436702
0.0680978	 7.8185e-14	 3.2095e-14	 4.609e-14	 0.417936
0.0689257	 7.1096e-14	 2.9868e-14	 4.1228e-14	 0.408344
0.069753	 6.4162e-14	 2.7127e-14	 3.7035e-14	 0.40569
0.0705799	 5.777e-14	 2.4095e-14	 3.3675e-14	 0.411348
0.0714063	 5.226e-14	 2.1038e-14	 3.1222e-14	 0.42596
0.0722323	 4.748e-14	 1.7873e-14	 2.9607e-14	 0.453032
0.0730577	 4.4282e-14	 1.5126e-14	 2.9156e-14	 0.490776
0.0738826	 4.2863e-14	 1.2792e-14	 3.0071e-14	 0.540311
0.074707	 4.2462e-14	 1.151e-14	 3.0952e-14	 0.573483
0.0755309	 4.375e-14	 1.0884e-14	 3.2866e-14	 0.601567
0.0763543	 4.63e-14	 1.1223e-14	 3.5077e-14	 0.609791
0.0771772	 5.0108e-14	 1.2434e-14	 3.7674e-14	 0.602379
0.0779995	 5.5177e-14	 1.4389e-14	 4.0788e-14	 0.586321
0.0788213	 6.1107e-14	 1.7403e-14	 4.3704e-14	 0.556668
0.0796425	 6.743e-14	 2.0972e-14	 4.6458e-14	 0.525531
0.0804633	 7.3163e-14	 2.4762e-14	 4.8401e-14	 0.494266
0.0812834	 7.8247e-14	 2.8752e-14	 4.9495e-14	 0.462574
0.082103	 8.287e-14	 3.3219e-14	 4.9651e-14	 0.427698
0.0829221	 8.5371e-14	 3.7013e-14	 4.8358e-14	 0.395133
0.0837405	 8.7785e-14	 4.0546e-14	 4.7239e-14	 0.368103
0.0845584	 8.9707e-14	 4.3597e-14	 4.611e-14	 0.345901
0.0853757	 8.9614e-14	 4.5872e-14	 4.3742e-14	 0.322853
0.0861925	 8.8076e-14	 4.7159e-14	 4.0917e-14	 0.302562
0.0870086	 8.4843e-14	 4.7716e-14	 3.7127e-14	 0.280079
0.0878242	 8.1207e-14	 4.7466e-14	 3.3741e-14	 0.262223
0.0886391	 7.558e-14	 4.6087e-14	 2.9493e-14	 0.242408
0.0894535	 7.0076e-14	 4.4118e-14	 2.5958e-14	 0.227315
0.0902672	 6.4502e-14	 4.167e-14	 2.2832e-14	 0.215047
0.0910803	 5.7467e-14	 3.829e-14	 1.9177e-14	 0.200267
0.0918928	 5.0502e-14	 3.4735e-14	 1.5767e-14	 0.184978
0.0927046	 4.4409e-14	 3.1056e-14	 1.3353e-14	 0.176943
0.0935158	 3.7931e-14	 2.7212e-14	 1.0719e-14	 0.164546
0.0943264	 3.1909e-14	 2.3504e-14	 8.405e-15	 0.151679
0.0951363	 2.6789e-14	 2.0101e-14	 6.688e-15	 0.142632
0.0959456	 2.2148e-14	 1.7139e-14	 5.009e-15	 0.127498
0.0967542	 1.7912e-14	 1.4459e-14	 3.453e-15	 0.10667
0.0975622	 1.4692e-14	 1.2368e-14	 2.324e-15	 0.0858832
0.0983695	 1.1962e-14	 1.0884e-14	 1.078e-15	 0.0471855
0.0991761	 1.0491e-14	 9.8068e-15	 6.842e-16	 0.0337081
0.099982	 9.441e-15	 9.3101e-15	 1.309e-16	 0.00698092
0.100787	 8.8845e-15	 9.2748e-15	 -3.903e-16	 -0.0214931
0.101592	 8.6351e-15	 9.5635e-15	 -9.284e-16	 -0.0510149
0.102396	 8.8047e-15	 1.0157e-14	 -1.3523e-15	 -0.0713174
0.103199	 9.3741e-15	 1.0971e-14	 -1.5969e-15	 -0.0784906
0.104001	 1.0138e-14	 1.1934e-14	 -1.796e-15	 -0.0813701
0.104803	 1.0881e-14	 1.2769e-14	 -1.888e-15	 -0.0798309
0.105604	 1.1689e-14	 1.3607e-14	 -1.918e-15	 -0.0758223
0.106404	 1.2445e-14	 1.4366e-14	 -1.921e-15	 -0.0716497
0.107204	 1.2812e-14	 1.4755e-14	 -1.943e-15	 -0.0704828
0.108003	 1.3168e-14	 1.4997e-14	 -1.829e-15	 -0.0649388
0.108801	 1.3145e-14	 1.5e-14	 -1.855e-15	 -0.0659087
0.109598	 1.3176e-14	 1.4664e-14	 -1.488e-15	 -0.0534483
0.110395	 1.2788e-14	 1.4066e-14	 -1.278e-15	 -0.0475907
0.111191	 1.2247e-14	 1.3282e-14	 -1.035e-15	 -0.0405421
0.111986	 1.16e-14	 1.2321e-14	 -7.21e-16	 -0.0301409
0.11278	 1.0609e-14	 1.1099e-14	 -4.9e-16	 -0.0225723
0.113574	 9.592e-15	 9.8581e-15	 -2.661e-16	 -0.0136812
0.114366	 8.5976e-15	 8.5873e-15	 1.03e-17	 0.000599363
0.115158	 7.4102e-15	 7.2279e-15	 1.823e-16	 0.0124538
0.115949	 6.3364e-15	 5.9663e-15	 3.701e-16	 0.0300828
0.11674	 5.322e-15	 4.7921e-15	 5.299e-16	 0.0523922
0.117529	 4.3382e-15	 3.7723e-15	 5.659e-16	 0.0697738
0.118318	 3.4574e-15	 2.862e-15	 5.954e-16	 0.0942178
0.119106	 2.6931e-15	 2.1167e-15	 5.764e-16	 0.119839
0.119893	 1.9302e-15	 1.5479e-15	 3.823e-16	 0.109916
0.12068	 1.4542e-15	 1.1213e-15	 3.329e-16	 0.129256
0.121465	 1.0592e-15	 8.6287e-16	 1.9633e-16	 0.102145
0.12225	 7.6475e-16	 7.4593e-16	 1.882e-17	 0.012458
0.123034	 5.4623e-16	 7.2791e-16	 -1.8168e-16	 -0.14259
0.123817	 4.0609e-16	 8.0988e-16	 -4.0379e-16	 -0.332072
0.124599	 3.2256e-16	 9.5748e-16	 -6.3492e-16	 -0.496016
0.12538	 2.786e-16	 1.1371e-15	 -8.585e-16	 -0.606414
0.126161	 2.4913e-16	 1.3312e-15	 -1.08207e-15	 -0.684711
0.12694	 2.5063e-16	 1.52e-15	 -1.26937e-15	 -0.716903
0.127719	 2.5174e-16	 1.6882e-15	 -1.43646e-15	 -0.740466
0.128497	 2.4746e-16	 1.7953e-15	 -1.54784e-15	 -0.75772
0.129274	 2.3702e-16	 1.8653e-15	 -1.62828e-15	 -0.774516
0.13005	 2.1834e-16	 1.8903e-15	 -1.67196e-15	 -0.792909
0.130825	 1.9017e-16	 1.8387e-15	 -1.64853e-15	 -0.812536
0.131599	 1.5937e-16	 1.7516e-15	 -1.59223e-15	 -0.833205
0.132372	 1.2871e-16	 1.6265e-15	 -1.49779e-15	 -0.853339
0.133145	 1.0327e-16	 1.4527e-15	 -1.34943e-15	 -0.86726
0.133916	 9.0002e-17	 1.2596e-15	 -1.1696e-15	 -0.866624
0.134687	 9.4754e-17	 1.0579e-15	 -9.63146e-16	 -0.83559
0.135457	 1.2091e-16	 8.58e-16	 -7.3709e-16	 -0.75297
0.136226	 1.742e-16	 6.5733e-16	 -4.8313e-16	 -0.581013
0.136993	 2.5597e-16	 4.6094e-16	 -2.0497e-16	 -0.285908
0.13776	 3.7004e-16	 3.256e-16	 4.444e-17	 0.0638836
0.138526	 5.1974e-16	 2.1209e-16	 3.0765e-16	 0.420385
0.139291	 6.7777e-16	 1.3627e-16	 5.415e-16	 0.665201
0.140055	 8.736e-16	 9.6277e-17	 7.77323e-16	 0.801466
0.140818	 1.0699e-15	 8.951e-17	 9.8039e-16	 0.845594
0.141581	 1.2746e-15	 1.137e-16	 1.1609e-15	 0.836203
0.142342	 1.4647e-15	 1.6479e-16	 1.29991e-15	 0.79774
0.143102	 1.6868e-15	 2.365e-16	 1.4503e-15	 0.754069
0.143861	 1.8533e-15	 3.2191e-16	 1.53139e-15	 0.704019
0.144619	 2.0077e-15	 4.1486e-16	 1.59284e-15	 0.657503
0.145377	 2.1541e-15	 5.0937e-16	 1.64473e-15	 0.617514
0.146133	 2.2262e-15	 5.9433e-16	 1.63187e-15	 0.578569
0.146888	 2.2835e-15	 6.7361e-16	 1.60989e-15	 0.544413
0.147642	 2.3109e-15	 7.3816e-16	 1.57274e-15	 0.515811
0.148395	 2.2804e-15	 7.8053e-16	 1.49987e-15	 0.490005
0.149148	 2.2187e-15	 8.0438e-16	 1.41432e-15	 0.467841
0.149899	 2.1265e-15	 8.0797e-16	 1.31853e-15	 0.449325
0.150649	 2.0139e-15	 7.9322e-16	 1.22068e-15	 0.434851
0.151398	 1.8512e-15	 7.5645e-16	 1.09475e-15	 0.419822
0.152146	 1.6875e-15	 7.0539e-16	 9.8211e-16	 0.410428
0.152893	 1.5276e-15	 6.4442e-16	 8.8318e-16	 0.406617
0.153639	 1.3295e-15	 5.6949e-16	 7.6001e-16	 0.400218
0.154384	 1.1505e-15	 4.9211e-16	 6.5839e-16	 0.400819
0.155128	 9.8293e-16	 4.1306e-16	 5.6987e-16	 0.408219
0.155871	 8.2258e-16	 3.3479e-16	 4.8779e-16	 0.421464
0.156612	 6.8164e-16	 2.6352e-16	 4.1812e-16	 0.44238
0.157353	 5.6718e-16	 2.0073e-16	 3.6645e-16	 0.477204
0.158093	 4.7635e-16	 1.486e-16	 3.2775e-16	 0.524442
0.158831	 4.0538e-16	 1.1014e-16	 2.9524e-16	 0.572703
0.159569	 3.6634e-16	 7.8144e-17	 2.88196e-16	 0.648383
0.160305	 3.5583e-16	 6.3013e-17	 2.92817e-16	 0.699109
0.16104	 3.5998e-16	 5.9242e-17	 3.00738e-16	 0.717372
0.161774	 3.904e-16	 6.6783e-17	 3.23617e-16	 0.70785
0.162507	 4.4054e-16	 8.3217e-17	 3.57323e-16	 0.682231
0.163239	 5.0093e-16	 1.0687e-16	 3.9406e-16	 0.648338
0.16397	 5.7269e-16	 1.4132e-16	 4.3137e-16	 0.604151
0.1647	 6.5e-16	 1.68e-16	 4.82e-16	 0.589242
0.165428	 7.327e-16	 2.0128e-16	 5.3142e-16	 0.568984
0.166156	 8.0257e-16	 2.3289e-16	 5.6968e-16	 0.550171
0.166882	 8.7504e-16	 2.6166e-16	 6.1338e-16	 0.539615
0.167607	 9.4254e-16	 2.9261e-16	 6.4993e-16	 0.526195
0.168331	 9.849e-16	 3.1335e-16	 6.7155e-16	 0.517273
0.169054	 1.0244e-15	 3.2729e-16	 6.9711e-16	 0.515732
0.169775	 1.0543e-15	 3.343e-16	 7.2e-16	 0.518508
0.170496	 1.0621e-15	 3.3453e-16	 7.2757e-16	 0.520947
0.171215	 1.0565e-15	 3.2783e-16	 7.2867e-16	 0.52637
0.171933	 1.0406e-15	 3.1635e-16	 7.2425e-16	 0.533734
0.17265	 1.0144e-15	 2.9934e-16	 7.1506e-16	 0.544293
0.173366	 9.635e-16	 2.7736e-16	 6.8614e-16	 0.552955
0.174081	 9.1047e-16	 2.5319e-16	 6.5728e-16	 0.564839
0.174794	 8.5526e-16	 2.2711e-16	 6.2815e-16	 0.580347
0.175506	 7.8021e-16	 1.9922e-16	 5.8099e-16	 0.593192
0.176217	 7.0777e-16	 1.7234e-16	 5.3543e-16	 0.608367
0.176927	 6.3744e-16	 1.465e-16	 4.9094e-16	 0.626247
0.177636	 5.6059e-16	 1.2212e-16	 4.3847e-16	 0.642249
0.178343	 4.8782e-16	 1.0027e-16	 3.8755e-16	 0.658998
0.179049	 4.1802e-16	 8.1372e-17	 3.36648e-16	 0.674116
0.179754	 3.5472e-16	 6.597e-17	 2.8875e-16	 0.686372
0.180458	 2.9297e-16	 5.8738e-17	 2.34232e-16	 0.665984
0.18116	 2.322e-16	 4.3402e-17	 1.88798e-16	 0.685039
0.181861	 1.8881e-16	 3.7117e-17	 1.51693e-16	 0.671425
0.182561	 1.4882e-16	 3.3452e-17	 1.15368e-16	 0.632944
0.18326	 1.1579e-16	 3.2059e-17	 8.3731e-17	 0.566328
0.183957	 9.0414e-17	 3.2452e-17	 5.7962e-17	 0.47175
0.184654	 7.0031e-17	 3.4055e-17	 3.5976e-17	 0.345637
0.185348	 5.5356e-17	 3.6508e-17	 1.8848e-17	 0.205173
0.186042	 4.6154e-17	 3.9255e-17	 6.899e-18	 0.080776
0.186735	 4.1538e-17	 4.2097e-17	 -5.59e-19	 -0.0066838
0.187426	 4.0252e-17	 4.429e-17	 -4.038e-18	 -0.0477632
0.188115	 4.239e-17	 4.5721e-17	 -3.331e-18	 -0.0378046
0.188804	 4.7883e-17	 4.7717e-17	 1.66e-19	 0.0017364
0.189491	 5.4414e-17	 4.7641e-17	 6.773e-18	 0.0663662
0.190177	 6.2828e-17	 4.7044e-17	 1.5784e-17	 0.143658
0.190862	 7.2404e-17	 4.5696e-17	 2.6708e-17	 0.226147
0.191545	 8.2067e-17	 4.3581e-17	 3.8486e-17	 0.3063
0.192227	 9.2514e-17	 4.0962e-17	 5.1552e-17	 0.386227
0.192908	 1.0308e-16	 3.808e-17	 6.5e-17	 0.46047
0.193587	 1.1276e-16	 3.5317e-17	 7.7443e-17	 0.522991
0.194265	 1.2148e-16	 3.2548e-17	 8.8932e-17	 0.577376
0.194942	 1.3131e-16	 3.0319e-17	 1.00991e-16	 0.624832
0.195617	 1.3975e-16	 2.8739e-17	 1.11011e-16	 0.658862
0.196291	 1.4655e-16	 2.7982e-17	 1.18568e-16	 0.679348
0.196964	 1.5209e-16	 2.8099e-17	 1.23991e-16	 0.688116
0.197635	 1.594e-16	 2.9433e-17	 1.29967e-16	 0.688264
0.198305	 1.6349e-16	 3.1756e-17	 1.31734e-16	 0.674708
0.198974	 1.6714e-16	 3.5071e-17	 1.32069e-16	 0.653125
0.199641	 1.6936e-16	 3.9409e-17	 1.29951e-16	 0.622463
0.200307	 1.7244e-16	 4.4714e-17	 1.27726e-16	 0.588182
0.200971	 1.7163e-16	 5.0607e-17	 1.21023e-16	 0.544567
0.201635	 1.7237e-16	 5.7036e-17	 1.15334e-16	 0.502751
0.202296	 1.7142e-16	 6.3897e-17	 1.07523e-16	 0.456928
0.202957	 1.6836e-16	 7.0688e-17	 9.7672e-17	 0.408587
0.203616	 1.643e-16	 7.7154e-17	 8.7146e-17	 0.360922
0.204273	 1.6177e-16	 8.3448e-17	 7.8322e-17	 0.319397
0.204929	 1.5578e-16	 8.9177e-17	 6.6603e-17	 0.271897
0.205584	 1.4886e-16	 9.4026e-17	 5.4834e-17	 0.22576
0.206238	 1.4215e-16	 9.7616e-17	 4.4534e-17	 0.185739
0.20689	 1.3491e-16	 1.0079e-16	 3.412e-17	 0.14476
0.20754	 1.2594e-16	 1.02e-16	 2.394e-17	 0.105028
0.208189	 1.1701e-16	 1.0242e-16	 1.459e-17	 0.0664905
0.208837	 1.0819e-16	 1.0155e-16	 6.64e-18	 0.0316582
0.209483	 9.8044e-17	 9.3965e-17	 4.079e-18	 0.0212438
0.210128	 8.4119e-17	 9.6327e-17	 -1.2208e-17	 -0.0676546
0.210771	 7.9677e-17	 9.216e-17	 -1.2483e-17	 -0.0726444
0.211413	 7.0608e-17	 8.7199e-17	 -1.6591e-17	 -0.105135
0.212054	 6.1768e-17	 8.1257e-17	 -1.9489e-17	 -0.136263
0.212693	 5.384e-17	 7.5467e-17	 -2.1627e-17	 -0.167253
0.21333	 4.6811e-17	 6.8835e-17	 -2.2024e-17	 -0.190443
0.213967	 4.014e-17	 6.2042e-17	 -2.1902e-17	 -0.214343
0.214601	 3.5019e-17	 5.3501e-17	 -1.8482e-17	 -0.208789
0.215234	 3.0991e-17	 4.9595e-17	 -1.8604e-17	 -0.230859
0.215866	 2.7909e-17	 4.3638e-17	 -1.5729e-17	 -0.219842
0.216496	 3.3205e-17	 3.8526e-17	 -5.321e-18	 -0.0741799
0.217125	 2.5887e-17	 3.4469e-17	 -8.582e-18	 -0.14219
0.217752	 2.676e-17	 3.1218e-17	 -4.458e-18	 -0.0768912
0.218378	 2.8665e-17	 2.8831e-17	 -1.66e-19	 -0.00288716
0.219002	 3.1861e-17	 2.7694e-17	 4.167e-18	 0.0699689
0.219625	 3.6565e-17	 2.7725e-17	 8.84e-18	 0.137502
0.220246	 4.1165e-17	 2.842e-17	 1.2745e-17	 0.183157
0.220866	 4.726e-17	 3.0402e-17	 1.6858e-17	 0.217069
0.221484	 6.0573e-17	 3.3424e-17	 2.7149e-17	 0.288828
0.222101	 6.0771e-17	 3.722e-17	 2.3551e-17	 0.240338
0.222716	 6.8102e-17	 4.1805e-17	 2.6297e-17	 0.239266
0.22333	 7.595e-17	 4.722e-17	 2.873e-17	 0.233255
0.223942	 8.3184e-17	 5.2761e-17	 3.0423e-17	 0.223789
0.224553	 9.031e-17	 5.8709e-17	 3.1601e-17	 0.21206
0.225162	 9.7235e-17	 6.5005e-17	 3.223e-17	 0.198656
0.225769	 1.0409e-16	 7.1519e-17	 3.2571e-17	 0.185475
0.226375	 9.9724e-17	 7.6983e-17	 2.2741e-17	 0.128693
0.226979	 1.1411e-16	 8.2917e-17	 3.1193e-17	 0.158318
0.227582	 1.1901e-16	 8.8406e-17	 3.0604e-17	 0.147549
0.228184	 1.2136e-16	 9.2858e-17	 2.8502e-17	 0.133051
0.228783	 1.2356e-16	 9.6611e-17	 2.6949e-17	 0.1224
0.229382	 1.2456e-16	 1.0046e-16	 2.41e-17	 0.107102
0.229978	 1.2406e-16	 1.0243e-16	 2.163e-17	 0.0955009
0.230573	 1.2326e-16	 1.04e-16	 1.926e-17	 0.0847487
0.231167	 1.2201e-16	 1.0489e-16	 1.712e-17	 0.0754517
0.231758	 1.1932e-16	 1.0504e-16	 1.428e-17	 0.0636477
0.232349	 1.1528e-16	 1.0321e-16	 1.207e-17	 0.0552428
0.232937	 1.1118e-16	 1.0159e-16	 9.59e-18	 0.0450721
0.233524	 1.0671e-16	 9.9188e-17	 7.522e-18	 0.0365327
0.23411	 1.0039e-16	 9.5385e-17	 5.005e-18	 0.0255651
0.234694	 9.4773e-17	 9.1536e-17	 3.237e-18	 0.0173744
0.235276	 8.8784e-17	 8.7207e-17	 1.577e-18	 0.00896069
0.235857	 8.2139e-17	 8.2102e-17	 3.7e-20	 0.000225279
0.236436	 7.5191e-17	 7.6961e-17	 -1.77e-18	 -0.0116331
0.237013	 6.8673e-17	 7.154e-17	 -2.867e-18	 -0.0204475
0.237589	 6.2665e-17	 6.6181e-17	 -3.516e-18	 -0.0272884
0.238163	 5.5908e-17	 6.0314e-17	 -4.406e-18	 -0.0379102
0.238736	 5.0228e-17	 5.4794e-17	 -4.566e-18	 -0.0434766
0.239307	 4.5414e-17	 4.9965e-17	 -4.551e-18	 -0.0477149
0.239876	 3.9993e-17	 4.4799e-17	 -4.806e-18	 -0.0566799
0.240443	 3.57e-17	 4.022e-17	 -4.52e-18	 -0.0595364
0.241009	 3.225e-17	 3.6466e-17	 -4.216e-18	 -0.061354
0.241574	 2.9248e-17	 3.2773e-17	 -3.525e-18	 -0.0568356
0.242136	 2.6802e-17	 2.9853e-17	 -3.051e-18	 -0.0538523
0.242697	 2.529e-17	 2.7536e-17	 -2.246e-18	 -0.0425169
0.243257	 2.4591e-17	 2.5763e-17	 -1.172e-18	 -0.0232752
0.243814	 2.407e-17	 2.4435e-17	 -3.65e-19	 -0.007525
0.24437	 2.4273e-17	 2.3743e-17	 5.3e-19	 0.011038
0.244925	 2.5556e-17	 2.3657e-17	 1.899e-18	 0.0385874
0.245477	 2.6568e-17	 2.401e-17	 2.558e-18	 0.0505753
0.246028	 2.8357e-17	 2.4732e-17	 3.625e-18	 0.0682816
0.246578	 3.0587e-17	 2.6151e-17	 4.436e-18	 0.0781839
0.247125	 3.3128e-17	 2.7659e-17	 5.469e-18	 0.0899699
0.247671	 3.5375e-17	 2.9703e-17	 5.672e-18	 0.087157
0.248215	 3.8508e-17	 3.1961e-17	 6.547e-18	 0.0929061
0.248758	 4.1592e-17	 3.4481e-17	 7.111e-18	 0.093476
0.249298	 4.4402e-17	 3.6882e-17	 7.52e-18	 0.0925151
0.249838	 4.7226e-17	 3.9583e-17	 7.643e-18	 0.0880439
0.250375	 5.0847e-17	 4.2288e-17	 8.559e-18	 0.0918989
0.250911	 5.2651e-17	 4.4747e-17	 7.904e-18	 0.0811516
0.251444	 5.524e-17	 4.7222e-17	 8.018e-18	 0.0782534
0.251977	 5.8007e-17	 4.9627e-17	 8.38e-18	 0.0778564
0.252507	 5.957e-17	 5.1653e-17	 7.917e-18	 0.0711813
0.253036	 6.1095e-17	 5.3506e-17	 7.589e-18	 0.0662211
0.253563	 6.2634e-17	 5.5167e-17	 7.467e-18	 0.0633866
0.254088	 6.3901e-17	 5.6612e-17	 7.289e-18	 0.0604831
0.254612	 6.3931e-17	 5.7393e-17	 6.538e-18	 0.0538888
0.255133	 6.4205e-17	 5.7999e-17	 6.206e-18	 0.0507839
0.255654	 6.4428e-17	 5.8499e-17	 5.929e-18	 0.0482319
0.256172	 6.3284e-17	 5.8302e-17	 4.982e-18	 0.0409751
0.256688	 6.2485e-17	 5.7866e-17	 4.619e-18	 0.0383794
0.257203	 6.1641e-17	 5.7335e-17	 4.306e-18	 0.0361922
0.257716	 5.9789e-17	 5.6318e-17	 3.471e-18	 0.0298948
0.258227	 5.7625e-17	 5.4962e-17	 2.663e-18	 0.0236528
0.258737	 5.5994e-17	 5.349e-17	 2.504e-18	 0.0228709
0.259245	 5.4081e-17	 5.5429e-17	 -1.348e-18	 -0.0123094
0.25975	 5.1264e-17	 5.3332e-17	 -2.068e-18	 -0.0197713
0.260255	 4.8702e-17	 5.1063e-17	 -2.361e-18	 -0.0236656
0.260757	 5.7611e-17	 4.8589e-17	 9.022e-18	 0.0849529
0.261258	 6.3167e-17	 4.5973e-17	 1.7194e-17	 0.157541
0.261756	 5.8962e-17	 4.3164e-17	 1.5798e-17	 0.154691
0.262253	 5.4761e-17	 4.0433e-17	 1.4328e-17	 0.150514
0.262748	 5.0496e-17	 3.7756e-17	 1.274e-17	 0.144359
