Energy CP 	 ICP 	 Energy CN 	 ICN 	 FLH 	 FLV 	 IXMCD 	 FXMCD 	 IXMCDR 	 FXMCDR 
772.291240	 0.005398	 771.935473	 0.001733	 0.000000	 0.000000	 0.003664	 0.000000	 0.513864	 nan
772.488034	 0.006573	 772.117823	 0.002117	 0.000000	 0.000000	 0.004455	 0.000000	 0.512665	 nan
772.683080	 0.007906	 772.308441	 0.002627	 0.000000	 0.000000	 0.005279	 0.000000	 0.501154	 nan
772.871570	 0.009447	 772.504446	 0.003203	 0.000000	 0.000000	 0.006244	 0.000000	 0.493560	 nan
773.057623	 0.011254	 772.696670	 0.003899	 0.000000	 0.000000	 0.007355	 0.000000	 0.485364	 nan
773.249315	 0.013507	 772.869827	 0.004726	 0.000000	 0.000000	 0.008780	 0.000000	 0.481571	 nan
773.446778	 0.016228	 773.071971	 0.005683	 0.000000	 0.000000	 0.010546	 0.000000	 0.481288	 nan
773.651318	 0.019600	 773.262686	 0.006878	 0.000000	 0.000000	 0.012723	 0.000000	 0.480501	 nan
773.857200	 0.023665	 773.461084	 0.008340	 0.000000	 0.000000	 0.015326	 0.000000	 0.478859	 nan
774.058988	 0.028409	 773.667301	 0.010142	 0.000000	 0.000000	 0.018267	 0.000000	 0.473847	 nan
774.251544	 0.034259	 773.870476	 0.012323	 0.000000	 0.000000	 0.021936	 0.000000	 0.470914	 nan
774.447597	 0.041689	 774.074993	 0.014927	 0.000000	 0.000000	 0.026762	 0.000000	 0.472696	 nan
774.656313	 0.051202	 774.272197	 0.018067	 0.000000	 0.000000	 0.033135	 0.000000	 0.478356	 nan
774.868423	 0.063564	 774.477729	 0.021948	 0.000000	 0.000000	 0.041617	 0.000000	 0.486677	 nan
775.083374	 0.079341	 774.680893	 0.026952	 0.000000	 0.000000	 0.052389	 0.000000	 0.492869	 nan
775.286850	 0.099159	 774.878155	 0.033311	 0.000000	 0.000000	 0.065848	 0.000000	 0.497074	 nan
775.484850	 0.124864	 775.090512	 0.041731	 0.000000	 0.000000	 0.083133	 0.000000	 0.499016	 nan
775.673951	 0.161287	 775.288664	 0.052655	 0.000000	 0.000000	 0.108632	 0.000000	 0.507761	 nan
775.875189	 0.215532	 775.487845	 0.067219	 0.000000	 0.000000	 0.148313	 0.000000	 0.524535	 nan
776.075288	 0.307746	 775.685453	 0.088196	 0.000000	 0.000000	 0.219550	 0.000000	 0.554500	 nan
776.267286	 0.490020	 775.884651	 0.121902	 0.000000	 0.000000	 0.368117	 0.000000	 0.601576	 nan
776.461616	 0.766676	 776.082894	 0.182405	 0.000000	 0.000000	 0.584271	 0.000000	 0.615618	 nan
776.647893	 1.006723	 776.275706	 0.304681	 0.000000	 0.000000	 0.702042	 0.000000	 0.535336	 nan
776.829466	 1.176878	 776.471473	 0.460126	 0.000000	 0.000000	 0.716752	 0.000000	 0.437844	 nan
777.021397	 1.383094	 776.656513	 0.543975	 0.000000	 0.000000	 0.839118	 0.000000	 0.435438	 nan
777.214793	 1.695384	 776.839088	 0.545545	 0.000000	 0.000000	 1.149840	 0.000000	 0.513109	 nan
777.397626	 1.905023	 777.033393	 0.584696	 0.000000	 0.000000	 1.320327	 0.000000	 0.530312	 nan
777.589524	 1.872436	 777.219509	 0.730282	 0.000000	 0.000000	 1.142153	 0.000000	 0.438831	 nan
777.774778	 1.716307	 777.409764	 0.819798	 0.000000	 0.000000	 0.896509	 0.000000	 0.353498	 nan
777.951381	 1.565694	 777.596993	 0.766409	 0.000000	 0.000000	 0.799284	 0.000000	 0.342731	 nan
778.146235	 1.382295	 777.790739	 0.658046	 0.000000	 0.000000	 0.724249	 0.000000	 0.354964	 nan
778.340999	 1.175179	 777.972407	 0.579860	 0.000000	 0.000000	 0.595319	 0.000000	 0.339205	 nan
778.535422	 0.972165	 778.154285	 0.531253	 0.000000	 0.000000	 0.440913	 0.000000	 0.293274	 nan
778.732880	 0.764061	 778.345493	 0.505859	 0.000000	 0.000000	 0.258202	 0.000000	 0.203322	 nan
778.934067	 0.583053	 778.538483	 0.485028	 0.000000	 0.000000	 0.098025	 0.000000	 0.091777	 nan
779.133604	 0.553660	 778.750582	 0.443138	 0.000000	 0.000000	 0.110522	 0.000000	 0.110877	 nan
779.340258	 0.645988	 778.950404	 0.449178	 0.000000	 0.000000	 0.196810	 0.000000	 0.179708	 nan
779.551345	 0.694803	 779.160032	 0.556767	 0.000000	 0.000000	 0.138036	 0.000000	 0.110290	 nan
779.773707	 0.629723	 779.365951	 0.664151	 0.000000	 0.000000	 -0.034428	 0.000000	 -0.026608	 nan
779.983207	 0.531674	 779.576553	 0.650764	 0.000000	 0.000000	 -0.119090	 0.000000	 -0.100716	 nan
780.184219	 0.447979	 779.792599	 0.551217	 0.000000	 0.000000	 -0.103238	 0.000000	 -0.103321	 nan
780.378425	 0.379677	 780.007822	 0.455295	 0.000000	 0.000000	 -0.075618	 0.000000	 -0.090563	 nan
780.569773	 0.319086	 780.212365	 0.383839	 0.000000	 0.000000	 -0.064753	 0.000000	 -0.092120	 nan
780.768319	 0.268683	 780.409288	 0.329870	 0.000000	 0.000000	 -0.061187	 0.000000	 -0.102224	 nan
780.973946	 0.229497	 780.593679	 0.284194	 0.000000	 0.000000	 -0.054697	 0.000000	 -0.106478	 nan
781.175401	 0.198721	 780.788027	 0.247317	 0.000000	 0.000000	 -0.048596	 0.000000	 -0.108950	 nan
781.372048	 0.176241	 780.990836	 0.218904	 0.000000	 0.000000	 -0.042663	 0.000000	 -0.107967	 nan
781.567975	 0.162284	 781.185946	 0.195599	 0.000000	 0.000000	 -0.033315	 0.000000	 -0.093088	 nan
781.761792	 0.153420	 781.380902	 0.179039	 0.000000	 0.000000	 -0.025619	 0.000000	 -0.077059	 nan
781.974307	 0.144321	 781.584899	 0.168890	 0.000000	 0.000000	 -0.024569	 0.000000	 -0.078442	 nan
782.188136	 0.133303	 781.782824	 0.160279	 0.000000	 0.000000	 -0.026976	 0.000000	 -0.091886	 nan
782.399934	 0.122165	 781.986336	 0.149180	 0.000000	 0.000000	 -0.027014	 0.000000	 -0.099557	 nan
782.605403	 0.112458	 782.210269	 0.136115	 0.000000	 0.000000	 -0.023657	 0.000000	 -0.095171	 nan
782.799605	 0.104129	 782.421829	 0.123524	 0.000000	 0.000000	 -0.019396	 0.000000	 -0.085198	 nan
782.992701	 0.097127	 782.627755	 0.112754	 0.000000	 0.000000	 -0.015628	 0.000000	 -0.074460	 nan
783.199933	 0.091446	 782.821212	 0.104283	 0.000000	 0.000000	 -0.012837	 0.000000	 -0.065588	 nan
783.397782	 0.087021	 783.016344	 0.097501	 0.000000	 0.000000	 -0.010480	 0.000000	 -0.056795	 nan
783.600858	 0.083442	 783.214673	 0.092010	 0.000000	 0.000000	 -0.008568	 0.000000	 -0.048831	 nan
783.792066	 0.080298	 783.417721	 0.087617	 0.000000	 0.000000	 -0.007319	 0.000000	 -0.043588	 nan
783.976140	 0.077283	 783.605234	 0.083931	 0.000000	 0.000000	 -0.006647	 0.000000	 -0.041232	 nan
784.161568	 0.074347	 783.801704	 0.080651	 0.000000	 0.000000	 -0.006304	 0.000000	 -0.040670	 nan
784.353364	 0.071361	 783.995610	 0.077445	 0.000000	 0.000000	 -0.006084	 0.000000	 -0.040887	 nan
784.552171	 0.068391	 784.172172	 0.074334	 0.000000	 0.000000	 -0.005943	 0.000000	 -0.041643	 nan
784.748094	 0.065535	 784.350716	 0.071167	 0.000000	 0.000000	 -0.005633	 0.000000	 -0.041204	 nan
784.942525	 0.062869	 784.553016	 0.068020	 0.000000	 0.000000	 -0.005151	 0.000000	 -0.039354	 nan
785.135590	 0.060320	 784.755800	 0.065047	 0.000000	 0.000000	 -0.004727	 0.000000	 -0.037703	 nan
785.326268	 0.057663	 784.952970	 0.062324	 0.000000	 0.000000	 -0.004661	 0.000000	 -0.038843	 nan
785.530718	 0.055032	 785.148013	 0.059846	 0.000000	 0.000000	 -0.004814	 0.000000	 -0.041908	 nan
785.737120	 0.052522	 785.343406	 0.057483	 0.000000	 0.000000	 -0.004961	 0.000000	 -0.045098	 nan
785.941528	 0.050091	 785.541887	 0.055095	 0.000000	 0.000000	 -0.005004	 0.000000	 -0.047570	 nan
786.151330	 0.047932	 785.742377	 0.052809	 0.000000	 0.000000	 -0.004878	 0.000000	 -0.048417	 nan
786.336696	 0.045955	 785.949337	 0.050736	 0.000000	 0.000000	 -0.004781	 0.000000	 -0.049442	 nan
786.525465	 0.044110	 786.151499	 0.048774	 0.000000	 0.000000	 -0.004664	 0.000000	 -0.050218	 nan
786.740746	 0.042348	 786.343244	 0.047002	 0.000000	 0.000000	 -0.004654	 0.000000	 -0.052090	 nan
786.927984	 0.040654	 786.528829	 0.045276	 0.000000	 0.000000	 -0.004622	 0.000000	 -0.053783	 nan
787.133070	 0.039002	 786.732499	 0.043605	 0.000000	 0.000000	 -0.004603	 0.000000	 -0.055718	 nan
787.345229	 0.037511	 786.936657	 0.041974	 0.000000	 0.000000	 -0.004463	 0.000000	 -0.056149	 nan
787.544327	 0.036089	 787.140664	 0.040372	 0.000000	 0.000000	 -0.004282	 0.000000	 -0.056004	 nan
787.768160	 0.034673	 787.356474	 0.038847	 0.000000	 0.000000	 -0.004174	 0.000000	 -0.056780	 nan
787.950249	 0.033176	 787.555452	 0.037393	 0.000000	 0.000000	 -0.004217	 0.000000	 -0.059750	 nan
788.158809	 0.031743	 787.757666	 0.035980	 0.000000	 0.000000	 -0.004236	 0.000000	 -0.062554	 nan
788.376195	 0.030261	 787.960303	 0.034527	 0.000000	 0.000000	 -0.004266	 0.000000	 -0.065851	 nan
788.590109	 0.028821	 788.173228	 0.033048	 0.000000	 0.000000	 -0.004228	 0.000000	 -0.068333	 nan
788.808501	 0.027386	 788.385369	 0.031593	 0.000000	 0.000000	 -0.004207	 0.000000	 -0.071328	 nan
788.987986	 0.025958	 788.601535	 0.030226	 0.000000	 0.000000	 -0.004268	 0.000000	 -0.075969	 nan
789.184826	 0.024514	 788.807489	 0.028955	 0.000000	 0.000000	 -0.004441	 0.000000	 -0.083054	 nan
789.385104	 0.023052	 789.001098	 0.027771	 0.000000	 0.000000	 -0.004720	 0.000000	 -0.092870	 nan
789.586576	 0.021641	 789.191397	 0.026643	 0.000000	 0.000000	 -0.005002	 0.000000	 -0.103593	 nan
789.803650	 0.020341	 789.396500	 0.025655	 0.000000	 0.000000	 -0.005314	 0.000000	 -0.115524	 nan
789.976764	 0.019161	 789.599137	 0.024883	 0.000000	 0.000000	 -0.005722	 0.000000	 -0.129918	 nan
790.167076	 0.018116	 789.791330	 0.024355	 0.000000	 0.000000	 -0.006239	 0.000000	 -0.146909	 nan
790.357608	 0.017106	 789.993075	 0.024179	 0.000000	 0.000000	 -0.007074	 0.000000	 -0.171334	 nan
790.564727	 0.016228	 790.180050	 0.024365	 0.000000	 0.000000	 -0.008137	 0.000000	 -0.200455	 nan
790.782463	 0.015538	 790.372265	 0.025081	 0.000000	 0.000000	 -0.009543	 0.000000	 -0.234928	 nan
790.974322	 0.015119	 790.568182	 0.026473	 0.000000	 0.000000	 -0.011353	 0.000000	 -0.272969	 nan
791.185376	 0.015212	 790.776639	 0.028886	 0.000000	 0.000000	 -0.013675	 0.000000	 -0.310103	 nan
791.387372	 0.016481	 790.985269	 0.032744	 0.000000	 0.000000	 -0.016263	 0.000000	 -0.330393	 nan
791.584238	 0.020160	 791.193427	 0.038964	 0.000000	 0.000000	 -0.018804	 0.000000	 -0.318039	 nan
791.816946	 0.026883	 791.398465	 0.049260	 0.000000	 0.000000	 -0.022377	 0.000000	 -0.293877	 nan
792.025470	 0.035289	 791.608971	 0.066411	 0.000000	 0.000000	 -0.031122	 0.000000	 -0.306022	 nan
792.245170	 0.043896	 791.811702	 0.091910	 0.000000	 0.000000	 -0.048015	 0.000000	 -0.353553	 nan
792.452623	 0.052175	 792.027147	 0.123226	 0.000000	 0.000000	 -0.071051	 0.000000	 -0.405079	 nan
792.658176	 0.061989	 792.250410	 0.155141	 0.000000	 0.000000	 -0.093153	 0.000000	 -0.429017	 nan
792.870187	 0.076176	 792.465639	 0.182747	 0.000000	 0.000000	 -0.106571	 0.000000	 -0.411593	 nan
793.065385	 0.094113	 792.663687	 0.207041	 0.000000	 0.000000	 -0.112928	 0.000000	 -0.374985	 nan
793.276444	 0.113313	 792.865527	 0.232051	 0.000000	 0.000000	 -0.118738	 0.000000	 -0.343806	 nan
793.488133	 0.132826	 793.076808	 0.254819	 0.000000	 0.000000	 -0.121993	 0.000000	 -0.314704	 nan
793.698051	 0.151780	 793.287097	 0.271032	 0.000000	 0.000000	 -0.119252	 0.000000	 -0.282044	 nan
793.914707	 0.165785	 793.496458	 0.282764	 0.000000	 0.000000	 -0.116980	 0.000000	 -0.260796	 nan
794.100403	 0.170448	 793.708591	 0.292234	 0.000000	 0.000000	 -0.121786	 0.000000	 -0.263218	 nan
794.312463	 0.164800	 793.906606	 0.295457	 0.000000	 0.000000	 -0.130657	 0.000000	 -0.283878	 nan
794.534984	 0.153998	 794.107319	 0.287497	 0.000000	 0.000000	 -0.133499	 0.000000	 -0.302380	 nan
794.754047	 0.142274	 794.311450	 0.267558	 0.000000	 0.000000	 -0.125285	 0.000000	 -0.305698	 nan
794.984501	 0.131845	 794.532801	 0.242654	 0.000000	 0.000000	 -0.110809	 0.000000	 -0.295886	 nan
795.170172	 0.123629	 794.755122	 0.218311	 0.000000	 0.000000	 -0.094682	 0.000000	 -0.276896	 nan
795.368712	 0.117105	 794.969682	 0.197292	 0.000000	 0.000000	 -0.080187	 0.000000	 -0.255049	 nan
795.568785	 0.110795	 795.177317	 0.180303	 0.000000	 0.000000	 -0.069507	 0.000000	 -0.238776	 nan
795.777902	 0.104304	 795.375993	 0.166830	 0.000000	 0.000000	 -0.062526	 0.000000	 -0.230609	 nan
796.004242	 0.097926	 795.578422	 0.154810	 0.000000	 0.000000	 -0.056884	 0.000000	 -0.225071	 nan
796.191824	 0.092008	 795.775992	 0.143322	 0.000000	 0.000000	 -0.051314	 0.000000	 -0.218052	 nan
796.383089	 0.086426	 795.979210	 0.132312	 0.000000	 0.000000	 -0.045886	 0.000000	 -0.209778	 nan
796.578304	 0.081222	 796.188610	 0.122166	 0.000000	 0.000000	 -0.040944	 0.000000	 -0.201312	 nan
796.783301	 0.076564	 796.390337	 0.113322	 0.000000	 0.000000	 -0.036758	 0.000000	 -0.193579	 nan
796.998094	 0.072659	 796.583073	 0.105284	 0.000000	 0.000000	 -0.032625	 0.000000	 -0.183345	 nan
797.193543	 0.069418	 796.773677	 0.097957	 0.000000	 0.000000	 -0.028539	 0.000000	 -0.170507	 nan
797.393478	 0.066834	 796.981853	 0.091527	 0.000000	 0.000000	 -0.024693	 0.000000	 -0.155928	 nan
797.594104	 0.064777	 797.192235	 0.086144	 0.000000	 0.000000	 -0.021367	 0.000000	 -0.141579	 nan
797.787809	 0.063150	 797.402398	 0.081664	 0.000000	 0.000000	 -0.018514	 0.000000	 -0.127844	 nan
798.008587	 0.061862	 797.601194	 0.078071	 0.000000	 0.000000	 -0.016209	 0.000000	 -0.115837	 nan
798.206170	 0.060866	 797.787163	 0.075063	 0.000000	 0.000000	 -0.014197	 0.000000	 -0.104446	 nan
798.407070	 0.060088	 797.994421	 0.072480	 0.000000	 0.000000	 -0.012392	 0.000000	 -0.093478	 nan
798.618194	 0.059469	 798.196728	 0.070374	 0.000000	 0.000000	 -0.010905	 0.000000	 -0.083988	 nan
798.819760	 0.058905	 798.401503	 0.068564	 0.000000	 0.000000	 -0.009659	 0.000000	 -0.075777	 nan
799.030443	 0.058415	 798.612694	 0.067032	 0.000000	 0.000000	 -0.008617	 0.000000	 -0.068687	 nan
799.214832	 0.057772	 798.820903	 0.065794	 0.000000	 0.000000	 -0.008022	 0.000000	 -0.064918	 nan
799.428620	 0.057160	 799.010529	 0.064748	 0.000000	 0.000000	 -0.007588	 0.000000	 -0.062243	 nan
799.653859	 0.056583	 799.204722	 0.063695	 0.000000	 0.000000	 -0.007112	 0.000000	 -0.059130	 nan
799.872497	 0.056063	 799.423712	 0.062730	 0.000000	 0.000000	 -0.006666	 0.000000	 -0.056117	 nan
800.109598	 0.055571	 799.637614	 0.061874	 0.000000	 0.000000	 -0.006303	 0.000000	 -0.053670	 nan
800.305045	 0.055116	 799.855917	 0.061102	 0.000000	 0.000000	 -0.005986	 0.000000	 -0.051506	 nan
800.519742	 0.054758	 800.079484	 0.060371	 0.000000	 0.000000	 -0.005613	 0.000000	 -0.048755	 nan
800.741956	 0.054444	 800.299610	 0.059703	 0.000000	 0.000000	 -0.005260	 0.000000	 -0.046079	 nan
800.962440	 0.054152	 800.515034	 0.059125	 0.000000	 0.000000	 -0.004973	 0.000000	 -0.043905	 nan
801.196940	 0.053887	 800.731564	 0.058620	 0.000000	 0.000000	 -0.004733	 0.000000	 -0.042070	 nan
801.390000	 0.053691	 800.947153	 0.058076	 0.000000	 0.000000	 -0.004384	 0.000000	 -0.039227	 nan
801.588981	 0.053485	 801.172185	 0.057588	 0.000000	 0.000000	 -0.004103	 0.000000	 -0.036939	 nan
801.785807	 0.053290	 801.386089	 0.057169	 0.000000	 0.000000	 -0.003879	 0.000000	 -0.035116	 nan
801.987038	 0.053027	 801.585270	 0.056810	 0.000000	 0.000000	 -0.003782	 0.000000	 -0.034435	 nan
802.206147	 0.052822	 801.778187	 0.056463	 0.000000	 0.000000	 -0.003641	 0.000000	 -0.033314	 nan
802.383032	 0.052604	 801.970401	 0.056024	 0.000000	 0.000000	 -0.003420	 0.000000	 -0.031487	 nan
802.572211	 0.052363	 802.173119	 0.055643	 0.000000	 0.000000	 -0.003279	 0.000000	 -0.030363	 nan
802.751980	 0.052098	 802.369901	 0.055287	 0.000000	 0.000000	 -0.003190	 0.000000	 -0.029703	 nan
802.930765	 0.051853	 802.563060	 0.054948	 0.000000	 0.000000	 -0.003095	 0.000000	 -0.028983	 nan
803.156901	 0.051564	 802.747277	 0.054581	 0.000000	 0.000000	 -0.003017	 0.000000	 -0.028426	 nan
803.357750	 0.051287	 802.933506	 0.054187	 0.000000	 0.000000	 -0.002900	 0.000000	 -0.027495	 nan
803.576071	 0.050972	 803.131521	 0.053834	 0.000000	 0.000000	 -0.002862	 0.000000	 -0.027309	 nan
803.806097	 0.050661	 803.354047	 0.053452	 0.000000	 0.000000	 -0.002791	 0.000000	 -0.026807	 nan
804.028923	 0.050404	 803.582952	 0.053063	 0.000000	 0.000000	 -0.002659	 0.000000	 -0.025700	 nan
804.263673	 0.050133	 803.802928	 0.052706	 0.000000	 0.000000	 -0.002574	 0.000000	 -0.025027	 nan
804.467940	 0.049846	 804.014629	 0.052374	 0.000000	 0.000000	 -0.002528	 0.000000	 -0.024732	 nan
804.704546	 0.049530	 804.227840	 0.052052	 0.000000	 0.000000	 -0.002522	 0.000000	 -0.024830	 nan
804.936950	 0.049280	 804.449901	 0.051709	 0.000000	 0.000000	 -0.002429	 0.000000	 -0.024051	 nan
805.143159	 0.049074	 804.677490	 0.051346	 0.000000	 0.000000	 -0.002273	 0.000000	 -0.022630	 nan
805.325007	 0.048923	 804.908278	 0.051047	 0.000000	 0.000000	 -0.002123	 0.000000	 -0.021239	 nan
805.435854	 0.048838	 805.128039	 0.050796	 0.000000	 0.000000	 -0.001959	 0.000000	 -0.019659	 nan
