Q 	 ICP 	  ICN 	 IXMCDR  
0.0380285	 3.3851e-14	 3.3167e-14	 6.84e-16	 0.0102062
0.0388695	 3.407e-14	 3.3482e-14	 5.88e-16	 0.00870441
0.0397103	 3.3597e-14	 3.3106e-14	 4.91e-16	 0.00736099
0.0405508	 3.2614e-14	 3.2134e-14	 4.8e-16	 0.00741336
0.0413911	 2.9911e-14	 2.9553e-14	 3.58e-16	 0.00602045
0.042231	 2.7359e-14	 2.6846e-14	 5.13e-16	 0.00946407
0.0430707	 2.4268e-14	 2.3855e-14	 4.13e-16	 0.00858217
0.04391	 2.091e-14	 2.0471e-14	 4.39e-16	 0.0106087
0.0447491	 1.7363e-14	 1.6975e-14	 3.88e-16	 0.0112994
0.0455878	 1.4096e-14	 1.3706e-14	 3.9e-16	 0.0140278
0.0464263	 1.111e-14	 1.0734e-14	 3.76e-16	 0.017213
0.0472644	 8.2411e-15	 7.7893e-15	 4.518e-16	 0.028184
0.0481022	 5.8662e-15	 5.5199e-15	 3.463e-16	 0.0304143
0.0489397	 4.125e-15	 3.8171e-15	 3.079e-16	 0.0387681
0.0497768	 2.7e-15	 2.4563e-15	 2.437e-16	 0.0472626
0.0506136	 1.7993e-15	 1.618e-15	 1.813e-16	 0.0530536
0.05145	 1.3592e-15	 1.2295e-15	 1.297e-16	 0.0501024
0.0522861	 1.3038e-15	 1.2275e-15	 7.63e-17	 0.0301426
0.0531219	 1.5823e-15	 1.5515e-15	 3.08e-17	 0.00982832
0.0539572	 2.1302e-15	 2.1425e-15	 -1.23e-17	 -0.00287874
0.0547922	 2.9066e-15	 2.9561e-15	 -4.95e-17	 -0.00844321
0.0556269	 3.6868e-15	 3.7657e-15	 -7.89e-17	 -0.0105871
0.0564617	 4.5946e-15	 4.6892e-15	 -9.46e-17	 -0.0101898
0.0572955	 5.538e-15	 5.6631e-15	 -1.251e-16	 -0.0111685
0.058129	 6.2598e-15	 6.3791e-15	 -1.193e-16	 -0.00943911
0.058962	 6.8128e-15	 6.9352e-15	 -1.224e-16	 -0.00890311
0.0597947	 7.5063e-15	 7.6233e-15	 -1.17e-16	 -0.00773319
0.060627	 7.8636e-15	 7.9704e-15	 -1.068e-16	 -0.00674498
0.0614588	 8.0082e-15	 8.125e-15	 -1.168e-16	 -0.00723973
0.0622902	 8.0843e-15	 8.1597e-15	 -7.54e-17	 -0.00464171
0.0631212	 8.0241e-15	 8.0799e-15	 -5.58e-17	 -0.00346498
0.0639518	 7.6309e-15	 7.7008e-15	 -6.99e-17	 -0.00455918
0.0647819	 7.2439e-15	 7.2639e-15	 -2e-17	 -0.00137857
0.0656115	 6.8692e-15	 6.8673e-15	 1.9e-18	 0.000138318
0.0664408	 6.1886e-15	 6.1775e-15	 1.11e-17	 0.000897615
0.0672695	 5.568e-15	 5.5389e-15	 2.91e-17	 0.00261999
0.0680978	 4.9584e-15	 4.9176e-15	 4.08e-17	 0.00413123
0.0689257	 4.301e-15	 4.2376e-15	 6.34e-17	 0.0074251
0.069753	 3.6569e-15	 3.5872e-15	 6.97e-17	 0.00962162
0.0705799	 3.0726e-15	 2.9972e-15	 7.54e-17	 0.0124222
0.0714063	 2.5815e-15	 2.4935e-15	 8.8e-17	 0.0173399
0.0722323	 2.0649e-15	 1.9958e-15	 6.91e-17	 0.0170168
0.0730577	 1.5798e-15	 1.5225e-15	 5.73e-17	 0.0184702
0.0738826	 1.3303e-15	 1.2778e-15	 5.25e-17	 0.0201296
0.074707	 1.0852e-15	 1.037e-15	 4.82e-17	 0.0227123
0.0755309	 9.3962e-16	 8.9534e-16	 4.428e-17	 0.0241313
0.0763543	 8.6822e-16	 8.3687e-16	 3.135e-17	 0.0183861
0.0771772	 8.505e-16	 8.2236e-16	 2.814e-17	 0.0168215
0.0779995	 8.8436e-16	 8.6296e-16	 2.14e-17	 0.0122473
0.0788213	 9.678e-16	 9.5093e-16	 1.687e-17	 0.00879227
0.0796425	 1.0949e-15	 1.0805e-15	 1.44e-17	 0.00661947
0.0804633	 1.213e-15	 1.1981e-15	 1.49e-17	 0.00617975
0.0812834	 1.3551e-15	 1.3467e-15	 8.4e-18	 0.00310904
0.082103	 1.5247e-15	 1.5213e-15	 3.4e-18	 0.00111622
0.0829221	 1.6414e-15	 1.6256e-15	 1.58e-17	 0.00483624
0.0837405	 1.7275e-15	 1.7084e-15	 1.91e-17	 0.00555895
0.0845584	 1.8756e-15	 1.8473e-15	 2.83e-17	 0.0076016
0.0853757	 1.946e-15	 1.9135e-15	 3.25e-17	 0.00842078
0.0861925	 1.9855e-15	 1.9443e-15	 4.12e-17	 0.010484
0.0870086	 2.0076e-15	 1.9571e-15	 5.05e-17	 0.0127374
0.0878242	 2.0121e-15	 1.9637e-15	 4.84e-17	 0.0121737
0.0886391	 1.9361e-15	 1.8761e-15	 6e-17	 0.0157389
0.0894535	 1.8554e-15	 1.797e-15	 5.84e-17	 0.0159895
0.0902672	 1.7856e-15	 1.72e-15	 6.56e-17	 0.0187129
0.0910803	 1.6261e-15	 1.566e-15	 6.01e-17	 0.0188277
0.0918928	 1.488e-15	 1.4295e-15	 5.85e-17	 0.0200514
0.0927046	 1.3499e-15	 1.291e-15	 5.89e-17	 0.022303
0.0935158	 1.1909e-15	 1.1348e-15	 5.61e-17	 0.0241218
0.0943264	 1.0333e-15	 9.8036e-16	 5.294e-17	 0.0262904
0.0951363	 8.8725e-16	 8.3953e-16	 4.772e-17	 0.0276353
0.0959456	 7.506e-16	 7.0991e-16	 4.069e-17	 0.0278601
0.0967542	 6.0635e-16	 5.666e-16	 3.975e-17	 0.0338889
0.0975622	 4.8542e-16	 4.4989e-16	 3.553e-17	 0.0379874
0.0983695	 3.8635e-16	 3.5417e-16	 3.218e-17	 0.0434559
0.0991761	 2.8132e-16	 2.5935e-16	 2.197e-17	 0.0406348
0.099982	 2.0678e-16	 1.8449e-16	 2.229e-17	 0.0569683
0.100787	 1.4881e-16	 1.3009e-16	 1.872e-17	 0.0671208
0.101592	 1.0372e-16	 8.8162e-17	 1.5558e-17	 0.0810811
0.102396	 7.2753e-17	 5.9753e-17	 1.3e-17	 0.0981088
0.103199	 5.444e-17	 4.312e-17	 1.132e-17	 0.116031
0.104001	 4.7049e-17	 3.717e-17	 9.879e-18	 0.117301
0.104803	 4.7257e-17	 3.838e-17	 8.877e-18	 0.103658
0.105604	 5.569e-17	 4.6905e-17	 8.785e-18	 0.085628
0.106404	 6.952e-17	 6.0196e-17	 9.324e-18	 0.0718801
0.107204	 8.6068e-17	 7.515e-17	 1.0918e-17	 0.067722
0.108003	 1.0416e-16	 9.3085e-17	 1.1075e-17	 0.0561484
0.108801	 1.24e-16	 1.1102e-16	 1.298e-17	 0.0552293
0.109598	 1.4165e-16	 1.2599e-16	 1.566e-17	 0.0585114
0.110395	 1.5653e-16	 1.413e-16	 1.523e-17	 0.0511366
0.111191	 1.6879e-16	 1.5111e-16	 1.768e-17	 0.0552673
0.111986	 1.7956e-16	 1.6348e-16	 1.608e-17	 0.046875
0.11278	 1.8166e-16	 1.647e-16	 1.696e-17	 0.0489664
0.113574	 1.8217e-16	 1.6605e-16	 1.612e-17	 0.0462926
0.114366	 1.8113e-16	 1.626e-16	 1.853e-17	 0.0539086
0.115158	 1.7361e-16	 1.5549e-16	 1.812e-17	 0.0550593
0.115949	 1.6416e-16	 1.4892e-16	 1.524e-17	 0.0486777
0.11674	 1.5469e-16	 1.3938e-16	 1.531e-17	 0.0520624
0.117529	 1.4238e-16	 1.2846e-16	 1.392e-17	 0.0513957
0.118318	 1.2833e-16	 1.1804e-16	 1.029e-17	 0.0417664
0.119106	 1.1565e-16	 1.0583e-16	 9.82e-18	 0.0443381
0.119893	 1.0317e-16	 9.6603e-17	 6.567e-18	 0.0328723
0.12068	 9.0333e-17	 8.4433e-17	 5.9e-18	 0.0337594
0.121465	 7.9716e-17	 7.7211e-17	 2.505e-18	 0.0159628
0.12225	 7.0697e-17	 7.0663e-17	 3.4e-20	 0.000240521
0.123034	 6.1031e-17	 6.4189e-17	 -3.158e-18	 -0.0252196
0.123817	 5.6025e-17	 5.9965e-17	 -3.94e-18	 -0.0339684
0.124599	 5.1442e-17	 5.6934e-17	 -5.492e-18	 -0.0506754
0.12538	 4.795e-17	 5.4831e-17	 -6.881e-18	 -0.0669482
0.126161	 4.5522e-17	 5.3721e-17	 -8.199e-18	 -0.0826154
0.12694	 4.4315e-17	 5.301e-17	 -8.695e-18	 -0.0893398
0.127719	 4.4027e-17	 5.3033e-17	 -9.006e-18	 -0.092788
0.128497	 4.3401e-17	 5.2427e-17	 -9.026e-18	 -0.0941896
0.129274	 4.3727e-17	 5.2569e-17	 -8.842e-18	 -0.0918211
0.13005	 4.4162e-17	 5.2282e-17	 -8.12e-18	 -0.0841939
0.130825	 4.4163e-17	 5.1371e-17	 -7.208e-18	 -0.0754496
0.131599	 4.3811e-17	 4.9682e-17	 -5.871e-18	 -0.0627961
0.132372	 4.4052e-17	 4.8567e-17	 -4.515e-18	 -0.0487481
0.133145	 4.2551e-17	 4.5985e-17	 -3.434e-18	 -0.0387865
0.133916	 4.0939e-17	 4.3296e-17	 -2.357e-18	 -0.0279812
0.134687	 3.8919e-17	 4.0054e-17	 -1.135e-18	 -0.014372
0.135457	 3.7032e-17	 3.6894e-17	 1.38e-19	 0.00186673
0.136226	 4.229e-17	 4.1467e-17	 8.23e-19	 0.00982604
0.136993	 3.0267e-17	 2.8559e-17	 1.708e-18	 0.0290348
0.13776	 2.7317e-17	 2.4844e-17	 2.473e-18	 0.0474109
0.138526	 2.3521e-17	 2.0843e-17	 2.678e-18	 0.0603643
0.139291	 2.0371e-17	 1.746e-17	 2.911e-18	 0.0769475
0.140055	 1.748e-17	 1.4708e-17	 2.772e-18	 0.0861191
0.140818	 1.5049e-17	 1.2494e-17	 2.555e-18	 0.092764
0.141581	 1.315e-17	 1.0915e-17	 2.235e-18	 0.0928735
0.142342	 1.202e-17	 1.0342e-17	 1.678e-18	 0.075038
0.143102	 1.1609e-17	 1.0507e-17	 1.102e-18	 0.0498282
0.143861	 1.1833e-17	 1.146e-17	 3.73e-19	 0.0160134
0.144619	 1.2794e-17	 1.2588e-17	 2.06e-19	 0.00811599
0.145377	 1.4591e-17	 1.5535e-17	 -9.44e-19	 -0.0313351
0.146133	 1.6687e-17	 1.835e-17	 -1.663e-18	 -0.0474641
0.146888	 1.9138e-17	 2.1523e-17	 -2.385e-18	 -0.0586557
0.147642	 2.073e-17	 2.5125e-17	 -4.395e-18	 -0.0958456
0.148395	 2.5134e-17	 2.8443e-17	 -3.309e-18	 -0.0617616
0.149148	 2.8229e-17	 3.0073e-17	 -1.844e-18	 -0.0316284
0.149899	 3.1178e-17	 3.5279e-17	 -4.101e-18	 -0.0617091
0.150649	 3.4152e-17	 3.8239e-17	 -4.087e-18	 -0.0564573
0.151398	 3.6132e-17	 4.027e-17	 -4.138e-18	 -0.0541609
0.152146	 3.7994e-17	 4.2322e-17	 -4.328e-18	 -0.0538871
0.152893	 3.9672e-17	 4.379e-17	 -4.118e-18	 -0.0493398
0.153639	 4.0213e-17	 4.3722e-17	 -3.509e-18	 -0.0418062
0.154384	 4.0193e-17	 4.3467e-17	 -3.274e-18	 -0.0391346
0.155128	 3.9851e-17	 4.2761e-17	 -2.91e-18	 -0.0352249
0.155871	 3.8801e-17	 4.0884e-17	 -2.083e-18	 -0.0261404
0.156612	 3.705e-17	 3.9105e-17	 -2.055e-18	 -0.0269844
0.157353	 3.5176e-17	 3.6665e-17	 -1.489e-18	 -0.0207263
0.158093	 3.3088e-17	 3.3923e-17	 -8.35e-19	 -0.0124606
0.158831	 2.9873e-17	 3.0521e-17	 -6.48e-19	 -0.0107295
0.159569	 2.7408e-17	 2.713e-17	 2.78e-19	 0.00509736
0.160305	 2.4754e-17	 2.418e-17	 5.74e-19	 0.0117301
0.16104	 2.1739e-17	 2.0936e-17	 8.03e-19	 0.0188166
0.161774	 1.9048e-17	 1.8064e-17	 9.84e-19	 0.0265143
0.162507	 1.6734e-17	 1.5689e-17	 1.045e-18	 0.0322302
0.163239	 1.4579e-17	 1.343e-17	 1.149e-18	 0.0410225
0.16397	 1.2845e-17	 1.1705e-17	 1.14e-18	 0.0464358
0.1647	 1.1552e-17	 1.0519e-17	 1.033e-18	 0.0468035
0.165428	 1.0592e-17	 9.8492e-18	 7.428e-19	 0.0363384
0.166156	 1.0265e-17	 9.6229e-18	 6.421e-19	 0.032286
0.166882	 1.0008e-17	 9.4382e-18	 5.698e-19	 0.0293014
0.167607	 1.0809e-17	 1.0718e-17	 9.1e-20	 0.00422725
0.168331	 1.1681e-17	 1.1898e-17	 -2.17e-19	 -0.0092031
0.169054	 1.2923e-17	 1.3483e-17	 -5.6e-19	 -0.0212073
0.169775	 1.4464e-17	 1.5358e-17	 -8.94e-19	 -0.0299779
0.170496	 1.6186e-17	 1.7401e-17	 -1.215e-18	 -0.0361747
0.171215	 1.7941e-17	 1.9359e-17	 -1.418e-18	 -0.0380161
0.171933	 1.9956e-17	 2.1511e-17	 -1.555e-18	 -0.0374997
0.17265	 2.1889e-17	 2.3777e-17	 -1.888e-18	 -0.0413437
0.173366	 2.3261e-17	 2.5256e-17	 -1.995e-18	 -0.0411196
0.174081	 2.5026e-17	 2.6991e-17	 -1.965e-18	 -0.0377761
0.174794	 2.6175e-17	 2.833e-17	 -2.155e-18	 -0.0395377
0.175506	 2.6917e-17	 2.9114e-17	 -2.197e-18	 -0.0392104
0.176217	 2.7518e-17	 2.9587e-17	 -2.069e-18	 -0.0362315
0.176927	 2.807e-17	 2.9609e-17	 -1.539e-18	 -0.0266822
0.177636	 2.7658e-17	 2.9434e-17	 -1.776e-18	 -0.0311077
0.178343	 2.7192e-17	 2.8726e-17	 -1.534e-18	 -0.027433
0.179049	 2.6174e-17	 2.766e-17	 -1.486e-18	 -0.0276034
0.179754	 2.5476e-17	 2.6335e-17	 -8.59e-19	 -0.0165795
0.180458	 2.3782e-17	 2.4485e-17	 -7.03e-19	 -0.0145648
0.18116	 2.2173e-17	 2.2821e-17	 -6.48e-19	 -0.0144019
0.181861	 2.0347e-17	 2.0936e-17	 -5.89e-19	 -0.0142674
0.182561	 1.8398e-17	 1.8716e-17	 -3.18e-19	 -0.0085682
0.18326	 1.6373e-17	 1.6635e-17	 -2.62e-19	 -0.00793747
0.183957	 1.4505e-17	 1.4617e-17	 -1.12e-19	 -0.00384589
0.184654	 1.2756e-17	 1.2772e-17	 -1.6e-20	 -0.000626763
0.185348	 1.1119e-17	 1.0959e-17	 1.6e-19	 0.00724703
0.186042	 9.7224e-18	 9.6903e-18	 3.21e-20	 0.00165356
0.186735	 8.6498e-18	 8.6065e-18	 4.33e-20	 0.00250923
0.187426	 7.81e-18	 7.8271e-18	 -1.71e-20	 -0.00109355
0.188115	 7.3142e-18	 7.4252e-18	 -1.11e-19	 -0.00753084
0.188804	 7.1927e-18	 7.4451e-18	 -2.524e-19	 -0.017243
0.189491	 7.4075e-18	 7.806e-18	 -3.985e-19	 -0.0261938
0.190177	 8.0077e-18	 8.4881e-18	 -4.804e-19	 -0.0291226
0.190862	 8.9844e-18	 9.6363e-18	 -6.519e-19	 -0.0350094
0.191545	 1.0169e-17	 1.096e-17	 -7.91e-19	 -0.0374367
0.192227	 1.172e-17	 1.2647e-17	 -9.27e-19	 -0.0380433
0.192908	 1.3444e-17	 1.4428e-17	 -9.84e-19	 -0.0353042
0.193587	 1.5433e-17	 1.6726e-17	 -1.293e-18	 -0.0402065
0.194265	 1.7388e-17	 1.8525e-17	 -1.137e-18	 -0.0316598
0.194942	 1.9635e-17	 2.0876e-17	 -1.241e-18	 -0.0306337
0.195617	 2.1807e-17	 2.3134e-17	 -1.327e-18	 -0.0295276
0.196291	 2.3628e-17	 2.5207e-17	 -1.579e-18	 -0.0323334
0.196964	 2.5778e-17	 2.6933e-17	 -1.155e-18	 -0.0219119
0.197635	 2.7744e-17	 2.8984e-17	 -1.24e-18	 -0.0218587
0.198305	 2.9238e-17	 3.051e-17	 -1.272e-18	 -0.0212894
0.198974	 3.0634e-17	 3.1806e-17	 -1.172e-18	 -0.01877
0.199641	 3.1564e-17	 3.2916e-17	 -1.352e-18	 -0.0209677
0.200307	 3.2883e-17	 3.4128e-17	 -1.245e-18	 -0.018579
0.200971	 3.3134e-17	 3.3967e-17	 -8.33e-19	 -0.0124141
0.201635	 3.3473e-17	 3.4241e-17	 -7.68e-19	 -0.0113418
0.202296	 3.3471e-17	 3.4114e-17	 -6.43e-19	 -0.00951395
0.202957	 3.273e-17	 3.3468e-17	 -7.38e-19	 -0.0111484
0.203616	 3.2003e-17	 3.231e-17	 -3.07e-19	 -0.00477353
0.204273	 3.1451e-17	 3.1152e-17	 2.99e-19	 0.00477613
0.204929	 3.0147e-17	 3.0184e-17	 -3.7e-20	 -0.000613283
0.205584	 2.8683e-17	 2.8522e-17	 1.61e-19	 0.00281444
0.206238	 2.6964e-17	 2.6769e-17	 1.95e-19	 0.00362905
0.20689	 2.5616e-17	 2.528e-17	 3.36e-19	 0.0066017
0.20754	 2.3426e-17	 2.3122e-17	 3.04e-19	 0.00653089
0.208189	 2.1752e-17	 2.1427e-17	 3.25e-19	 0.00752681
0.208837	 1.9915e-17	 1.9631e-17	 2.84e-19	 0.00718151
0.209483	 1.7917e-17	 1.7619e-17	 2.98e-19	 0.00838586
0.210128	 1.6267e-17	 1.5866e-17	 4.01e-19	 0.0124794
0.210771	 1.4799e-17	 1.4341e-17	 4.58e-19	 0.0157172
0.211413	 1.3155e-17	 1.2879e-17	 2.76e-19	 0.0106015
0.212054	 1.194e-17	 1.1501e-17	 4.39e-19	 0.0187279
0.212693	 1.0826e-17	 1.0558e-17	 2.68e-19	 0.0125327
0.21333	 9.9374e-18	 9.7049e-18	 2.325e-19	 0.0118367
0.213967	 9.1574e-18	 8.9543e-18	 2.031e-19	 0.0112137
0.214601	 8.6308e-18	 8.5724e-18	 5.84e-20	 0.00339472
0.215234	 8.3754e-18	 8.3632e-18	 1.22e-20	 0.000728854
0.215866	 8.1915e-18	 8.3429e-18	 -1.514e-19	 -0.00915667
0.216496	 8.3419e-18	 8.4534e-18	 -1.115e-19	 -0.00663876
0.217125	 8.6049e-18	 8.7835e-18	 -1.786e-19	 -0.0102712
0.217752	 9.0235e-18	 9.3206e-18	 -2.971e-19	 -0.0161959
0.218378	 9.581e-18	 9.8271e-18	 -2.461e-19	 -0.0126803
0.219002	 1.0248e-17	 1.0542e-17	 -2.94e-19	 -0.0141414
0.219625	 1.1067e-17	 1.1384e-17	 -3.17e-19	 -0.0141196
0.220246	 1.195e-17	 1.2209e-17	 -2.59e-19	 -0.0107206
0.220866	 1.2795e-17	 1.3112e-17	 -3.17e-19	 -0.0122361
0.221484	 1.3765e-17	 1.406e-17	 -2.95e-19	 -0.010602
0.222101	 1.4505e-17	 1.4821e-17	 -3.16e-19	 -0.0107754
0.222716	 1.5254e-17	 1.5557e-17	 -3.03e-19	 -0.00983415
0.22333	 1.6204e-17	 1.617e-17	 3.4e-20	 0.00105023
0.223942	 1.6737e-17	 1.6926e-17	 -1.89e-19	 -0.00561447
0.224553	 1.7337e-17	 1.7379e-17	 -4.2e-20	 -0.00120982
0.225162	 1.7791e-17	 1.7754e-17	 3.7e-20	 0.00104093
0.225769	 1.8393e-17	 1.8316e-17	 7.7e-20	 0.00209758
0.226375	 1.8386e-17	 1.8067e-17	 3.19e-19	 0.00875099
0.226979	 1.8578e-17	 1.8295e-17	 2.83e-19	 0.00767499
0.227582	 1.8568e-17	 1.8464e-17	 1.04e-19	 0.00280838
0.228184	 1.8324e-17	 1.8058e-17	 2.66e-19	 0.00731131
0.228783	 1.8099e-17	 1.7656e-17	 4.43e-19	 0.0123899
0.229382	 1.7816e-17	 1.732e-17	 4.96e-19	 0.0141166
0.229978	 1.7196e-17	 1.6876e-17	 3.2e-19	 0.00939188
0.230573	 1.6789e-17	 1.6207e-17	 5.82e-19	 0.0176385
0.231167	 1.6163e-17	 1.5588e-17	 5.75e-19	 0.0181097
0.231758	 1.5589e-17	 1.5118e-17	 4.71e-19	 0.0153385
0.232349	 1.4901e-17	 1.4127e-17	 7.74e-19	 0.0266639
0.232937	 1.4096e-17	 1.3532e-17	 5.64e-19	 0.0204141
0.233524	 1.3387e-17	 1.2834e-17	 5.53e-19	 0.02109
0.23411	 1.2596e-17	 1.2006e-17	 5.9e-19	 0.0239818
0.234694	 1.1852e-17	 1.1232e-17	 6.2e-19	 0.0268584
0.235276	 1.1153e-17	 1.0582e-17	 5.71e-19	 0.026271
0.235857	 1.0403e-17	 9.8972e-18	 5.058e-19	 0.024916
0.236436	 9.6958e-18	 9.3088e-18	 3.87e-19	 0.0203635
0.237013	 9.1796e-18	 8.7411e-18	 4.385e-19	 0.0244689
0.237589	 8.6199e-18	 8.2743e-18	 3.456e-19	 0.0204567
0.238163	 8.1363e-18	 7.86e-18	 2.763e-19	 0.0172727
0.238736	 7.7809e-18	 7.4842e-18	 2.967e-19	 0.0194365
0.239307	 7.3803e-18	 7.2673e-18	 1.13e-19	 0.00771457
0.239876	 7.1366e-18	 7.0255e-18	 1.111e-19	 0.00784488
0.240443	 6.9632e-18	 1.702e-17	 -1.00568e-17	 -0.419327
0.241009	 1.6826e-17	 6.9644e-18	 9.8616e-18	 0.41452
0.241574	 6.9753e-18	 6.9752e-18	 1e-22	 7.1682e-06
0.242136	 6.9835e-18	 6.9939e-18	 -1.04e-20	 -0.000744058
0.242697	 7.0539e-18	 7.0912e-18	 -3.73e-20	 -0.00263696
0.243257	 7.1125e-18	 7.2044e-18	 -9.19e-20	 -0.00641899
0.243814	 7.2527e-18	 7.4437e-18	 -1.91e-19	 -0.0129964
0.24437	 7.4846e-18	 7.6062e-18	 -1.216e-19	 -0.00805789
0.244925	 7.6418e-18	 7.8727e-18	 -2.309e-19	 -0.0148829
0.245477	 7.8633e-18	 8.0534e-18	 -1.901e-19	 -0.0119434
0.246028	 8.1334e-18	 8.3318e-18	 -1.984e-19	 -0.0120497
0.246578	 8.417e-18	 8.6547e-18	 -2.377e-19	 -0.0139236
0.247125	 8.6153e-18	 8.8559e-18	 -2.406e-19	 -0.0137712
0.247671	 8.8551e-18	 9.0693e-18	 -2.142e-19	 -0.0119502
0.248215	 9.0625e-18	 9.3154e-18	 -2.529e-19	 -0.0137611
0.248758	 9.237e-18	 9.4968e-18	 -2.598e-19	 -0.013868
0.249298	 9.3667e-18	 9.6785e-18	 -3.118e-19	 -0.0163716
0.249838	 9.5062e-18	 9.9771e-18	 -4.709e-19	 -0.0241694
0.250375	 9.6121e-18	 1.0319e-17	 -7.069e-19	 -0.0354672
0.250911	 9.5841e-18	 1.0543e-17	 -9.589e-19	 -0.0476422
0.251444	 9.6176e-18	 1.0765e-17	 -1.1474e-18	 -0.0562931
0.251977	 9.6144e-18	 1.1143e-17	 -1.5286e-18	 -0.0736412
0.252507	 9.5796e-18	 1.1711e-17	 -2.1314e-18	 -0.10011
0.253036	 9.4298e-18	 1.1817e-17	 -2.3872e-18	 -0.112356
0.253563	 9.3357e-18	 1.217e-17	 -2.8343e-18	 -0.131793
0.254088	 9.1865e-18	 1.2624e-17	 -3.4375e-18	 -0.157608
0.254612	 9.256e-18	 1.2645e-17	 -3.389e-18	 -0.154742
0.255133	 9.3158e-18	 1.2342e-17	 -3.0262e-18	 -0.139728
0.255654	 1.0392e-17	 1.2072e-17	 -1.68e-18	 -0.0747863
0.256172	 1.1459e-17	 1.1498e-17	 -3.9e-20	 -0.00169883
0.256688	 1.1289e-17	 1.0886e-17	 4.03e-19	 0.0181736
0.257203	 1.0825e-17	 1.0378e-17	 4.47e-19	 0.0210819
0.257716	 1.0229e-17	 9.8546e-18	 3.744e-19	 0.0186421
0.258227	 9.7832e-18	 9.7192e-18	 6.4e-20	 0.00328165
0.258737	 9.3176e-18	 8.8279e-18	 4.897e-19	 0.0269874
0.259245	 8.9105e-18	 8.8465e-18	 6.4e-20	 0.00360421
0.25975	 8.5659e-18	 8.1536e-18	 4.123e-19	 0.0246598
