photonEnergy	Refl_sample	Phase_Sample	Refl_Monochromator	Phase_Monochromator	ReflSample_cc_ReflMono2	
-4.68	0.000145417598615	3.32785599188	0.000238677066942	3.40866802981	0.000162623295304	
-4.66	0.000146628820733	3.32783742799	0.000240613426401	3.40862001637	0.000164058047286	
-4.64	0.000147855240309	3.32781871096	0.000242573448214	3.40857161648	0.000165511895447	
-4.62	0.000149097112679	3.32779983889	0.000244557519537	3.40852282546	0.000166985180638	
-4.6	0.000150354698567	3.32778080984	0.000246566035472	3.40847363854	0.000168478251357	
-4.58	0.000151628264216	3.32776162185	0.000248599399271	3.40842405087	0.00016999146396	
-4.56	0.000152918081537	3.32774227292	0.000250658022539	3.40837405755	0.000171525182871	
-4.54	0.000154224428246	3.32772276101	0.000252742325435	3.40832365358	0.000173079780807	
-4.52	0.000155547588019	3.32770308406	0.000254852736897	3.40827283386	0.000174655639002	
-4.5	0.000156887850644	3.32768323996	0.000256989694854	3.40822159324	0.000176253147444	
-4.48	0.00015824551218	3.32766322657	0.000259153646457	3.40816992646	0.000177872705118	
-4.46	0.000159620875119	3.32764304172	0.000261345048312	3.40811782818	0.000179514720255	
-4.44	0.000161014248559	3.32762268319	0.000263564366724	3.40806529297	0.000181179610592	
-4.42	0.000162425948374	3.32760214874	0.00026581207794	3.40801231531	0.000182867803637	
-4.4	0.000163856297392	3.32758143607	0.000268088668409	3.40795888959	0.00018457973695	
-4.38	0.000165305625583	3.32756054285	0.000270394635043	3.4079050101	0.000186315858422	
-4.36	0.00016677427025	3.32753946671	0.00027273048549	3.40785067102	0.000188076626574	
