Temperature 	 Sum 	  Maxval 	 R 
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
416.13	 3.1779e+09	 34189	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
414.68	 3.17912e+09	 36300	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
413.28	 3.17645e+09	 34996	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
411.03	 3.17779e+09	 29582	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
409.69	 3.1766e+09	 37146	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
408.4	 3.17739e+09	 36756	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
407.12	 3.17536e+09	 37702	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
405.86	 3.17854e+09	 39543	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
404.62	 3.17638e+09	 42582	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
403.41	 3.17655e+09	 45335	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
402.21	 3.17847e+09	 37090	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
401.05	 3.17614e+09	 45119	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
399.9	 3.18132e+09	 38627	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
398.78	 3.17698e+09	 35825	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
397.66	 3.17263e+09	 35344	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
396.57	 3.17451e+09	 33857	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
395.54	 3.17728e+09	 34043	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
393.74	 3.18136e+09	 37417	 0
392.72	 3.17947e+09	 37409	 0
392.72	 3.17947e+09	 37409	 0
