Temperature 	 Sum 	  Maxval 	 R 
381.63	 3.17415e+09	 2520	 0.711822
381.52	 3.1748e+09	 2604	 0.71042
381.46	 3.17564e+09	 2786	 0.711429
381.38	 3.17551e+09	 2402	 0.712508
381.29	 3.17554e+09	 2674	 0.711064
381.23	 3.17653e+09	 2388	 0.710162
381.14	 3.17597e+09	 2383	 0.710376
381.08	 3.17722e+09	 2506	 0.711652
380.99	 3.17658e+09	 2499	 0.710386
380.91	 3.17645e+09	 2832	 0.710733
380.85	 3.17638e+09	 2391	 0.711591
380.76	 3.17848e+09	 5940	 0.707338
380.68	 3.17811e+09	 2745	 0.710303
380.62	 3.17793e+09	 2921	 0.71028
380.53	 3.1786e+09	 2732	 0.710464
380.47	 3.17592e+09	 2611	 0.711082
380.39	 3.17775e+09	 2758	 0.709768
380.3	 3.17823e+09	 2786	 0.7113
380.24	 3.17824e+09	 2618	 0.710899
380.16	 3.17924e+09	 2780	 0.710663
380.1	 3.18002e+09	 2566	 0.709933
380.01	 3.17743e+09	 2788	 0.708306
379.93	 3.17766e+09	 2575	 0.710491
379.87	 3.17772e+09	 2781	 0.71149
379.79	 3.17706e+09	 2937	 0.708259
379.72	 3.17577e+09	 2861	 0.711234
379.64	 3.17517e+09	 2917	 0.711313
379.56	 3.17552e+09	 2757	 0.711086
379.5	 3.17562e+09	 3051	 0.710435
379.42	 3.17636e+09	 2553	 0.709108
379.36	 3.17414e+09	 2984	 0.706989
379.28	 3.17374e+09	 2743	 0.708211
379.19	 3.17371e+09	 2708	 0.710676
379.13	 3.17479e+09	 2949	 0.709676
379.05	 3.17653e+09	 2564	 0.709679
378.99	 3.17552e+09	 3167	 0.709879
378.91	 3.17646e+09	 2492	 0.710818
378.83	 3.17486e+09	 2741	 0.710019
378.77	 3.17484e+09	 2725	 0.709406
378.69	 3.17441e+09	 2681	 0.709842
378.63	 3.17471e+09	 3152	 0.708955
378.55	 3.17256e+09	 2713	 0.710328
378.47	 3.17443e+09	 2809	 0.710617
378.4	 3.17618e+09	 2905	 0.711145
378.33	 3.17425e+09	 2766	 0.707495
378.26	 3.17556e+09	 3074	 0.708596
378.18	 3.17353e+09	 3257	 0.707566
378.1	 3.17466e+09	 2847	 0.709189
378.05	 3.17492e+09	 2971	 0.712438
377.97	 3.17347e+09	 2963	 0.707517
377.91	 3.17482e+09	 2769	 0.708364
377.82	 3.17387e+09	 2913	 0.70822
377.73	 3.17215e+09	 2728	 0.711155
377.65	 3.17287e+09	 2752	 0.710782
377.59	 3.17416e+09	 2908	 0.707615
377.51	 3.17307e+09	 2648	 0.709314
377.43	 3.17381e+09	 2950	 0.709851
377.37	 3.17326e+09	 2948	 0.708198
377.29	 3.173e+09	 2698	 0.707252
377.24	 3.17319e+09	 3386	 0.707935
377.16	 3.17443e+09	 2644	 0.709551
377.08	 3.17574e+09	 3120	 0.70771
377.02	 3.17762e+09	 2723	 0.709608
376.94	 3.17794e+09	 3052	 0.709057
376.88	 3.17695e+09	 2875	 0.709407
376.81	 3.17519e+09	 2871	 0.709052
376.73	 3.17532e+09	 2935	 0.709439
376.67	 3.17539e+09	 3024	 0.707029
376.59	 3.17534e+09	 2667	 0.709747
376.53	 3.17384e+09	 2858	 0.708347
376.46	 3.17181e+09	 2499	 0.708272
376.38	 3.17322e+09	 2887	 0.709443
376.32	 3.17203e+09	 2999	 0.708325
376.24	 3.17226e+09	 2890	 0.706412
376.19	 3.17211e+09	 3089	 0.70685
376.11	 3.17158e+09	 2977	 0.708273
376.03	 3.17115e+09	 2474	 0.710834
375.98	 3.17209e+09	 2785	 0.70876
375.9	 3.17219e+09	 2944	 0.709266
375.84	 3.17297e+09	 4615	 0.707459
375.77	 3.17087e+09	 2594	 0.710252
375.69	 3.17015e+09	 2861	 0.709516
375.63	 3.17237e+09	 2716	 0.708978
375.56	 3.17307e+09	 3018	 0.708908
375.5	 3.17092e+09	 2783	 0.708743
375.42	 3.17229e+09	 3123	 0.709727
375.35	 3.17255e+09	 2881	 0.709059
375.29	 3.17137e+09	 18263	 0.625316
375.22	 3.17024e+09	 2969	 0.707562
375.14	 3.17175e+09	 2871	 0.708301
375.07	 3.17166e+09	 2723	 0.707489
375.01	 3.17418e+09	 2818	 0.708762
374.94	 3.17547e+09	 2680	 0.709606
374.86	 3.17509e+09	 2835	 0.708872
374.81	 3.17482e+09	 2907	 0.707458
374.73	 3.17385e+09	 2572	 0.708882
374.18	 3.17352e+09	 2882	 0.706614
374.1	 3.17384e+09	 3113	 0.704783
374.03	 3.17289e+09	 2914	 0.707196
373.97	 3.17393e+09	 2993	 0.706451
373.9	 3.17307e+09	 2932	 0.706642
373.84	 3.17232e+09	 3041	 0.707306
373.77	 3.17341e+09	 3098	 0.708942
373.68	 3.17472e+09	 2930	 0.707842
373.61	 3.17599e+09	 3022	 0.706943
373.55	 3.17648e+09	 2921	 0.707644
373.48	 3.1737e+09	 4097	 0.704961
373.41	 3.17414e+09	 3059	 0.706572
373.35	 3.17144e+09	 3013	 0.706614
373.28	 3.1694e+09	 3372	 0.706918
373.23	 3.17127e+09	 2682	 0.70672
373.16	 3.16982e+09	 3647	 0.706415
373.08	 3.16985e+09	 3096	 0.706395
373.03	 3.16918e+09	 2830	 0.707071
372.96	 3.17111e+09	 2886	 0.709212
372.9	 3.17214e+09	 2825	 0.706582
372.83	 3.17082e+09	 3077	 0.706726
372.76	 3.17184e+09	 7007	 0.704416
372.71	 3.17204e+09	 2746	 0.705888
372.63	 3.17297e+09	 3003	 0.707352
372.58	 3.17317e+09	 2970	 0.705485
372.51	 3.17246e+09	 3009	 0.710032
372.44	 3.17398e+09	 2814	 0.707194
372.38	 3.173e+09	 2692	 0.707304
372.31	 3.17166e+09	 2821	 0.707159
372.26	 3.17264e+09	 3173	 0.704825
372.19	 3.17347e+09	 3178	 0.706564
372.12	 3.1742e+09	 3215	 0.705628
372.07	 3.17314e+09	 3110	 0.706389
371.99	 3.174e+09	 3150	 0.706651
371.94	 3.17076e+09	 3219	 0.706361
371.87	 3.17175e+09	 2742	 0.706963
371.8	 3.17427e+09	 2993	 0.708404
371.75	 3.17448e+09	 2915	 0.70597
371.68	 3.17415e+09	 2944	 0.705523
371.63	 3.17213e+09	 3155	 0.70616
371.56	 3.17307e+09	 3040	 0.706096
371.49	 3.17321e+09	 3172	 0.706091
371.44	 3.17192e+09	 3075	 0.705692
371.37	 3.17239e+09	 2976	 0.705415
371.32	 3.17169e+09	 3121	 0.706729
371.25	 3.17131e+09	 3121	 0.706019
371.18	 3.17128e+09	 2842	 0.707322
371.12	 3.17263e+09	 2873	 0.706391
371.06	 3.17339e+09	 2811	 0.70697
370.98	 3.1748e+09	 8674	 0.703439
370.93	 3.17469e+09	 3056	 0.707405
370.87	 3.17537e+09	 3215	 0.705811
370.81	 3.17546e+09	 3010	 0.706542
370.74	 3.17363e+09	 3259	 0.70518
370.68	 3.17247e+09	 3120	 0.706414
370.62	 3.17213e+09	 3141	 0.706814
370.55	 3.17231e+09	 3237	 0.706385
370.5	 3.16995e+09	 2850	 0.706086
370.4	 3.1721e+09	 2939	 0.706096
370.35	 3.17137e+09	 2825	 0.707152
370.28	 3.17231e+09	 2851	 0.70491
370.23	 3.17192e+09	 3159	 0.704917
370.16	 3.1704e+09	 3179	 0.704983
370.1	 3.1712e+09	 3086	 0.706725
370.05	 3.17165e+09	 2711	 0.705767
369.98	 3.173e+09	 3102	 0.706016
369.93	 3.17296e+09	 2867	 0.705243
369.86	 3.17277e+09	 2911	 0.705267
369.79	 3.17065e+09	 2974	 0.706508
369.74	 3.17036e+09	 3007	 0.704848
369.67	 3.17223e+09	 2794	 0.705468
369.62	 3.17264e+09	 2965	 0.706506
369.56	 3.17449e+09	 2908	 0.70562
369.49	 3.17234e+09	 2746	 0.704654
369.44	 3.17228e+09	 2995	 0.706143
369.37	 3.17279e+09	 3101	 0.705963
369.32	 3.17384e+09	 2828	 0.705754
369.26	 3.17115e+09	 2903	 0.705015
369.19	 3.17202e+09	 3128	 0.705809
369.14	 3.1716e+09	 3388	 0.705171
369.07	 3.17304e+09	 2894	 0.705268
369.03	 3.17183e+09	 3034	 0.7061
368.96	 3.17305e+09	 2827	 0.704242
368.89	 3.17462e+09	 2938	 0.706977
368.85	 3.17446e+09	 2895	 0.705581
368.78	 3.17492e+09	 3122	 0.704964
368.73	 3.17418e+09	 3000	 0.705262
368.66	 3.17409e+09	 3129	 0.705131
368.6	 3.17483e+09	 3364	 0.705995
368.55	 3.17387e+09	 2714	 0.706479
368.48	 3.17183e+09	 2935	 0.705734
368.43	 3.17174e+09	 2967	 0.705695
368.37	 3.17374e+09	 3361	 0.706399
368.3	 3.1737e+09	 3078	 0.70666
368.26	 3.17136e+09	 3128	 0.70448
368.19	 3.17242e+09	 3176	 0.706127
368.12	 3.17169e+09	 3204	 0.704509
368.08	 3.16886e+09	 3127	 0.705823
368.01	 3.17106e+09	 3107	 0.706528
367.96	 3.1724e+09	 3308	 0.706554
367.9	 3.17348e+09	 2937	 0.705397
367.83	 3.17165e+09	 2795	 0.706263
367.78	 3.17227e+09	 3023	 0.704883
367.72	 3.17093e+09	 3028	 0.70474
367.67	 3.17203e+09	 3342	 0.705737
367.61	 3.17212e+09	 2935	 0.704899
367.55	 3.17329e+09	 3494	 0.704893
367.5	 3.16999e+09	 2797	 0.706074
367.43	 3.17257e+09	 2842	 0.705885
367.35	 3.17277e+09	 3281	 0.704694
367.3	 3.17264e+09	 3172	 0.705082
367.24	 3.17255e+09	 3008	 0.7059
367.18	 3.17178e+09	 3097	 0.70599
367.13	 3.17327e+09	 2771	 0.705418
367.07	 3.17245e+09	 3102	 0.706022
367.02	 3.17254e+09	 3237	 0.706196
366.95	 3.17161e+09	 2859	 0.706088
366.89	 3.17194e+09	 2820	 0.705469
366.84	 3.17237e+09	 2953	 0.705292
366.78	 3.1702e+09	 2957	 0.706276
366.73	 3.16994e+09	 2881	 0.705471
366.67	 3.17091e+09	 2661	 0.707672
366.61	 3.16987e+09	 3147	 0.706002
366.56	 3.17137e+09	 2725	 0.705098
366.5	 3.17279e+09	 2675	 0.704329
366.45	 3.17264e+09	 2751	 0.704574
366.39	 3.17488e+09	 3096	 0.7063
366.33	 3.1728e+09	 2975	 0.706197
366.28	 3.17367e+09	 2873	 0.704366
366.22	 3.17506e+09	 8741	 0.697603
366.17	 3.17256e+09	 2895	 0.704382
366.11	 3.17535e+09	 2715	 0.70636
366.05	 3.17413e+09	 3325	 0.705531
366	 3.17371e+09	 2760	 0.705398
365.94	 3.17449e+09	 2753	 0.705029
365.89	 3.17359e+09	 2739	 0.704002
365.83	 3.17162e+09	 3065	 0.705012
365.77	 3.17082e+09	 3160	 0.704024
365.72	 3.17076e+09	 3055	 0.705218
365.66	 3.17358e+09	 2709	 0.70662
365.62	 3.17243e+09	 2952	 0.704136
365.55	 3.17183e+09	 2689	 0.70443
365.49	 3.17089e+09	 2954	 0.703457
365.45	 3.16905e+09	 3257	 0.705936
365.39	 3.17026e+09	 2815	 0.706352
365.34	 3.17275e+09	 2971	 0.705024
365.28	 3.17207e+09	 3171	 0.705448
365.22	 3.17058e+09	 3013	 0.706261
365.17	 3.17071e+09	 2781	 0.706911
