Temperature 	 Sum 	  Maxval 	 R 
370.92	 3.1703e+09	 28645	 0.551972
370.84	 3.17e+09	 28668	 0.549617
370.77	 3.17052e+09	 27426	 0.560101
370.72	 3.16945e+09	 29407	 0.544775
370.65	 3.17059e+09	 27135	 0.554289
370.6	 3.17153e+09	 27961	 0.548277
370.53	 3.17121e+09	 30644	 0.539615
370.46	 3.17276e+09	 31607	 0.541062
370.41	 3.17225e+09	 29315	 0.549961
370.34	 3.17105e+09	 27487	 0.55977
370.29	 3.17057e+09	 29523	 0.547015
370.22	 3.17298e+09	 27544	 0.5501
370.15	 3.17205e+09	 27237	 0.547955
370.09	 3.1724e+09	 29076	 0.550338
370.03	 3.17235e+09	 29490	 0.544468
369.97	 3.17257e+09	 30944	 0.543442
369.91	 3.17137e+09	 29749	 0.540501
369.84	 3.17124e+09	 29583	 0.537326
369.78	 3.17169e+09	 29627	 0.537789
369.72	 3.17223e+09	 30545	 0.545425
369.66	 3.17286e+09	 33400	 0.532754
369.6	 3.17376e+09	 29571	 0.537942
369.53	 3.17492e+09	 28860	 0.545716
369.48	 3.17386e+09	 29013	 0.542033
369.41	 3.17399e+09	 30327	 0.534756
369.36	 3.17479e+09	 31431	 0.537416
369.27	 3.17578e+09	 32583	 0.528595
369.2	 3.1751e+09	 31448	 0.539083
369.14	 3.17623e+09	 32302	 0.527348
369.09	 3.17557e+09	 31085	 0.534276
369.02	 3.17493e+09	 31689	 0.537513
368.97	 3.17355e+09	 31835	 0.526195
368.9	 3.17283e+09	 32630	 0.537289
368.83	 3.17401e+09	 30248	 0.533354
368.78	 3.17443e+09	 34431	 0.526519
368.72	 3.17614e+09	 32591	 0.519013
368.67	 3.17554e+09	 31935	 0.537287
368.6	 3.17658e+09	 34893	 0.513728
368.53	 3.17725e+09	 34579	 0.514808
368.48	 3.17535e+09	 33233	 0.516563
368.41	 3.17435e+09	 33467	 0.520323
368.36	 3.17386e+09	 33505	 0.517836
368.3	 3.17186e+09	 33166	 0.521273
368.23	 3.17434e+09	 31275	 0.520921
368.18	 3.1748e+09	 33175	 0.52026
368.12	 3.17456e+09	 34129	 0.518033
368.07	 3.17475e+09	 37441	 0.508311
368	 3.17329e+09	 34182	 0.527295
367.94	 3.17352e+09	 32895	 0.523817
367.89	 3.17257e+09	 34450	 0.516303
367.82	 3.17378e+09	 34289	 0.510139
367.75	 3.17466e+09	 36686	 0.50988
367.71	 3.17438e+09	 34783	 0.521233
367.64	 3.17141e+09	 37188	 0.50375
367.59	 3.17339e+09	 35510	 0.520755
367.53	 3.17245e+09	 36486	 0.506194
367.46	 3.17147e+09	 32380	 0.515376
367.41	 3.17057e+09	 33101	 0.525041
367.35	 3.17124e+09	 35677	 0.508212
367.3	 3.17374e+09	 34986	 0.512448
367.23	 3.17395e+09	 34940	 0.511182
367.17	 3.1756e+09	 38692	 0.495224
367.12	 3.17415e+09	 32771	 0.520344
367.05	 3.17441e+09	 33905	 0.513503
367.01	 3.17428e+09	 34553	 0.510846
366.94	 3.17548e+09	 34820	 0.508002
366.88	 3.17425e+09	 37678	 0.504957
366.83	 3.17402e+09	 33393	 0.518691
366.76	 3.17471e+09	 37416	 0.504534
366.72	 3.17237e+09	 37226	 0.507359
366.65	 3.1741e+09	 37538	 0.507575
366.59	 3.17365e+09	 36518	 0.503278
366.54	 3.17519e+09	 37251	 0.502797
366.48	 3.17443e+09	 36393	 0.510101
366.43	 3.17556e+09	 38553	 0.5039
366.37	 3.17559e+09	 37542	 0.495015
366.3	 3.17649e+09	 35351	 0.509649
366.22	 3.17639e+09	 36542	 0.499049
366.18	 3.17569e+09	 34480	 0.506006
366.11	 3.17604e+09	 37436	 0.491888
366.06	 3.17571e+09	 36608	 0.503268
366	 3.17777e+09	 36447	 0.496796
365.94	 3.17701e+09	 38640	 0.495934
365.89	 3.17806e+09	 36670	 0.495779
365.83	 3.17677e+09	 36130	 0.503266
365.78	 3.17691e+09	 35219	 0.505711
365.72	 3.17771e+09	 39884	 0.49219
365.66	 3.17597e+09	 37429	 0.495832
365.61	 3.17596e+09	 35366	 0.504008
365.55	 3.17703e+09	 38307	 0.494164
365.5	 3.17604e+09	 37483	 0.500151
365.44	 3.17518e+09	 36955	 0.500933
365.37	 3.17469e+09	 38376	 0.497704
365.33	 3.17443e+09	 39574	 0.490972
365.27	 3.17349e+09	 37033	 0.493391
365.22	 3.17327e+09	 39342	 0.492827
365.16	 3.17316e+09	 37256	 0.497175
365.1	 3.17536e+09	 36636	 0.492728
364.65	 3.17613e+09	 36577	 0.494604
364.59	 3.17663e+09	 38034	 0.490551
364.54	 3.17596e+09	 37328	 0.496225
364.48	 3.17566e+09	 35995	 0.504466
364.44	 3.17523e+09	 37696	 0.490843
364.38	 3.17503e+09	 37171	 0.495807
364.31	 3.17615e+09	 38907	 0.487937
364.27	 3.17428e+09	 39361	 0.492797
364.21	 3.17356e+09	 38435	 0.494267
364.16	 3.17322e+09	 37564	 0.489182
364.1	 3.17317e+09	 36141	 0.50479
364.04	 3.17295e+09	 37365	 0.493222
364	 3.17237e+09	 39592	 0.487
363.94	 3.17377e+09	 38994	 0.488348
363.89	 3.17162e+09	 38225	 0.48324
363.83	 3.1723e+09	 36597	 0.493396
363.77	 3.17498e+09	 38547	 0.49372
363.73	 3.17562e+09	 38593	 0.485871
363.67	 3.17503e+09	 38561	 0.491203
363.62	 3.17279e+09	 40304	 0.487115
363.56	 3.17068e+09	 37126	 0.496856
363.5	 3.17131e+09	 35239	 0.499354
363.46	 3.17251e+09	 38478	 0.495771
363.4	 3.17178e+09	 36310	 0.499145
363.34	 3.17119e+09	 37684	 0.494314
